,状況,回,守備チーム,投手,利き手,防御率,攻撃チーム,打者,打席,打率,本塁打数,打点,四球数,盗塁数,結果
0,0000,1回表,楽天,則本 昂大,右,3.73,ヤクルト,山田 哲人,右,.283,13,24,40,13,空三振
1,1000,1回表,楽天,則本 昂大,右,3.73,ヤクルト,青木 宣親,左,.267,2,20,19,1,空三振
2,2000,1回表,楽天,則本 昂大,右,3.73,ヤクルト,坂口 智隆,左,.333,1,16,27,4,遊直
3,3000,,,,,,,,,,,,,,
4,0000,1回裏,ヤクルト,由規,右,4.46,楽天,茂木 栄五郎,左,.249,2,7,21,7,二直
5,1000,1回裏,ヤクルト,由規,右,4.46,楽天,藤田 一也,左,.265,1,5,8,0,右飛
6,2000,1回裏,ヤクルト,由規,右,4.46,楽天,田中 和基,左,.314,4,9,2,5,投ゴロ
7,3000,,,,,,,,,,,,,,
8,0000,2回表,楽天,則本 昂大,右,3.73,ヤクルト,バレンティン,右,.253,13,38,39,0,空三振
9,1000,2回表,楽天,則本 昂大,右,3.73,ヤクルト,雄平,左,.276,1,14,8,2,空三振
10,2000,2回表,楽天,則本 昂大,右,3.73,ヤクルト,西浦 直亨,右,.283,4,17,15,1,空三振
11,3000,,,,,,,,,,,,,,
12,0000,2回裏,ヤクルト,由規,右,4.46,楽天,ペゲーロ,左,.243,13,30,14,1,左安
13,0100,2回裏,ヤクルト,由規,右,4.46,楽天,今江 年晶,右,.310,4,21,7,0,遊併打
14,2000,2回裏,ヤクルト,由規,右,4.46,楽天,銀次,左,.240,1,16,16,0,二ゴロ
15,3000,,,,,,,,,,,,,,
16,0000,3回表,楽天,則本 昂大,右,3.73,ヤクルト,大引 啓次,右,.347,1,5,5,0,遊ゴロ
17,1000,3回表,楽天,則本 昂大,右,3.73,ヤクルト,中村 悠平,右,.228,1,12,17,2,右安
18,1100,3回表,楽天,則本 昂大,右,3.73,ヤクルト,荒木 貴裕,右,.304,3,13,10,1,左本
19,1000,3回表,楽天,則本 昂大,右,3.73,ヤクルト,山田 哲人,右,.283,13,24,40,13,一邪飛
20,2000,3回表,楽天,則本 昂大,右,3.73,ヤクルト,青木 宣親,左,.267,2,20,19,1,四球
21,2100,3回表,楽天,則本 昂大,右,3.73,ヤクルト,坂口 智隆,左,.333,1,16,27,4,遊失
22,2110,3回表,楽天,則本 昂大,右,3.73,ヤクルト,バレンティン,右,.253,13,38,39,0,見三振
23,3000,,,,,,,,,,,,,,
24,0000,3回裏,ヤクルト,由規,右,4.46,楽天,ウィーラー,右,.264,4,15,11,3,右飛
25,1000,3回裏,ヤクルト,由規,右,4.46,楽天,岡島 豪郎,左,.199,3,9,15,1,四球
26,1100,3回裏,ヤクルト,由規,右,4.46,楽天,嶋 基宏,右,.188,0,9,10,1,捕ゴロ
27,2100,3回裏,ヤクルト,由規,右,4.46,楽天,茂木 栄五郎,左,.249,2,7,21,7,四球
28,2110,3回裏,ヤクルト,由規,右,4.46,楽天,藤田 一也,左,.265,1,5,8,0,四球
29,2111,3回裏,ヤクルト,由規,右,4.46,楽天,田中 和基,左,.314,4,9,2,5,三飛
30,3000,,,,,,,,,,,,,,
31,0000,4回表,楽天,則本 昂大,右,3.73,ヤクルト,雄平,左,.276,1,14,8,2,見三振
32,1000,4回表,楽天,則本 昂大,右,3.73,ヤクルト,西浦 直亨,右,.283,4,17,15,1,遊ゴロ
33,2000,4回表,楽天,則本 昂大,右,3.73,ヤクルト,大引 啓次,右,.347,1,5,5,0,投ゴロ
34,3000,,,,,,,,,,,,,,
35,0000,4回裏,ヤクルト,由規,右,4.46,楽天,ペゲーロ,左,.243,13,30,14,1,空三振
36,1000,4回裏,ヤクルト,由規,右,4.46,楽天,今江 年晶,右,.310,4,21,7,0,空三振
37,2000,4回裏,ヤクルト,由規,右,4.46,楽天,銀次,左,.240,1,16,16,0,中安
38,2100,4回裏,ヤクルト,由規,右,4.46,楽天,ウィーラー,右,.264,4,15,11,3,左飛
39,3000,,,,,,,,,,,,,,
40,0000,5回表,楽天,則本 昂大,右,3.73,ヤクルト,中村 悠平,右,.228,1,12,17,2,三ゴロ
41,1000,5回表,楽天,則本 昂大,右,3.73,ヤクルト,荒木 貴裕,右,.304,3,13,10,1,空三振
42,2000,5回表,楽天,則本 昂大,右,3.73,ヤクルト,山田 哲人,右,.283,13,24,40,13,空三振
43,3000,,,,,,,,,,,,,,
44,0000,5回裏,ヤクルト,由規,右,4.46,楽天,岡島 豪郎,左,.199,3,9,15,1,見三振
45,1000,5回裏,ヤクルト,由規,右,4.46,楽天,嶋 基宏,右,.188,0,9,10,1,死球
46,1100,5回裏,ヤクルト,由規,右,4.46,楽天,茂木 栄五郎,左,.249,2,7,21,7,左２
47,1011,5回裏,ヤクルト,由規,右,4.46,楽天,藤田 一也,左,.265,1,5,8,0,捕邪飛
48,2011,5回裏,ヤクルト,由規,右,4.46,楽天,田中 和基,左,.314,4,9,2,5,中２
49,2010,5回裏,ヤクルト,由規,右,4.46,楽天,ペゲーロ,左,.243,13,30,14,1,四球
50,2110,5回裏,ヤクルト,カラシティー,右,2.60,楽天,今江 年晶,右,.310,4,21,7,0,空三振
51,3000,,,,,,,,,,,,,,
52,0000,6回表,楽天,則本 昂大,右,3.73,ヤクルト,青木 宣親,左,.267,2,20,19,1,投ゴロ
53,1000,6回表,楽天,則本 昂大,右,3.73,ヤクルト,坂口 智隆,左,.333,1,16,27,4,空三振
54,2000,6回表,楽天,則本 昂大,右,3.73,ヤクルト,バレンティン,右,.253,13,38,39,0,空三振
55,3000,,,,,,,,,,,,,,
56,0000,6回裏,ヤクルト,カラシティー,右,2.60,楽天,銀次,左,.240,1,16,16,0,空三振
57,1000,6回裏,ヤクルト,カラシティー,右,2.60,楽天,ウィーラー,右,.264,4,15,11,3,空三振
58,2000,6回裏,ヤクルト,カラシティー,右,2.60,楽天,岡島 豪郎,左,.199,3,9,15,1,一ゴロ
59,3000,,,,,,,,,,,,,,
60,0000,7回表,楽天,則本 昂大,右,3.73,ヤクルト,雄平,左,.276,1,14,8,2,見三振
61,1000,7回表,楽天,則本 昂大,右,3.73,ヤクルト,西浦 直亨,右,.283,4,17,15,1,見三振
62,2000,7回表,楽天,則本 昂大,右,3.73,ヤクルト,大引 啓次,右,.347,1,5,5,0,中安
63,2010,7回表,楽天,則本 昂大,右,3.73,ヤクルト,中村 悠平,右,.228,1,12,17,2,右飛
64,3000,,,,,,,,,,,,,,
65,0000,7回裏,ヤクルト,カラシティー,右,2.60,楽天,嶋 基宏,右,.188,0,9,10,1,空三振
66,1000,7回裏,ヤクルト,カラシティー,右,2.60,楽天,茂木 栄五郎,左,.249,2,7,21,7,一ゴロ
