,状況,回,守備チーム,投手,利き手,防御率,攻撃チーム,打者,打席,打率,本塁打数,打点,四球数,盗塁数,結果
0,0000,1回表,巨人,今村 信貴,左,2.82,中日,平田 良介,右,.347,6,43,47,8,四球
1,0100,1回表,巨人,今村 信貴,左,2.82,中日,京田 陽太,左,.229,3,33,13,17,遊ゴロ
2,1100,1回表,巨人,今村 信貴,左,2.82,中日,大島 洋平,左,.270,5,38,32,17,空三振
3,2100,1回表,巨人,今村 信貴,左,2.82,中日,ビシエド,右,.336,18,74,42,1,二ゴロ
4,3000,,,,,,,,,,,,,,
5,0000,1回裏,中日,藤嶋 健人,右,3.42,巨人,重信 慎之介,左,.337,0,7,2,4,一ゴロ
6,1000,1回裏,中日,藤嶋 健人,右,3.42,巨人,田中 俊太,左,.235,0,7,18,5,中２
7,1010,1回裏,中日,藤嶋 健人,右,3.42,巨人,マギー,右,.286,17,65,28,0,三ゴロ
8,2010,1回裏,中日,藤嶋 健人,右,3.42,巨人,岡本 和真,右,.302,23,70,49,2,三ゴロ
9,3000,,,,,,,,,,,,,,
10,0000,2回表,巨人,今村 信貴,左,2.82,中日,アルモンテ,右,.303,11,55,32,1,右邪飛
11,1000,2回表,巨人,今村 信貴,左,2.82,中日,高橋 周平,左,.263,7,45,24,0,右飛
12,2000,2回表,巨人,今村 信貴,左,2.82,中日,福田 永将,右,.269,8,48,28,0,中安
13,2100,2回表,巨人,今村 信貴,左,2.82,中日,松井 雅人,左,.240,2,17,25,0,左安
14,2110,2回表,巨人,今村 信貴,左,2.82,中日,藤嶋 健人,右,.125,0,0,1,0,二ゴロ
15,3000,,,,,,,,,,,,,,
16,0000,2回裏,中日,藤嶋 健人,右,3.42,巨人,阿部 慎之助,左,.258,7,32,16,0,中安
17,0100,2回裏,中日,藤嶋 健人,右,3.42,巨人,亀井 善行,左,.283,12,45,33,4,一ゴロ
18,1100,2回裏,中日,藤嶋 健人,右,3.42,巨人,山本 泰寛,右,.283,0,1,5,1,中飛
19,2100,2回裏,中日,藤嶋 健人,右,3.42,巨人,小林 誠司,右,.230,2,24,24,0,空三振
20,3000,,,,,,,,,,,,,,
21,0000,3回表,巨人,今村 信貴,左,2.82,中日,平田 良介,右,.347,6,43,47,8,左安
22,0100,3回表,巨人,今村 信貴,左,2.82,中日,京田 陽太,左,.229,3,33,13,17,投犠打
23,1010,3回表,巨人,今村 信貴,左,2.82,中日,大島 洋平,左,.270,5,38,32,17,左２
24,1010,3回表,巨人,今村 信貴,左,2.82,中日,ビシエド,右,.336,18,74,42,1,右安
25,1101,3回表,巨人,今村 信貴,左,2.82,中日,アルモンテ,右,.303,11,55,32,1,遊併打
26,3000,,,,,,,,,,,,,,
27,0000,3回裏,中日,藤嶋 健人,右,3.42,巨人,今村 信貴,左,.071,0,2,1,0,遊ゴロ
28,1000,3回裏,中日,藤嶋 健人,右,3.42,巨人,重信 慎之介,左,.337,0,7,2,4,一ゴロ
29,2000,3回裏,中日,藤嶋 健人,右,3.42,巨人,田中 俊太,左,.235,0,7,18,5,中２
30,2010,3回裏,中日,藤嶋 健人,右,3.42,巨人,マギー,右,.286,17,65,28,0,中飛
31,3000,,,,,,,,,,,,,,
32,0000,4回表,巨人,今村 信貴,左,2.82,中日,高橋 周平,左,.263,7,45,24,0,中安
33,0100,4回表,巨人,今村 信貴,左,2.82,中日,福田 永将,右,.269,8,48,28,0,一ゴロ
34,1010,4回表,巨人,今村 信貴,左,2.82,中日,松井 雅人,左,.240,2,17,25,0,空三振
35,2010,4回表,巨人,今村 信貴,左,2.82,中日,藤嶋 健人,右,.125,0,0,1,0,右飛
36,3000,,,,,,,,,,,,,,
37,0000,4回裏,中日,藤嶋 健人,右,3.42,巨人,岡本 和真,右,.302,23,70,49,2,見三振
38,1000,4回裏,中日,藤嶋 健人,右,3.42,巨人,阿部 慎之助,左,.258,7,32,16,0,中飛
39,2000,4回裏,中日,藤嶋 健人,右,3.42,巨人,亀井 善行,左,.283,12,45,33,4,二ゴロ
40,3000,,,,,,,,,,,,,,
41,0000,5回表,巨人,今村 信貴,左,2.82,中日,平田 良介,右,.347,6,43,47,8,中安
42,0100,5回表,巨人,今村 信貴,左,2.82,中日,京田 陽太,左,.229,3,33,13,17,投犠打
43,1010,5回表,巨人,今村 信貴,左,2.82,中日,大島 洋平,左,.270,5,38,32,17,中安
44,2000,5回表,巨人,今村 信貴,左,2.82,中日,ビシエド,右,.336,18,74,42,1,左安
45,2100,5回表,巨人,今村 信貴,左,2.82,中日,アルモンテ,右,.303,11,55,32,1,空三振
46,3000,,,,,,,,,,,,,,
47,0000,5回裏,中日,藤嶋 健人,右,3.42,巨人,山本 泰寛,右,.283,0,1,5,1,中安
48,0010,5回裏,中日,藤嶋 健人,右,3.42,巨人,小林 誠司,右,.230,2,24,24,0,投ゴロ
49,1010,5回裏,中日,藤嶋 健人,右,3.42,巨人,今村 信貴,左,.071,0,2,1,0,バ三振
50,2010,5回裏,中日,藤嶋 健人,右,3.42,巨人,重信 慎之介,左,.337,0,7,2,4,右安
51,2100,5回裏,中日,藤嶋 健人,右,3.42,巨人,田中 俊太,左,.235,0,7,18,5,二ゴロ
52,3000,,,,,,,,,,,,,,
