,状況,回,守備チーム,投手,利き手,防御率,攻撃チーム,打者,打席,打率,本塁打数,打点,四球数,盗塁数,結果
0,0000,1回表,楽天,辛島 航,左,3.81,ロッテ,伊志嶺 翔大,右,.342,0,2,6,1,中安
1,0100,1回表,楽天,辛島 航,左,3.81,ロッテ,藤岡 裕大,左,.245,5,33,35,11,中安
2,0011,1回表,楽天,辛島 航,左,3.81,ロッテ,中村 奨吾,右,.293,4,42,38,25,左安
3,0101,1回表,楽天,辛島 航,左,3.81,ロッテ,井上 晴哉,右,.300,18,70,39,1,ボール
4,1001,1回表,楽天,辛島 航,左,3.81,ロッテ,角中 勝也,左,.297,3,40,28,3,中飛
5,3000,,,,,,,,,,,,,,
6,0000,1回裏,ロッテ,涌井 秀章,右,3.90,楽天,田中 和基,左,.292,11,31,19,15,中安
7,0100,1回裏,ロッテ,涌井 秀章,右,3.90,楽天,茂木 栄五郎,左,.243,5,20,38,12,右安
8,0110,1回裏,ロッテ,涌井 秀章,右,3.90,楽天,島内 宏明,左,.256,6,29,28,7,左飛
9,1110,1回裏,ロッテ,涌井 秀章,右,3.90,楽天,今江 年晶,右,.281,8,40,20,0,右安
10,2001,1回裏,ロッテ,涌井 秀章,右,3.90,楽天,銀次,左,.266,3,35,35,1,二ゴロ
11,3000,,,,,,,,,,,,,,
12,0000,2回表,楽天,辛島 航,左,3.81,ロッテ,清田 育宏,右,.237,2,25,27,2,三ゴロ
13,1000,2回表,楽天,辛島 航,左,3.81,ロッテ,鈴木 大地,左,.256,2,25,32,7,一ゴロ
14,2000,2回表,楽天,辛島 航,左,3.81,ロッテ,田村 龍弘,右,.243,2,25,29,3,中飛
15,3000,,,,,,,,,,,,,,
16,0000,2回裏,ロッテ,涌井 秀章,右,3.90,楽天,ウィーラー,右,.267,6,21,17,3,左本
17,0000,2回裏,ロッテ,涌井 秀章,右,3.90,楽天,渡辺 直人,右,.231,0,9,8,0,遊失
18,0100,2回裏,ロッテ,涌井 秀章,右,3.90,楽天,岡島 豪郎,左,.196,3,12,19,1,左安
19,0110,2回裏,ロッテ,涌井 秀章,右,3.90,楽天,嶋 基宏,右,.209,0,19,26,1,一犠打
20,1011,2回裏,ロッテ,涌井 秀章,右,3.90,楽天,田中 和基,左,.292,11,31,19,15,中安
21,1101,2回裏,ロッテ,涌井 秀章,右,3.90,楽天,茂木 栄五郎,左,.243,5,20,38,12,空三振
22,2101,2回裏,ロッテ,涌井 秀章,右,3.90,楽天,島内 宏明,左,.256,6,29,28,7,遊ゴロ
23,3000,,,,,,,,,,,,,,
24,0000,3回表,楽天,辛島 航,左,3.81,ロッテ,平沢 大河,左,.215,1,17,27,4,中安
25,0100,3回表,楽天,辛島 航,左,3.81,ロッテ,伊志嶺 翔大,右,.342,0,2,6,1,遊ゴロ
26,1100,3回表,楽天,辛島 航,左,3.81,ロッテ,藤岡 裕大,左,.245,5,33,35,11,二ゴロ
27,2010,3回表,楽天,辛島 航,左,3.81,ロッテ,中村 奨吾,右,.293,4,42,38,25,中飛
28,3000,,,,,,,,,,,,,,
29,0000,3回裏,ロッテ,涌井 秀章,右,3.90,楽天,今江 年晶,右,.281,8,40,20,0,三ゴロ
30,1000,3回裏,ロッテ,涌井 秀章,右,3.90,楽天,銀次,左,.266,3,35,35,1,中飛
31,2000,3回裏,ロッテ,涌井 秀章,右,3.90,楽天,ウィーラー,右,.267,6,21,17,3,遊安
32,2100,3回裏,ロッテ,涌井 秀章,右,3.90,楽天,渡辺 直人,右,.231,0,9,8,0,一直
33,3000,,,,,,,,,,,,,,
