,状況,回,守備チーム,投手,利き手,防御率,攻撃チーム,打者,打席,打率,本塁打数,打点,四球数,盗塁数,結果
0,0000,1回表,巨人,吉川 光夫,左,3.72,ＤｅＮＡ,神里 和毅,左,.282,0,2,2,6,空三振
1,1000,1回表,巨人,吉川 光夫,左,3.72,ＤｅＮＡ,大和,右,.235,0,0,4,2,右飛
2,2000,1回表,巨人,吉川 光夫,左,3.72,ＤｅＮＡ,筒香 嘉智,左,.297,3,10,3,0,中飛
3,3000,,,,,,,,,,,,,,
4,0000,1回裏,ＤｅＮＡ,平田 真吾,右,0.00,巨人,立岡 宗一郎,左,.261,0,2,3,3,一ゴロ
5,1000,1回裏,ＤｅＮＡ,平田 真吾,右,0.00,巨人,吉川 尚輝,左,.271,0,1,0,0,右２
6,1010,1回裏,ＤｅＮＡ,平田 真吾,右,0.00,巨人,坂本 勇人,右,.295,0,7,6,1,右飛
7,2001,1回裏,ＤｅＮＡ,平田 真吾,右,0.00,巨人,ゲレーロ,右,.263,0,1,10,0,四球
8,2101,1回裏,ＤｅＮＡ,平田 真吾,右,0.00,巨人,マギー,右,.262,0,3,2,0,中飛
9,3000,,,,,,,,,,,,,,
10,0000,2回表,巨人,吉川 光夫,左,3.72,ＤｅＮＡ,ロペス,右,.243,1,2,2,0,左飛
11,1000,2回表,巨人,吉川 光夫,左,3.72,ＤｅＮＡ,宮崎 敏郎,右,.250,1,3,2,0,左安
12,1100,2回表,巨人,吉川 光夫,左,3.72,ＤｅＮＡ,嶺井 博希,右,.318,2,5,2,0,三併打
13,3000,,,,,,,,,,,,,,
14,0000,2回裏,ＤｅＮＡ,平田 真吾,右,0.00,巨人,岡本 和真,右,.300,2,11,6,1,右飛
15,1000,2回裏,ＤｅＮＡ,平田 真吾,右,0.00,巨人,亀井 善行,左,.235,0,3,2,0,捕ゴロ
16,2000,2回裏,ＤｅＮＡ,平田 真吾,右,0.00,巨人,小林 誠司,右,.545,1,6,5,0,遊直
17,3000,,,,,,,,,,,,,,
18,0000,3回表,巨人,吉川 光夫,左,3.72,ＤｅＮＡ,桑原 将志,右,.130,0,0,0,1,三安
19,0100,3回表,巨人,吉川 光夫,左,3.72,ＤｅＮＡ,平田 真吾,右,-,0,0,0,0,捕犠打
20,1010,3回表,巨人,吉川 光夫,左,3.72,ＤｅＮＡ,倉本 寿彦,左,.265,0,5,1,0,一ゴロ
21,2001,3回表,巨人,吉川 光夫,左,3.72,ＤｅＮＡ,神里 和毅,左,.282,0,2,2,6,右飛
22,3000,,,,,,,,,,,,,,
23,0000,3回裏,ＤｅＮＡ,平田 真吾,右,0.00,巨人,吉川 光夫,左,.000,0,0,0,0,空三振
24,1000,3回裏,ＤｅＮＡ,平田 真吾,右,0.00,巨人,立岡 宗一郎,左,.261,0,2,3,3,二ゴロ
25,2000,3回裏,ＤｅＮＡ,平田 真吾,右,0.00,巨人,吉川 尚輝,左,.271,0,1,0,0,中飛
26,3000,,,,,,,,,,,,,,
27,0000,4回表,巨人,吉川 光夫,左,3.72,ＤｅＮＡ,大和,右,.235,0,0,4,2,見三振
28,1000,4回表,巨人,吉川 光夫,左,3.72,ＤｅＮＡ,筒香 嘉智,左,.297,3,10,3,0,中安
29,1100,4回表,巨人,吉川 光夫,左,3.72,ＤｅＮＡ,ロペス,右,.243,1,2,2,0,空三振
30,2100,4回表,巨人,吉川 光夫,左,3.72,ＤｅＮＡ,宮崎 敏郎,右,.250,1,3,2,0,二ゴロ
31,3000,,,,,,,,,,,,,,
32,0000,4回裏,ＤｅＮＡ,平田 真吾,右,0.00,巨人,坂本 勇人,右,.295,0,7,6,1,右飛
33,1000,4回裏,ＤｅＮＡ,平田 真吾,右,0.00,巨人,ゲレーロ,右,.263,0,1,10,0,一邪飛
34,2000,4回裏,ＤｅＮＡ,平田 真吾,右,0.00,巨人,マギー,右,.262,0,3,2,0,左２
35,2010,4回裏,ＤｅＮＡ,平田 真吾,右,0.00,巨人,岡本 和真,右,.300,2,11,6,1,捕ゴロ
