,状況,回,守備チーム,投手,利き手,防御率,攻撃チーム,打者,打席,打率,本塁打数,打点,四球数,盗塁数,結果
0,0000,1回表,巨人,菅野 智之,右,2.47,阪神,糸原 健斗,左,.281,1,26,65,4,一安
1,0100,1回表,巨人,菅野 智之,右,2.47,阪神,北條 史也,右,.330,1,18,15,1,捕飛
2,2000,1回表,巨人,菅野 智之,右,2.47,阪神,福留 孝介,左,.280,12,56,58,0,四球
3,2100,1回表,巨人,菅野 智之,右,2.47,阪神,糸井 嘉男,左,.311,15,60,63,16,遊安
4,2110,1回表,巨人,菅野 智之,右,2.47,阪神,ナバーロ,左,.275,2,13,8,0,四球
5,2111,1回表,巨人,菅野 智之,右,2.47,阪神,伊藤 隼太,左,.272,1,10,16,0,三邪飛
6,3000,,,,,,,,,,,,,,
7,0000,1回裏,阪神,小野 泰己,右,4.42,巨人,坂本 勇人,右,.328,13,56,50,8,右安
8,0100,1回裏,阪神,小野 泰己,右,4.42,巨人,重信 慎之介,左,.317,0,7,3,5,投犠打
9,1010,1回裏,阪神,小野 泰己,右,4.42,巨人,マギー,右,.288,17,66,29,0,空三振
10,2010,1回裏,阪神,小野 泰己,右,4.42,巨人,岡本 和真,右,.304,24,75,52,2,左本
11,2000,1回裏,阪神,小野 泰己,右,4.42,巨人,阿部 慎之助,左,.261,8,34,17,0,空三振
12,3000,,,,,,,,,,,,,,
13,0000,2回表,巨人,菅野 智之,右,2.47,阪神,鳥谷 敬,左,.230,1,17,30,1,左飛
14,1000,2回表,巨人,菅野 智之,右,2.47,阪神,梅野 隆太郎,右,.236,6,29,27,3,見三振
15,2000,2回表,巨人,菅野 智之,右,2.47,阪神,小野 泰己,右,.034,0,1,1,0,空三振
16,3000,,,,,,,,,,,,,,
17,0000,2回裏,阪神,小野 泰己,右,4.42,巨人,長野 久義,右,.287,11,46,37,3,三安
18,0100,2回裏,阪神,小野 泰己,右,4.42,巨人,田中 俊太,左,.234,0,8,19,5,中安
19,0110,2回裏,阪神,小野 泰己,右,4.42,巨人,小林 誠司,右,.224,2,24,25,0,バ三振
20,1110,2回裏,阪神,小野 泰己,右,4.42,巨人,菅野 智之,右,.167,1,3,1,0,遊併打
21,3000,,,,,,,,,,,,,,
22,0000,3回表,巨人,菅野 智之,右,2.47,阪神,糸原 健斗,左,.281,1,26,65,4,二ゴロ
23,1000,3回表,巨人,菅野 智之,右,2.47,阪神,北條 史也,右,.330,1,18,15,1,中安
24,2000,3回表,巨人,菅野 智之,右,2.47,阪神,福留 孝介,左,.280,12,56,58,0,空三振
25,3000,,,,,,,,,,,,,,
26,0000,3回裏,阪神,小野 泰己,右,4.42,巨人,坂本 勇人,右,.328,13,56,50,8,左飛
27,1000,3回裏,阪神,小野 泰己,右,4.42,巨人,重信 慎之介,左,.317,0,7,3,5,投ゴロ
28,2000,3回裏,阪神,小野 泰己,右,4.42,巨人,マギー,右,.288,17,66,29,0,中飛
29,3000,,,,,,,,,,,,,,
30,0000,4回表,巨人,菅野 智之,右,2.47,阪神,糸井 嘉男,左,.311,15,60,63,16,二ゴロ
31,1000,4回表,巨人,菅野 智之,右,2.47,阪神,ナバーロ,左,.275,2,13,8,0,空三振
32,2000,4回表,巨人,菅野 智之,右,2.47,阪神,伊藤 隼太,左,.272,1,10,16,0,空三振
33,3000,,,,,,,,,,,,,,
34,0000,4回裏,阪神,小野 泰己,右,4.42,巨人,岡本 和真,右,.304,24,75,52,2,四球
35,0100,4回裏,阪神,小野 泰己,右,4.42,巨人,阿部 慎之助,左,.261,8,34,17,0,右安
