,状況,回,守備チーム,投手,利き手,防御率,攻撃チーム,打者,打席,打率,本塁打数,打点,四球数,盗塁数,結果
0,0000,1回表,阪神,岩貞 祐太,左,1.73,ＤｅＮＡ,桑原 将志,右,.261,3,8,11,12,右安
1,0100,1回表,阪神,岩貞 祐太,左,1.73,ＤｅＮＡ,神里 和毅,左,.258,5,20,18,14,投犠打
2,1010,1回表,阪神,岩貞 祐太,左,1.73,ＤｅＮＡ,宮崎 敏郎,右,.318,15,40,18,0,中飛
3,2010,1回表,阪神,岩貞 祐太,左,1.73,ＤｅＮＡ,筒香 嘉智,左,.306,19,49,43,0,四球
4,2110,1回表,阪神,岩貞 祐太,左,1.73,ＤｅＮＡ,ソト,右,.305,8,23,5,0,空三振
5,3000,,,,,,,,,,,,,,
6,0000,1回裏,ＤｅＮＡ,井納 翔一,右,3.09,阪神,糸原 健斗,左,.295,1,19,43,2,見三振
7,1000,1回裏,ＤｅＮＡ,井納 翔一,右,3.09,阪神,北條 史也,右,.354,0,6,2,0,遊ゴロ
8,2000,1回裏,ＤｅＮＡ,井納 翔一,右,3.09,阪神,福留 孝介,左,.258,7,34,37,0,右安
9,2100,1回裏,ＤｅＮＡ,井納 翔一,右,3.09,阪神,陽川 尚将,右,.341,3,23,7,1,三ゴロ
10,3000,,,,,,,,,,,,,,
11,0000,2回表,阪神,岩貞 祐太,左,1.73,ＤｅＮＡ,柴田 竜拓,左,.233,3,6,11,2,一ゴロ
12,1000,2回表,阪神,岩貞 祐太,左,1.73,ＤｅＮＡ,嶺井 博希,右,.181,2,12,3,0,遊ゴロ
13,2000,2回表,阪神,岩貞 祐太,左,1.73,ＤｅＮＡ,井納 翔一,右,.000,0,0,0,0,投ゴロ
14,3000,,,,,,,,,,,,,,
15,0000,2回裏,ＤｅＮＡ,井納 翔一,右,3.09,阪神,ナバーロ,左,.267,0,3,3,0,空三振
16,1000,2回裏,ＤｅＮＡ,井納 翔一,右,3.09,阪神,中谷 将大,右,.230,3,14,11,0,右安
17,1100,2回裏,ＤｅＮＡ,井納 翔一,右,3.09,阪神,鳥谷 敬,左,.207,0,13,23,0,二ゴロ
18,2010,2回裏,ＤｅＮＡ,井納 翔一,右,3.09,阪神,梅野 隆太郎,右,.226,4,19,16,2,四球
19,2011,2回裏,ＤｅＮＡ,井納 翔一,右,3.09,阪神,岩貞 祐太,左,.000,0,0,1,0,空三振
20,3000,,,,,,,,,,,,,,
21,0000,3回表,阪神,岩貞 祐太,左,1.73,ＤｅＮＡ,倉本 寿彦,左,.239,0,9,3,1,空三振
22,1000,3回表,阪神,岩貞 祐太,左,1.73,ＤｅＮＡ,桑原 将志,右,.261,3,8,11,12,中２
23,1010,3回表,阪神,岩貞 祐太,左,1.73,ＤｅＮＡ,神里 和毅,左,.258,5,20,18,14,空三振
24,2010,3回表,阪神,岩貞 祐太,左,1.73,ＤｅＮＡ,宮崎 敏郎,右,.318,15,40,18,0,遊失
25,2100,3回表,阪神,岩貞 祐太,左,1.73,ＤｅＮＡ,筒香 嘉智,左,.306,19,49,43,0,右安
26,2101,3回表,阪神,岩貞 祐太,左,1.73,ＤｅＮＡ,ソト,右,.305,8,23,5,0,四球
27,2111,3回表,阪神,岩貞 祐太,左,1.73,ＤｅＮＡ,柴田 竜拓,左,.233,3,6,11,2,左飛
28,3000,,,,,,,,,,,,,,
29,0000,3回裏,ＤｅＮＡ,井納 翔一,右,3.09,阪神,糸原 健斗,左,.295,1,19,43,2,左飛
30,1000,3回裏,ＤｅＮＡ,井納 翔一,右,3.09,阪神,北條 史也,右,.354,0,6,2,0,遊ゴロ
31,2000,3回裏,ＤｅＮＡ,井納 翔一,右,3.09,阪神,福留 孝介,左,.258,7,34,37,0,見三振
32,3000,,,,,,,,,,,,,,
