,状況,回,守備チーム,投手,利き手,防御率,攻撃チーム,打者,打席,打率,本塁打数,打点,四球数,盗塁数,結果
0,0000,1回表,中日,小笠原 慎之介,左,4.14,ロッテ,荻野 貴司,右,.313,2,17,8,14,遊安
1,0100,1回表,中日,小笠原 慎之介,左,4.14,ロッテ,藤岡 裕大,左,.246,3,21,20,5,遊併打
2,2000,1回表,中日,小笠原 慎之介,左,4.14,ロッテ,中村 奨吾,右,.300,3,28,23,14,遊ゴロ
3,3000,,,,,,,,,,,,,,
4,0000,1回裏,ロッテ,有吉 優樹,右,3.25,中日,京田 陽太,左,.242,1,16,7,12,中飛
5,1000,1回裏,ロッテ,有吉 優樹,右,3.25,中日,大島 洋平,左,.275,5,21,17,9,遊安
6,1100,1回裏,ロッテ,有吉 優樹,右,3.25,中日,アルモンテ,左,.343,9,38,25,0,中飛
7,2100,1回裏,ロッテ,有吉 優樹,右,3.25,中日,ビシエド,右,.302,7,33,16,1,遊ゴロ
8,3000,,,,,,,,,,,,,,
9,0000,2回表,中日,小笠原 慎之介,左,4.14,ロッテ,角中 勝也,左,.288,2,16,7,1,空三振
10,1000,2回表,中日,小笠原 慎之介,左,4.14,ロッテ,清田 育宏,右,.253,2,19,17,2,右本
11,1000,2回表,中日,小笠原 慎之介,左,4.14,ロッテ,井上 晴哉,右,.237,6,32,18,1,空三振
12,2000,2回表,中日,小笠原 慎之介,左,4.14,ロッテ,鈴木 大地,左,.247,1,15,20,4,一ゴロ
13,3000,,,,,,,,,,,,,,
14,0000,2回裏,ロッテ,有吉 優樹,右,3.25,中日,平田 良介,右,.318,4,16,20,6,遊ゴロ
15,1000,2回裏,ロッテ,有吉 優樹,右,3.25,中日,福田 永将,右,.277,4,20,14,0,左飛
16,2000,2回裏,ロッテ,有吉 優樹,右,3.25,中日,高橋 周平,左,.259,3,21,9,0,左安
17,2100,2回裏,ロッテ,有吉 優樹,右,3.25,中日,大野 奨太,右,.173,2,7,9,0,空三振
18,3000,,,,,,,,,,,,,,
19,0000,3回表,中日,小笠原 慎之介,左,4.14,ロッテ,田村 龍弘,右,.237,0,11,18,2,四球
20,0100,3回表,中日,小笠原 慎之介,左,4.14,ロッテ,有吉 優樹,右,.000,0,0,0,0,捕犠打
21,1010,3回表,中日,小笠原 慎之介,左,4.14,ロッテ,荻野 貴司,右,.313,2,17,8,14,二ゴロ
22,2001,3回表,中日,小笠原 慎之介,左,4.14,ロッテ,藤岡 裕大,左,.246,3,21,20,5,二ゴロ
23,3000,,,,,,,,,,,,,,
24,0000,3回裏,ロッテ,有吉 優樹,右,3.25,中日,小笠原 慎之介,左,.056,0,0,0,0,空三振
25,1000,3回裏,ロッテ,有吉 優樹,右,3.25,中日,京田 陽太,左,.242,1,16,7,12,見三振
26,2000,3回裏,ロッテ,有吉 優樹,右,3.25,中日,大島 洋平,左,.275,5,21,17,9,右飛
27,3000,,,,,,,,,,,,,,
28,0000,4回表,中日,小笠原 慎之介,左,4.14,ロッテ,中村 奨吾,右,.300,3,28,23,14,三ゴロ
29,1000,4回表,中日,小笠原 慎之介,左,4.14,ロッテ,角中 勝也,左,.288,2,16,7,1,四球
30,1100,4回表,中日,小笠原 慎之介,左,4.14,ロッテ,清田 育宏,右,.253,2,19,17,2,中飛
31,2100,4回表,中日,小笠原 慎之介,左,4.14,ロッテ,井上 晴哉,右,.237,6,32,18,1,四球
32,2110,4回表,中日,小笠原 慎之介,左,4.14,ロッテ,鈴木 大地,左,.247,1,15,20,4,右安
33,3000,,,,,,,,,,,,,,
34,0000,4回裏,ロッテ,有吉 優樹,右,3.25,中日,アルモンテ,左,.343,9,38,25,0,二ゴロ
35,1000,4回裏,ロッテ,有吉 優樹,右,3.25,中日,ビシエド,右,.302,7,33,16,1,死球
36,1100,4回裏,ロッテ,有吉 優樹,右,3.25,中日,平田 良介,右,.318,4,16,20,6,四球
37,1110,4回裏,ロッテ,有吉 優樹,右,3.25,中日,福田 永将,右,.277,4,20,14,0,二併打
38,3000,,,,,,,,,,,,,,
39,0000,5回表,中日,小笠原 慎之介,左,4.14,ロッテ,田村 龍弘,右,.237,0,11,18,2,空三振
40,1000,5回表,中日,小笠原 慎之介,左,4.14,ロッテ,有吉 優樹,右,.000,0,0,0,0,遊ゴロ
41,2000,5回表,中日,小笠原 慎之介,左,4.14,ロッテ,荻野 貴司,右,.313,2,17,8,14,左安
42,2010,5回表,中日,小笠原 慎之介,左,4.14,ロッテ,藤岡 裕大,左,.246,3,21,20,5,一ゴロ
43,3000,,,,,,,,,,,,,,
44,0000,5回裏,ロッテ,有吉 優樹,右,3.25,中日,高橋 周平,左,.259,3,21,9,0,投ゴロ
45,1000,5回裏,ロッテ,有吉 優樹,右,3.25,中日,大野 奨太,右,.173,2,7,9,0,左飛
46,2000,5回裏,ロッテ,有吉 優樹,右,3.25,中日,小笠原 慎之介,左,.056,0,0,0,0,遊ゴロ
47,3000,,,,,,,,,,,,,,
48,0000,6回表,中日,小笠原 慎之介,左,4.14,ロッテ,中村 奨吾,右,.300,3,28,23,14,左安
49,0100,6回表,中日,小笠原 慎之介,左,4.14,ロッテ,角中 勝也,左,.288,2,16,7,1,三飛
50,1100,6回表,中日,小笠原 慎之介,左,4.14,ロッテ,清田 育宏,右,.253,2,19,17,2,二飛
51,2100,6回表,中日,小笠原 慎之介,左,4.14,ロッテ,井上 晴哉,右,.237,6,32,18,1,見逃し
52,3000,,,,,,,,,,,,,,
53,0000,6回裏,ロッテ,有吉 優樹,右,3.25,中日,京田 陽太,左,.242,1,16,7,12,左飛
54,1000,6回裏,ロッテ,有吉 優樹,右,3.25,中日,大島 洋平,左,.275,5,21,17,9,二ゴロ
55,2000,6回裏,ロッテ,有吉 優樹,右,3.25,中日,アルモンテ,左,.343,9,38,25,0,見三振
56,3000,,,,,,,,,,,,,,
57,0000,7回表,中日,小笠原 慎之介,左,4.14,ロッテ,井上 晴哉,右,.237,6,32,18,1,中２
58,0000,7回表,中日,小笠原 慎之介,左,4.14,ロッテ,鈴木 大地,左,.247,1,15,20,4,四球
59,1100,7回表,中日,小笠原 慎之介,左,4.14,ロッテ,田村 龍弘,右,.237,0,11,18,2,右飛
60,2100,7回表,中日,小笠原 慎之介,左,4.14,ロッテ,有吉 優樹,右,.000,0,0,0,0,空三振
61,3000,,,,,,,,,,,,,,
62,0000,7回裏,ロッテ,有吉 優樹,右,3.25,中日,ビシエド,右,.302,7,33,16,1,左飛
63,1000,7回裏,ロッテ,有吉 優樹,右,3.25,中日,平田 良介,右,.318,4,16,20,6,右飛
64,2000,7回裏,ロッテ,有吉 優樹,右,3.25,中日,福田 永将,右,.277,4,20,14,0,二ゴロ
65,3000,,,,,,,,,,,,,,
66,0000,8回表,中日,祖父江 大輔,右,1.52,ロッテ,荻野 貴司,右,.313,2,17,8,14,一邪飛
67,1000,8回表,中日,祖父江 大輔,右,1.52,ロッテ,藤岡 裕大,左,.246,3,21,20,5,二ゴロ
68,2000,8回表,中日,祖父江 大輔,右,1.52,ロッテ,中村 奨吾,右,.300,3,28,23,14,中安
69,2100,8回表,中日,祖父江 大輔,右,1.52,ロッテ,角中 勝也,左,.288,2,16,7,1,左２
70,2011,8回表,中日,祖父江 大輔,右,1.52,ロッテ,清田 育宏,右,.253,2,19,17,2,遊ゴロ
71,3000,,,,,,,,,,,,,,
72,0000,8回裏,ロッテ,有吉 優樹,右,3.25,中日,高橋 周平,左,.259,3,21,9,0,中安
73,0100,8回裏,ロッテ,有吉 優樹,右,3.25,中日,大野 奨太,右,.173,2,7,9,0,投犠打
74,1010,8回裏,ロッテ,松永 昂大,左,2.38,中日,藤井 淳志,右,.200,0,11,4,0,右飛
75,2010,8回裏,ロッテ,松永 昂大,左,2.38,中日,京田 陽太,左,.242,1,16,7,12,左安
76,2101,8回裏,ロッテ,松永 昂大,左,2.38,中日,大島 洋平,左,.275,5,21,17,9,見三振
77,3000,,,,,,,,,,,,,,
78,0000,9回表,中日,鈴木 博志,右,4.07,ロッテ,三木 亮,右,.333,0,2,0,1,中飛
79,1000,9回表,中日,鈴木 博志,右,4.07,ロッテ,鈴木 大地,左,.247,1,15,20,4,中飛
