,状況,回,守備チーム,投手,利き手,防御率,攻撃チーム,打者,打席,打率,本塁打数,打点,四球数,盗塁数,結果
0,0000,1回表,阪神,岩貞 祐太,左,2.89,中日,平田 良介,右,.334,7,51,61,8,三ゴロ
1,1000,1回表,阪神,岩貞 祐太,左,2.89,中日,京田 陽太,左,.234,3,40,16,18,二ゴロ
2,2000,1回表,阪神,岩貞 祐太,左,2.89,中日,大島 洋平,左,.278,7,53,42,20,四球
3,2100,1回表,阪神,岩貞 祐太,左,2.89,中日,ビシエド,右,.352,25,93,50,2,遊安
4,2101,1回表,阪神,岩貞 祐太,左,2.89,中日,アルモンテ,右,.308,13,71,37,1,四球
5,2111,1回表,阪神,岩貞 祐太,左,2.89,中日,高橋 周平,左,.259,10,60,30,0,中安
6,2110,1回表,阪神,岩貞 祐太,左,2.89,中日,福田 永将,右,.269,11,57,35,0,右飛
7,3000,,,,,,,,,,,,,,
8,0000,1回裏,中日,小熊 凌祐,右,5.49,阪神,北條 史也,右,.328,1,20,19,1,遊ゴロ
9,1000,1回裏,中日,小熊 凌祐,右,5.49,阪神,糸原 健斗,左,.288,1,31,70,4,右２
10,1010,1回裏,中日,小熊 凌祐,右,5.49,阪神,大山 悠輔,右,.253,6,31,22,2,左飛
11,2010,1回裏,中日,小熊 凌祐,右,5.49,阪神,糸井 嘉男,左,.311,16,66,69,19,右本
12,2000,1回裏,中日,小熊 凌祐,右,5.49,阪神,陽川 尚将,右,.245,6,36,13,4,空三振
13,3000,,,,,,,,,,,,,,
14,0000,2回表,阪神,岩貞 祐太,左,2.89,中日,大野 奨太,右,.199,2,10,20,0,見三振
15,1000,2回表,阪神,岩貞 祐太,左,2.89,中日,小熊 凌祐,右,.077,0,0,2,0,四球
16,1100,2回表,阪神,岩貞 祐太,左,2.89,中日,平田 良介,右,.334,7,51,61,8,右飛
17,2100,2回表,阪神,岩貞 祐太,左,2.89,中日,京田 陽太,左,.234,3,40,16,18,投ゴロ
18,3000,,,,,,,,,,,,,,
19,0000,2回裏,中日,小熊 凌祐,右,5.49,阪神,ナバーロ,左,.281,2,16,10,0,中飛
20,1000,2回裏,中日,小熊 凌祐,右,5.49,阪神,伊藤 隼太,左,.275,1,13,18,0,空三振
21,2000,2回裏,中日,小熊 凌祐,右,5.49,阪神,梅野 隆太郎,右,.248,8,35,32,3,中安
22,2100,2回裏,中日,小熊 凌祐,右,5.49,阪神,岩貞 祐太,左,.000,0,0,3,0,投ゴロ
23,3000,,,,,,,,,,,,,,
24,0000,3回表,阪神,岩貞 祐太,左,2.89,中日,大島 洋平,左,.278,7,53,42,20,遊ゴロ
25,1000,3回表,阪神,岩貞 祐太,左,2.89,中日,ビシエド,右,.352,25,93,50,2,遊ゴロ
26,2000,3回表,阪神,岩貞 祐太,左,2.89,中日,アルモンテ,右,.308,13,71,37,1,見三振
27,3000,,,,,,,,,,,,,,
28,0000,3回裏,中日,小熊 凌祐,右,5.49,阪神,北條 史也,右,.328,1,20,19,1,中安
29,0100,3回裏,中日,小熊 凌祐,右,5.49,阪神,糸原 健斗,左,.288,1,31,70,4,遊ゴロ
30,1010,3回裏,中日,小熊 凌祐,右,5.49,阪神,大山 悠輔,右,.253,6,31,22,2,四球
