,状況,回,守備チーム,投手,利き手,防御率,攻撃チーム,打者,打席,打率,本塁打数,打点,四球数,盗塁数,結果
0,0000,1回表,ＤｅＮＡ,井納 翔一,右,3.54,巨人,坂本 勇人,右,.334,14,61,56,8,遊ゴロ
1,1000,1回表,ＤｅＮＡ,井納 翔一,右,3.54,巨人,重信 慎之介,左,.287,1,10,8,6,右飛
2,2000,1回表,ＤｅＮＡ,井納 翔一,右,3.54,巨人,マギー,右,.290,20,74,34,1,見三振
3,3000,,,,,,,,,,,,,,
4,0000,1回裏,巨人,内海 哲也,左,4.17,ＤｅＮＡ,大和,右,.249,1,22,22,9,空三振
5,1000,1回裏,巨人,内海 哲也,左,4.17,ＤｅＮＡ,宮崎 敏郎,右,.322,25,65,28,0,左２
6,1010,1回裏,巨人,内海 哲也,左,4.17,ＤｅＮＡ,ロペス,右,.296,20,67,14,0,中飛
7,2010,1回裏,巨人,内海 哲也,左,4.17,ＤｅＮＡ,筒香 嘉智,左,.297,34,79,62,0,左飛
8,3000,,,,,,,,,,,,,,
9,0000,2回表,ＤｅＮＡ,井納 翔一,右,3.54,巨人,岡本 和真,右,.316,31,94,66,2,左安
10,0100,2回表,ＤｅＮＡ,井納 翔一,右,3.54,巨人,亀井 善行,左,.263,12,48,35,4,空三振
11,1100,2回表,ＤｅＮＡ,井納 翔一,右,3.54,巨人,ゲレーロ,右,.253,15,38,27,2,二飛
12,2100,2回表,ＤｅＮＡ,井納 翔一,右,3.54,巨人,大城 卓三,左,.274,4,17,13,0,左安
13,2110,2回表,ＤｅＮＡ,井納 翔一,右,3.54,巨人,山本 泰寛,右,.283,0,3,13,2,空三振
14,3000,,,,,,,,,,,,,,
15,0000,2回裏,巨人,内海 哲也,左,4.17,ＤｅＮＡ,ソト,右,.304,31,74,19,0,左安
16,0100,2回裏,巨人,内海 哲也,左,4.17,ＤｅＮＡ,桑原 将志,右,.275,8,22,28,16,右飛
17,1100,2回裏,巨人,内海 哲也,左,4.17,ＤｅＮＡ,細川 成也,右,.400,1,2,1,0,空三振
18,2100,2回裏,巨人,内海 哲也,左,4.17,ＤｅＮＡ,井納 翔一,右,.200,0,1,0,0,右安
19,2101,2回裏,巨人,内海 哲也,左,4.17,ＤｅＮＡ,伊藤 光,右,.211,1,7,15,1,中安
20,2110,2回裏,巨人,内海 哲也,左,4.17,ＤｅＮＡ,大和,右,.249,1,22,22,9,遊ゴロ
21,3000,,,,,,,,,,,,,,
22,0000,3回表,ＤｅＮＡ,井納 翔一,右,3.54,巨人,内海 哲也,左,.100,0,0,0,0,三ゴロ
23,1000,3回表,ＤｅＮＡ,井納 翔一,右,3.54,巨人,坂本 勇人,右,.334,14,61,56,8,右飛
24,2000,3回表,ＤｅＮＡ,井納 翔一,右,3.54,巨人,重信 慎之介,左,.287,1,10,8,6,左飛
25,3000,,,,,,,,,,,,,,
26,0000,3回裏,巨人,内海 哲也,左,4.17,ＤｅＮＡ,宮崎 敏郎,右,.322,25,65,28,0,右飛
27,1000,3回裏,巨人,内海 哲也,左,4.17,ＤｅＮＡ,ロペス,右,.296,20,67,14,0,三ゴロ
28,2000,3回裏,巨人,内海 哲也,左,4.17,ＤｅＮＡ,筒香 嘉智,左,.297,34,79,62,0,左飛
29,3000,,,,,,,,,,,,,,
30,0000,4回表,ＤｅＮＡ,井納 翔一,右,3.54,巨人,マギー,右,.290,20,74,34,1,捕ゴロ
31,1000,4回表,ＤｅＮＡ,井納 翔一,右,3.54,巨人,岡本 和真,右,.316,31,94,66,2,右安
