,状況,回,守備チーム,投手,利き手,防御率,攻撃チーム,打者,打席,打率,本塁打数,打点,四球数,盗塁数,結果
0,0000,1回表,オリックス,松葉 貴大,左,5.17,ソフトバンク,上林 誠知,左,.264,17,48,21,10,投ゴロ
1,1000,1回表,オリックス,松葉 貴大,左,5.17,ソフトバンク,今宮 健太,右,.233,5,25,19,4,遊ゴロ
2,2000,1回表,オリックス,松葉 貴大,左,5.17,ソフトバンク,グラシアル,右,.310,0,1,1,1,右飛
3,3000,,,,,,,,,,,,,,
4,0000,1回裏,ソフトバンク,大竹 耕太郎,左,1.77,オリックス,武田 健吾,右,.225,1,11,1,0,中飛
5,1000,1回裏,ソフトバンク,大竹 耕太郎,左,1.77,オリックス,大城 滉二,右,.236,4,22,24,10,空三振
6,2000,1回裏,ソフトバンク,大竹 耕太郎,左,1.77,オリックス,中島 宏之,右,.271,2,12,13,0,左安
7,2100,1回裏,ソフトバンク,大竹 耕太郎,左,1.77,オリックス,吉田 正尚,左,.307,20,71,52,2,左２
8,2011,1回裏,ソフトバンク,大竹 耕太郎,左,1.77,オリックス,マレーロ,右,.209,11,23,18,1,四球
9,2111,1回裏,ソフトバンク,大竹 耕太郎,左,1.77,オリックス,Ｔ－岡田,左,.240,10,34,23,2,四球
10,2111,1回裏,ソフトバンク,大竹 耕太郎,左,1.77,オリックス,安達 了一,右,.206,3,33,16,13,中飛
11,3000,,,,,,,,,,,,,,
12,0000,2回表,オリックス,松葉 貴大,左,5.17,ソフトバンク,柳田 悠岐,左,.347,26,75,45,19,四球
13,0100,2回表,オリックス,松葉 貴大,左,5.17,ソフトバンク,松田 宣浩,右,.258,23,55,37,2,左安
14,0110,2回表,オリックス,松葉 貴大,左,5.17,ソフトバンク,中村 晃,左,.289,10,41,44,1,空三振
15,1110,2回表,オリックス,松葉 貴大,左,5.17,ソフトバンク,西田 哲朗,右,.203,3,9,0,3,投犠打
16,2011,2回表,オリックス,松葉 貴大,左,5.17,ソフトバンク,甲斐 拓也,右,.221,5,24,21,2,右飛
17,3000,,,,,,,,,,,,,,
18,0000,2回裏,ソフトバンク,大竹 耕太郎,左,1.77,オリックス,福田 周平,左,.249,0,10,14,8,一ゴロ
19,1000,2回裏,ソフトバンク,大竹 耕太郎,左,1.77,オリックス,若月 健矢,右,.211,0,16,6,1,空三振
20,2000,2回裏,ソフトバンク,大竹 耕太郎,左,1.77,オリックス,武田 健吾,右,.225,1,11,1,0,二ゴロ
21,3000,,,,,,,,,,,,,,
22,0000,3回表,オリックス,松葉 貴大,左,5.17,ソフトバンク,牧原 大成,左,.328,3,15,4,4,中安
23,0100,3回表,オリックス,松葉 貴大,左,5.17,ソフトバンク,上林 誠知,左,.264,17,48,21,10,遊ゴロ
24,1010,3回表,オリックス,松葉 貴大,左,5.17,ソフトバンク,今宮 健太,右,.233,5,25,19,4,中２
25,1010,3回表,オリックス,松葉 貴大,左,5.17,ソフトバンク,グラシアル,右,.310,0,1,1,1,左安
26,1101,3回表,オリックス,松葉 貴大,左,5.17,ソフトバンク,柳田 悠岐,左,.347,26,75,45,19,投併打
27,3000,,,,,,,,,,,,,,
28,0000,3回裏,ソフトバンク,大竹 耕太郎,左,1.77,オリックス,大城 滉二,右,.236,4,22,24,10,投ゴロ
29,1000,3回裏,ソフトバンク,大竹 耕太郎,左,1.77,オリックス,中島 宏之,右,.271,2,12,13,0,二ゴロ
30,2000,3回裏,ソフトバンク,大竹 耕太郎,左,1.77,オリックス,吉田 正尚,左,.307,20,71,52,2,左安
31,2010,3回裏,ソフトバンク,大竹 耕太郎,左,1.77,オリックス,マレーロ,右,.209,11,23,18,1,見三振
32,3000,,,,,,,,,,,,,,
33,0000,4回表,オリックス,松葉 貴大,左,5.17,ソフトバンク,松田 宣浩,右,.258,23,55,37,2,一飛
34,1000,4回表,オリックス,松葉 貴大,左,5.17,ソフトバンク,中村 晃,左,.289,10,41,44,1,四球
