,状況,回,守備チーム,投手,利き手,防御率,攻撃チーム,打者,打席,打率,本塁打数,打点,四球数,盗塁数,結果
0,0000,1回表,広島,岡田 明丈,右,4.06,巨人,坂本 勇人,右,.387,2,22,15,2,空三振
1,1000,1回表,広島,岡田 明丈,右,4.06,巨人,吉川 尚輝,左,.255,0,4,7,3,左飛
2,2000,1回表,広島,岡田 明丈,右,4.06,巨人,ゲレーロ,右,.313,5,20,16,0,二ゴロ
3,3000,,,,,,,,,,,,,,
4,0000,1回裏,巨人,吉川 光夫,左,3.70,広島,田中 広輔,左,.280,1,14,25,8,中飛
5,1000,1回裏,巨人,吉川 光夫,左,3.70,広島,菊池 涼介,右,.281,4,15,7,3,右飛
6,2000,1回裏,巨人,吉川 光夫,左,3.70,広島,バティスタ,右,.296,4,9,4,0,空三振
7,3000,,,,,,,,,,,,,,
8,0000,2回表,広島,岡田 明丈,右,4.06,巨人,マギー,右,.273,3,16,11,0,見三振
9,1000,2回表,広島,岡田 明丈,右,4.06,巨人,岡本 和真,右,.313,5,21,14,1,四球
10,1100,2回表,広島,岡田 明丈,右,4.06,巨人,亀井 善行,左,.344,2,14,8,0,中飛
11,2100,2回表,広島,岡田 明丈,右,4.06,巨人,長野 久義,右,.235,1,7,13,0,四球
12,2110,2回表,広島,岡田 明丈,右,4.06,巨人,小林 誠司,右,.347,1,15,10,0,右２
13,2010,2回表,広島,岡田 明丈,右,4.06,巨人,吉川 光夫,左,.000,0,0,0,0,遊ゴロ
14,3000,,,,,,,,,,,,,,
15,0000,2回裏,巨人,吉川 光夫,左,3.70,広島,鈴木 誠也,右,.257,3,11,6,0,左本
16,0000,2回裏,巨人,吉川 光夫,左,3.70,広島,エルドレッド,右,.204,4,12,10,0,空三振
17,1000,2回裏,巨人,吉川 光夫,左,3.70,広島,高橋 大樹,右,.429,0,0,0,0,中２
18,1010,2回裏,巨人,吉川 光夫,左,3.70,広島,安部 友裕,左,.232,1,8,8,3,左飛
19,2010,2回裏,巨人,吉川 光夫,左,3.70,広島,會澤 翼,右,.404,1,5,4,0,遊安
20,3000,,,,,,,,,,,,,,
21,0000,3回表,広島,岡田 明丈,右,4.06,巨人,坂本 勇人,右,.387,2,22,15,2,右飛
22,1000,3回表,広島,岡田 明丈,右,4.06,巨人,吉川 尚輝,左,.255,0,4,7,3,投ゴロ
23,2000,3回表,広島,岡田 明丈,右,4.06,巨人,ゲレーロ,右,.313,5,20,16,0,空三振
24,3000,,,,,,,,,,,,,,
25,0000,3回裏,巨人,吉川 光夫,左,3.70,広島,岡田 明丈,左,.250,0,0,0,0,見三振
26,1000,3回裏,巨人,吉川 光夫,左,3.70,広島,田中 広輔,左,.280,1,14,25,8,右飛
27,2000,3回裏,巨人,吉川 光夫,左,3.70,広島,菊池 涼介,右,.281,4,15,7,3,遊ゴロ
28,3000,,,,,,,,,,,,,,
29,0000,4回表,広島,岡田 明丈,右,4.06,巨人,マギー,右,.273,3,16,11,0,二ゴロ
30,1000,4回表,広島,岡田 明丈,右,4.06,巨人,岡本 和真,右,.313,5,21,14,1,中飛
