,状況,回,守備チーム,投手,利き手,防御率,攻撃チーム,打者,打席,打率,本塁打数,打点,四球数,盗塁数,結果
0,0000,1回表,ＤｅＮＡ,濱口 遥大,左,4.45,阪神,糸原 健斗,左,.287,1,24,59,4,二ゴロ
1,1000,1回表,ＤｅＮＡ,濱口 遥大,左,4.45,阪神,北條 史也,右,.341,1,15,14,0,中飛
2,2000,1回表,ＤｅＮＡ,濱口 遥大,左,4.45,阪神,ロサリオ,右,.250,8,38,15,0,空三振
3,3000,,,,,,,,,,,,,,
4,0000,1回裏,阪神,小野 泰己,右,4.15,ＤｅＮＡ,神里 和毅,左,.249,5,21,19,15,二ゴロ
5,1000,1回裏,阪神,小野 泰己,右,4.15,ＤｅＮＡ,ソト,右,.292,17,45,10,0,空三振
6,2000,1回裏,阪神,小野 泰己,右,4.15,ＤｅＮＡ,ロペス,右,.314,17,50,10,0,四球
7,2100,1回裏,阪神,小野 泰己,右,4.15,ＤｅＮＡ,筒香 嘉智,左,.298,22,60,52,0,遊ゴロ
8,3000,,,,,,,,,,,,,,
9,0000,2回表,ＤｅＮＡ,濱口 遥大,左,4.45,阪神,糸井 嘉男,左,.310,13,51,51,15,右２
10,0010,2回表,ＤｅＮＡ,濱口 遥大,左,4.45,阪神,ナバーロ,左,.275,2,12,7,0,四球
11,0110,2回表,ＤｅＮＡ,濱口 遥大,左,4.45,阪神,鳥谷 敬,左,.224,0,15,28,0,右安
12,0110,2回表,ＤｅＮＡ,濱口 遥大,左,4.45,阪神,俊介,右,.197,2,12,5,1,三併打
13,2001,2回表,ＤｅＮＡ,濱口 遥大,左,4.45,阪神,梅野 隆太郎,右,.233,5,24,23,2,左本
14,2000,2回表,ＤｅＮＡ,濱口 遥大,左,4.45,阪神,小野 泰己,右,.040,0,0,1,0,空三振
15,3000,,,,,,,,,,,,,,
16,0000,2回裏,阪神,小野 泰己,右,4.15,ＤｅＮＡ,宮崎 敏郎,右,.318,20,53,23,0,三ゴロ
17,1000,2回裏,阪神,小野 泰己,右,4.15,ＤｅＮＡ,伊藤 光,右,.222,1,4,4,0,空三振
18,2000,2回裏,阪神,小野 泰己,右,4.15,ＤｅＮＡ,大和,右,.212,0,17,18,5,空三振
19,3000,,,,,,,,,,,,,,
20,0000,3回表,ＤｅＮＡ,濱口 遥大,左,4.45,阪神,糸原 健斗,左,.287,1,24,59,4,一安
21,0100,3回表,ＤｅＮＡ,濱口 遥大,左,4.45,阪神,北條 史也,右,.341,1,15,14,0,捕犠打
22,1010,3回表,ＤｅＮＡ,濱口 遥大,左,4.45,阪神,ロサリオ,右,.250,8,38,15,0,左安
23,1100,3回表,ＤｅＮＡ,濱口 遥大,左,4.45,阪神,糸井 嘉男,左,.310,13,51,51,15,二飛
24,2100,3回表,ＤｅＮＡ,濱口 遥大,左,4.45,阪神,ナバーロ,左,.275,2,12,7,0,右２
25,2011,3回表,ＤｅＮＡ,濱口 遥大,左,4.45,阪神,鳥谷 敬,左,.224,0,15,28,0,
26,2111,3回表,ＤｅＮＡ,藤岡 好明,右,4.76,阪神,俊介,右,.197,2,12,5,1,遊ゴロ
27,3000,,,,,,,,,,,,,,
28,0000,3回裏,阪神,小野 泰己,右,4.15,ＤｅＮＡ,藤岡 好明,左,-,0,0,0,0,見三振
29,1000,3回裏,阪神,小野 泰己,右,4.15,ＤｅＮＡ,桑原 将志,右,.278,7,18,18,15,遊ゴロ
30,2000,3回裏,阪神,小野 泰己,右,4.15,ＤｅＮＡ,神里 和毅,左,.249,5,21,19,15,空三振
31,3000,,,,,,,,,,,,,,
32,0000,4回表,ＤｅＮＡ,藤岡 好明,右,4.76,阪神,梅野 隆太郎,右,.233,5,24,23,2,死球
33,0100,4回表,ＤｅＮＡ,藤岡 好明,右,4.76,阪神,小野 泰己,右,.040,0,0,1,0,バ三振
34,1100,4回表,ＤｅＮＡ,藤岡 好明,右,4.76,阪神,糸原 健斗,左,.287,1,24,59,4,一ゴロ
35,2010,4回表,ＤｅＮＡ,藤岡 好明,右,4.76,阪神,北條 史也,右,.341,1,15,14,0,四球
36,2110,4回表,ＤｅＮＡ,藤岡 好明,右,4.76,阪神,ロサリオ,右,.250,8,38,15,0,空三振
37,3000,,,,,,,,,,,,,,
38,0000,4回裏,阪神,小野 泰己,右,4.15,ＤｅＮＡ,ソト,右,.292,17,45,10,0,右安
39,0100,4回裏,阪神,小野 泰己,右,4.15,ＤｅＮＡ,ロペス,右,.314,17,50,10,0,空三振
40,1100,4回裏,阪神,小野 泰己,右,4.15,ＤｅＮＡ,筒香 嘉智,左,.298,22,60,52,0,遊ゴロ
41,2100,4回裏,阪神,小野 泰己,右,4.15,ＤｅＮＡ,宮崎 敏郎,右,.318,20,53,23,0,中安
42,2110,4回裏,阪神,小野 泰己,右,4.15,ＤｅＮＡ,伊藤 光,右,.222,1,4,4,0,四球
43,2111,4回裏,阪神,小野 泰己,右,4.15,ＤｅＮＡ,大和,右,.212,0,17,18,5,右安
44,2101,4回裏,阪神,小野 泰己,右,4.15,ＤｅＮＡ,荒波 翔,左,.000,0,0,0,0,遊ゴロ
45,3000,,,,,,,,,,,,,,
46,0000,5回表,ＤｅＮＡ,エスコバー,左,3.12,阪神,糸井 嘉男,左,.310,13,51,51,15,三邪飛
47,1000,5回表,ＤｅＮＡ,エスコバー,左,3.12,阪神,ナバーロ,左,.275,2,12,7,0,二ゴロ
48,2000,5回表,ＤｅＮＡ,エスコバー,左,3.12,阪神,鳥谷 敬,左,.224,0,15,28,0,左２
49,2010,5回表,ＤｅＮＡ,エスコバー,左,3.12,阪神,俊介,右,.197,2,12,5,1,二ゴロ
50,3000,,,,,,,,,,,,,,
51,0000,5回裏,阪神,小野 泰己,右,4.15,ＤｅＮＡ,桑原 将志,右,.278,7,18,18,15,四球
52,0100,5回裏,阪神,小野 泰己,右,4.15,ＤｅＮＡ,神里 和毅,左,.249,5,21,19,15,二併打
53,2000,5回裏,阪神,小野 泰己,右,4.15,ＤｅＮＡ,ソト,右,.292,17,45,10,0,空三振
54,3000,,,,,,,,,,,,,,
55,0000,6回表,ＤｅＮＡ,エスコバー,左,3.12,阪神,梅野 隆太郎,右,.233,5,24,23,2,左２
56,0010,6回表,ＤｅＮＡ,エスコバー,左,3.12,阪神,小野 泰己,右,.040,0,0,1,0,一犠野
57,0101,6回表,ＤｅＮＡ,エスコバー,左,3.12,阪神,糸原 健斗,左,.287,1,24,59,4,左２
58,0011,6回表,ＤｅＮＡ,エスコバー,左,3.12,阪神,北條 史也,右,.341,1,15,14,0,中犠飛
59,1010,6回表,ＤｅＮＡ,エスコバー,左,3.12,阪神,ロサリオ,右,.250,8,38,15,0,左２
