,状況,回,守備チーム,投手,利き手,防御率,攻撃チーム,打者,打席,打率,本塁打数,打点,四球数,盗塁数,結果
0,0000,1回表,日本ハム,上沢 直之,右,1.59,楽天,茂木 栄五郎,左,.268,1,6,14,5,二ゴロ
1,1000,1回表,日本ハム,上沢 直之,右,1.59,楽天,ペゲーロ,左,.176,5,14,5,0,見三振
2,2000,1回表,日本ハム,上沢 直之,右,1.59,楽天,銀次,左,.235,1,12,5,0,左３
3,2001,1回表,日本ハム,上沢 直之,右,1.59,楽天,ウィーラー,右,.235,2,6,6,0,右２
4,2010,1回表,日本ハム,上沢 直之,右,1.59,楽天,アマダー,右,.207,4,9,11,1,空三振
5,3000,,,,,,,,,,,,,,
6,0000,1回裏,楽天,岸 孝之,右,1.89,日本ハム,西川 遥輝,左,.213,2,11,22,9,投直
7,1000,1回裏,楽天,岸 孝之,右,1.89,日本ハム,太田 賢吾,左,.143,0,0,0,0,一ゴロ
8,2000,1回裏,楽天,岸 孝之,右,1.89,日本ハム,アルシア,左,.278,2,8,6,0,中飛
9,3000,,,,,,,,,,,,,,
10,0000,2回表,日本ハム,上沢 直之,右,1.59,楽天,藤田 一也,左,.283,0,3,2,0,一ゴロ
11,1000,2回表,日本ハム,上沢 直之,右,1.59,楽天,岡島 豪郎,左,.232,2,5,7,0,空三振
12,2000,2回表,日本ハム,上沢 直之,右,1.59,楽天,嶋 基宏,右,.157,0,6,4,0,三ゴロ
13,3000,,,,,,,,,,,,,,
14,0000,2回裏,楽天,岸 孝之,右,1.89,日本ハム,中田 翔,右,.255,6,20,4,0,空三振
15,1000,2回裏,楽天,岸 孝之,右,1.89,日本ハム,大田 泰示,右,.253,6,9,7,0,三ゴロ
16,2000,2回裏,楽天,岸 孝之,右,1.89,日本ハム,清宮 幸太郎,左,.500,0,0,0,0,中２
17,2010,2回裏,楽天,岸 孝之,右,1.89,日本ハム,渡邉 諒,右,.000,0,0,0,0,見三振
18,3000,,,,,,,,,,,,,,
19,0000,3回表,日本ハム,上沢 直之,右,1.59,楽天,オコエ 瑠偉,右,.100,1,1,1,0,左飛
20,1000,3回表,日本ハム,上沢 直之,右,1.59,楽天,茂木 栄五郎,左,.268,1,6,14,5,四球
21,1010,3回表,日本ハム,上沢 直之,右,1.59,楽天,ペゲーロ,左,.176,5,14,5,0,左飛
22,2010,3回表,日本ハム,上沢 直之,右,1.59,楽天,銀次,左,.235,1,12,5,0,一ゴロ
23,3000,,,,,,,,,,,,,,
