,状況,回,守備チーム,投手,利き手,防御率,攻撃チーム,打者,打席,打率,本塁打数,打点,四球数,盗塁数,結果
0,0000,1回表,巨人,山口 俊,右,3.98,阪神,鳥谷 敬,左,.158,0,5,10,0,空三振
1,1000,1回表,巨人,山口 俊,右,3.98,阪神,植田 海,左,.281,0,0,6,4,二ゴロ
2,2000,1回表,巨人,山口 俊,右,3.98,阪神,糸井 嘉男,左,.284,5,17,19,5,見三振
3,3000,,,,,,,,,,,,,,
4,0000,1回裏,阪神,秋山 拓巳,右,2.14,巨人,坂本 勇人,右,.375,3,24,17,2,空三振
5,1000,1回裏,阪神,秋山 拓巳,右,2.14,巨人,吉川 尚輝,左,.254,0,5,7,3,一ゴロ
6,2000,1回裏,阪神,秋山 拓巳,右,2.14,巨人,ゲレーロ,右,.310,7,24,17,1,四球
7,2100,1回裏,阪神,秋山 拓巳,右,2.14,巨人,マギー,右,.245,3,16,13,0,中飛
8,3000,,,,,,,,,,,,,,
9,0000,2回表,巨人,山口 俊,右,3.98,阪神,ロサリオ,右,.272,3,16,8,0,右飛
10,1000,2回表,巨人,山口 俊,右,3.98,阪神,福留 孝介,左,.293,2,11,18,0,四球
11,1100,2回表,巨人,山口 俊,右,3.98,阪神,糸原 健斗,左,.296,0,6,12,1,死球
12,1110,2回表,巨人,山口 俊,右,3.98,阪神,高山 俊,左,.195,0,9,4,0,死球
13,1111,2回表,巨人,山口 俊,右,3.98,阪神,梅野 隆太郎,右,.136,2,7,5,2,二ゴロ
14,1111,2回表,巨人,山口 俊,右,3.98,阪神,秋山 拓巳,左,.214,1,3,0,0,左安
15,1111,2回表,巨人,山口 俊,右,3.98,阪神,鳥谷 敬,左,.158,0,5,10,0,右犠飛
16,2101,2回表,巨人,山口 俊,右,3.98,阪神,植田 海,左,.281,0,0,6,4,二ゴロ
17,3000,,,,,,,,,,,,,,
18,0000,2回裏,阪神,秋山 拓巳,右,2.14,巨人,岡本 和真,右,.322,5,21,14,1,見三振
19,1000,2回裏,阪神,秋山 拓巳,右,2.14,巨人,亀井 善行,左,.303,2,14,9,0,空三振
20,2000,2回裏,阪神,秋山 拓巳,右,2.14,巨人,長野 久義,右,.258,1,8,14,0,左安
21,2100,2回裏,阪神,秋山 拓巳,右,2.14,巨人,小林 誠司,右,.317,1,15,10,0,一ゴロ
22,3000,,,,,,,,,,,,,,
23,0000,3回表,巨人,山口 俊,右,3.98,阪神,糸井 嘉男,左,.284,5,17,19,5,二ゴロ
24,1000,3回表,巨人,山口 俊,右,3.98,阪神,ロサリオ,右,.272,3,16,8,0,左本
25,1000,3回表,巨人,山口 俊,右,3.98,阪神,福留 孝介,左,.293,2,11,18,0,二ゴロ
26,2000,3回表,巨人,山口 俊,右,3.98,阪神,糸原 健斗,左,.296,0,6,12,1,投ゴロ
27,3000,,,,,,,,,,,,,,
28,0000,3回裏,阪神,秋山 拓巳,右,2.14,巨人,山口 俊,右,.214,0,1,0,0,空三振
29,1000,3回裏,阪神,秋山 拓巳,右,2.14,巨人,坂本 勇人,右,.375,3,24,17,2,空三振
30,2000,3回裏,阪神,秋山 拓巳,右,2.14,巨人,吉川 尚輝,左,.254,0,5,7,3,二ゴロ
31,3000,,,,,,,,,,,,,,
32,0000,4回表,巨人,山口 俊,右,3.98,阪神,高山 俊,左,.195,0,9,4,0,左飛
33,1000,4回表,巨人,山口 俊,右,3.98,阪神,梅野 隆太郎,右,.136,2,7,5,2,見三振
34,2000,4回表,巨人,山口 俊,右,3.98,阪神,秋山 拓巳,左,.214,1,3,0,0,左本
35,2000,4回表,巨人,山口 俊,右,3.98,阪神,鳥谷 敬,左,.158,0,5,10,0,二ゴロ
36,3000,,,,,,,,,,,,,,
37,0000,4回裏,阪神,秋山 拓巳,右,2.14,巨人,ゲレーロ,右,.310,7,24,17,1,空三振
38,1000,4回裏,阪神,秋山 拓巳,右,2.14,巨人,マギー,右,.245,3,16,13,0,三ゴロ
