,状況,回,守備チーム,投手,利き手,防御率,攻撃チーム,打者,打席,打率,本塁打数,打点,四球数,盗塁数,結果
0,0000,1回表,ヤクルト,ブキャナン,右,3.33,巨人,坂本 勇人,右,.329,13,56,49,7,中飛
1,1000,1回表,ヤクルト,ブキャナン,右,3.33,巨人,吉川 尚輝,左,.213,2,17,15,9,中飛
2,2000,1回表,ヤクルト,ブキャナン,右,3.33,巨人,マギー,右,.294,9,43,22,0,三安
3,2100,1回表,ヤクルト,ブキャナン,右,3.33,巨人,岡本 和真,右,.300,16,50,33,2,捕邪飛
4,3000,,,,,,,,,,,,,,
5,0000,1回裏,巨人,メルセデス,左,0.00,ヤクルト,西浦 直亨,右,.274,6,33,19,1,中飛
6,1000,1回裏,巨人,メルセデス,左,0.00,ヤクルト,川端 慎吾,左,.263,1,10,22,0,遊ゴロ
7,2000,1回裏,巨人,メルセデス,左,0.00,ヤクルト,山田 哲人,右,.303,18,40,58,17,左安
8,2100,1回裏,巨人,メルセデス,左,0.00,ヤクルト,バレンティン,右,.255,19,66,51,0,二ゴロ
9,3000,,,,,,,,,,,,,,
10,0000,2回表,ヤクルト,ブキャナン,右,3.33,巨人,亀井 善行,左,.289,6,28,27,3,二ゴロ
11,1000,2回表,ヤクルト,ブキャナン,右,3.33,巨人,長野 久義,右,.277,7,34,26,3,右本
12,1000,2回表,ヤクルト,ブキャナン,右,3.33,巨人,陽 岱鋼,右,.266,4,14,8,1,三ゴロ
13,2000,2回表,ヤクルト,ブキャナン,右,3.33,巨人,宇佐見 真吾,左,.211,0,3,6,0,一ゴロ
14,3000,,,,,,,,,,,,,,
15,0000,2回裏,巨人,メルセデス,左,0.00,ヤクルト,畠山 和洋,右,.247,4,17,15,0,二ゴロ
16,1000,2回裏,巨人,メルセデス,左,0.00,ヤクルト,坂口 智隆,左,.322,2,20,42,6,三ゴロ
17,2000,2回裏,巨人,メルセデス,左,0.00,ヤクルト,雄平,左,.286,3,25,14,3,三ゴロ
18,3000,,,,,,,,,,,,,,
19,0000,3回表,ヤクルト,ブキャナン,右,3.33,巨人,メルセデス,左,.000,0,0,0,0,空三振
20,1000,3回表,ヤクルト,ブキャナン,右,3.33,巨人,坂本 勇人,右,.329,13,56,49,7,遊安
21,1100,3回表,ヤクルト,ブキャナン,右,3.33,巨人,吉川 尚輝,左,.213,2,17,15,9,二ゴロ
22,2100,3回表,ヤクルト,ブキャナン,右,3.33,巨人,マギー,右,.294,9,43,22,0,右本
23,2000,3回表,ヤクルト,ブキャナン,右,3.33,巨人,岡本 和真,右,.300,16,50,33,2,遊安
24,2100,3回表,ヤクルト,ブキャナン,右,3.33,巨人,亀井 善行,左,.289,6,28,27,3,遊安
25,2110,3回表,ヤクルト,ブキャナン,右,3.33,巨人,長野 久義,右,.277,7,34,26,3,四球
26,2111,3回表,ヤクルト,ブキャナン,右,3.33,巨人,陽 岱鋼,右,.266,4,14,8,1,見三振
27,3000,,,,,,,,,,,,,,
28,0000,3回裏,巨人,メルセデス,左,0.00,ヤクルト,中村 悠平,右,.190,2,15,21,2,一ゴロ
29,1000,3回裏,巨人,メルセデス,左,0.00,ヤクルト,ブキャナン,右,.143,0,3,0,0,見三振
30,2000,3回裏,巨人,メルセデス,左,0.00,ヤクルト,西浦 直亨,右,.274,6,33,19,1,左安
31,2100,3回裏,巨人,メルセデス,左,0.00,ヤクルト,川端 慎吾,左,.263,1,10,22,0,三ゴロ
32,3000,,,,,,,,,,,,,,
33,0000,4回表,ヤクルト,ブキャナン,右,3.33,巨人,宇佐見 真吾,左,.211,0,3,6,0,四球
