,状況,回,守備チーム,投手,利き手,防御率,攻撃チーム,打者,打席,打率,本塁打数,打点,四球数,盗塁数,結果
0,0000,1回表,巨人,吉川 光夫,左,4.07,ＤｅＮＡ,大和,右,.253,2,24,22,10,左本
1,0000,1回表,巨人,吉川 光夫,左,4.07,ＤｅＮＡ,宮崎 敏郎,右,.325,27,68,29,0,四球
2,0100,1回表,巨人,吉川 光夫,左,4.07,ＤｅＮＡ,ソト,右,.304,33,78,20,0,空三振
3,1100,1回表,巨人,吉川 光夫,左,4.07,ＤｅＮＡ,筒香 嘉智,左,.295,35,81,67,0,四球
4,1110,1回表,巨人,吉川 光夫,左,4.07,ＤｅＮＡ,ロペス,右,.301,22,71,15,0,右飛
5,2101,1回表,巨人,吉川 光夫,左,4.07,ＤｅＮＡ,桑原 将志,右,.264,8,23,29,16,二直
6,3000,,,,,,,,,,,,,,
7,0000,1回裏,ＤｅＮＡ,東 克樹,左,2.54,巨人,坂本 勇人,右,.333,14,61,58,8,右飛
8,1000,1回裏,ＤｅＮＡ,東 克樹,左,2.54,巨人,長野 久義,右,.289,11,46,39,3,空三振
9,2000,1回裏,ＤｅＮＡ,東 克樹,左,2.54,巨人,マギー,右,.292,20,79,35,1,遊ゴロ
10,3000,,,,,,,,,,,,,,
11,0000,2回表,巨人,吉川 光夫,左,4.07,ＤｅＮＡ,細川 成也,右,.267,1,2,2,0,見三振
12,1000,2回表,巨人,吉川 光夫,左,4.07,ＤｅＮＡ,東 克樹,左,.098,0,1,0,0,投ゴロ
13,2000,2回表,巨人,吉川 光夫,左,4.07,ＤｅＮＡ,伊藤 光,右,.216,1,7,15,1,中飛
14,3000,,,,,,,,,,,,,,
15,0000,2回裏,ＤｅＮＡ,東 克樹,左,2.54,巨人,岡本 和真,右,.308,31,95,68,2,中飛
16,1000,2回裏,ＤｅＮＡ,東 克樹,左,2.54,巨人,ゲレーロ,右,.248,15,39,27,2,三ゴロ
17,2000,2回裏,ＤｅＮＡ,東 克樹,左,2.54,巨人,陽 岱鋼,右,.243,10,35,17,2,二ゴロ
18,3000,,,,,,,,,,,,,,
19,0000,3回表,巨人,吉川 光夫,左,4.07,ＤｅＮＡ,大和,右,.253,2,24,22,10,空三振
20,1000,3回表,巨人,吉川 光夫,左,4.07,ＤｅＮＡ,宮崎 敏郎,右,.325,27,68,29,0,遊ゴロ
21,2000,3回表,巨人,吉川 光夫,左,4.07,ＤｅＮＡ,ソト,右,.304,33,78,20,0,左安
22,2100,3回表,巨人,吉川 光夫,左,4.07,ＤｅＮＡ,筒香 嘉智,左,.295,35,81,67,0,四球
23,2110,3回表,巨人,吉川 光夫,左,4.07,ＤｅＮＡ,ロペス,右,.301,22,71,15,0,左本
24,2000,3回表,巨人,吉川 光夫,左,4.07,ＤｅＮＡ,桑原 将志,右,.264,8,23,29,16,空三振
25,3000,,,,,,,,,,,,,,
26,0000,3回裏,ＤｅＮＡ,東 克樹,左,2.54,巨人,山本 泰寛,右,.263,0,3,13,2,遊ゴロ
27,1000,3回裏,ＤｅＮＡ,東 克樹,左,2.54,巨人,小林 誠司,右,.212,2,25,26,0,三飛
28,2000,3回裏,ＤｅＮＡ,東 克樹,左,2.54,巨人,吉川 光夫,左,.040,0,0,0,0,空三振
29,3000,,,,,,,,,,,,,,
30,0000,4回表,巨人,吉川 光夫,左,4.07,ＤｅＮＡ,細川 成也,右,.267,1,2,2,0,見三振
31,1000,4回表,巨人,吉川 光夫,左,4.07,ＤｅＮＡ,東 克樹,左,.098,0,1,0,0,遊ゴロ
32,2000,4回表,巨人,吉川 光夫,左,4.07,ＤｅＮＡ,伊藤 光,右,.216,1,7,15,1,右安
33,2010,4回表,巨人,吉川 光夫,左,4.07,ＤｅＮＡ,大和,右,.253,2,24,22,10,中２
34,2010,4回表,巨人,野上 亮磨,右,4.85,ＤｅＮＡ,宮崎 敏郎,右,.325,27,68,29,0,左飛
35,3000,,,,,,,,,,,,,,
36,0000,4回裏,ＤｅＮＡ,東 克樹,左,2.54,巨人,坂本 勇人,右,.333,14,61,58,8,二飛
37,1000,4回裏,ＤｅＮＡ,東 克樹,左,2.54,巨人,長野 久義,右,.289,11,46,39,3,左飛
38,2000,4回裏,ＤｅＮＡ,東 克樹,左,2.54,巨人,マギー,右,.292,20,79,35,1,遊ゴロ
39,3000,,,,,,,,,,,,,,
40,0000,5回表,巨人,野上 亮磨,右,4.85,ＤｅＮＡ,ソト,右,.304,33,78,20,0,空三振
41,1000,5回表,巨人,野上 亮磨,右,4.85,ＤｅＮＡ,筒香 嘉智,左,.295,35,81,67,0,左飛
42,2000,5回表,巨人,野上 亮磨,右,4.85,ＤｅＮＡ,ロペス,右,.301,22,71,15,0,左本
43,2000,5回表,巨人,野上 亮磨,右,4.85,ＤｅＮＡ,桑原 将志,右,.264,8,23,29,16,右飛
44,3000,,,,,,,,,,,,,,
45,0000,5回裏,ＤｅＮＡ,東 克樹,左,2.54,巨人,岡本 和真,右,.308,31,95,68,2,遊ゴロ
46,1000,5回裏,ＤｅＮＡ,東 克樹,左,2.54,巨人,ゲレーロ,右,.248,15,39,27,2,見三振
47,2000,5回裏,ＤｅＮＡ,東 克樹,左,2.54,巨人,陽 岱鋼,右,.243,10,35,17,2,見三振
48,3000,,,,,,,,,,,,,,
49,0000,6回表,巨人,野上 亮磨,右,4.85,ＤｅＮＡ,柴田 竜拓,左,.227,3,12,26,2,中安
50,0100,6回表,巨人,野上 亮磨,右,4.85,ＤｅＮＡ,東 克樹,左,.098,0,1,0,0,投犠打
51,1010,6回表,巨人,野上 亮磨,右,4.85,ＤｅＮＡ,伊藤 光,右,.216,1,7,15,1,三飛
52,2010,6回表,巨人,野上 亮磨,右,4.85,ＤｅＮＡ,大和,右,.253,2,24,22,10,空三振
