,状況,回,守備チーム,投手,利き手,防御率,攻撃チーム,打者,打席,打率,本塁打数,打点,四球数,盗塁数,結果
0,0000,1回表,西武,菊池 雄星,左,3.38,阪神,植田 海,右,.264,0,0,17,11,中安
1,0010,1回表,西武,菊池 雄星,左,3.38,阪神,北條 史也,右,.000,0,0,1,0,四球
2,0110,1回表,西武,菊池 雄星,左,3.38,阪神,大山 悠輔,右,.206,2,15,10,0,左飛
3,1110,1回表,西武,菊池 雄星,左,3.38,阪神,原口 文仁,右,.270,0,3,5,0,遊併打
4,3000,,,,,,,,,,,,,,
5,0000,1回裏,阪神,岩貞 祐太,左,1.66,西武,秋山 翔吾,左,.356,9,37,28,4,左本
6,0000,1回裏,阪神,岩貞 祐太,左,1.66,西武,源田 壮亮,左,.288,0,28,12,17,投安
7,0100,1回裏,阪神,岩貞 祐太,左,1.66,西武,浅村 栄斗,右,.288,9,33,23,2,中飛
8,1100,1回裏,阪神,岩貞 祐太,左,1.66,西武,山川 穂高,右,.279,14,47,39,0,中飛
9,2010,1回裏,阪神,岩貞 祐太,左,1.66,西武,メヒア,右,.243,3,8,10,0,左飛
10,3000,,,,,,,,,,,,,,
11,0000,2回表,西武,菊池 雄星,左,3.38,阪神,糸井 嘉男,左,.298,8,24,24,9,二安
12,0010,2回表,西武,菊池 雄星,左,3.38,阪神,中谷 将大,右,.267,1,3,3,0,空三振
13,1001,2回表,西武,菊池 雄星,左,3.38,阪神,ロサリオ,右,.231,4,22,10,0,空三振
14,2001,2回表,西武,菊池 雄星,左,3.38,阪神,江越 大賀,右,.161,1,1,0,1,空三振
15,3000,,,,,,,,,,,,,,
16,0000,2回裏,阪神,岩貞 祐太,左,1.66,西武,外崎 修汰,右,.276,4,27,22,12,中飛
17,1000,2回裏,阪神,岩貞 祐太,左,1.66,西武,中村 剛也,右,.140,0,2,7,0,空三振
18,2000,2回裏,阪神,岩貞 祐太,左,1.66,西武,炭谷 銀仁朗,右,.295,0,6,2,0,三ゴロ
19,3000,,,,,,,,,,,,,,
20,0000,3回表,西武,菊池 雄星,左,3.38,阪神,梅野 隆太郎,右,.183,2,10,9,2,遊ゴロ
21,1000,3回表,西武,菊池 雄星,左,3.38,阪神,植田 海,右,.264,0,0,17,11,二ゴロ
22,2000,3回表,西武,菊池 雄星,左,3.38,阪神,北條 史也,右,.000,0,0,1,0,空三振
23,3000,,,,,,,,,,,,,,
24,0000,3回裏,阪神,岩貞 祐太,左,1.66,西武,金子 侑司,右,.208,1,16,12,15,空三振
25,1000,3回裏,阪神,岩貞 祐太,左,1.66,西武,秋山 翔吾,左,.356,9,37,28,4,中安
26,1100,3回裏,阪神,岩貞 祐太,左,1.66,西武,源田 壮亮,左,.288,0,28,12,17,四球
27,1110,3回裏,阪神,岩貞 祐太,左,1.66,西武,浅村 栄斗,右,.288,9,33,23,2,右飛
28,2110,3回裏,阪神,岩貞 祐太,左,1.66,西武,山川 穂高,右,.279,14,47,39,0,左安
29,2101,3回裏,阪神,岩貞 祐太,左,1.66,西武,メヒア,右,.243,3,8,10,0,左飛
30,3000,,,,,,,,,,,,,,
31,0000,4回表,西武,菊池 雄星,左,3.38,阪神,大山 悠輔,右,.206,2,15,10,0,中飛
32,1000,4回表,西武,菊池 雄星,左,3.38,阪神,原口 文仁,右,.270,0,3,5,0,空三振
33,2000,4回表,西武,菊池 雄星,左,3.38,阪神,糸井 嘉男,左,.298,8,24,24,9,一ゴロ
34,3000,,,,,,,,,,,,,,
35,0000,4回裏,阪神,岩貞 祐太,左,1.66,西武,外崎 修汰,右,.276,4,27,22,12,空三振
36,1000,4回裏,阪神,岩貞 祐太,左,1.66,西武,中村 剛也,右,.140,0,2,7,0,空三振
37,2000,4回裏,阪神,岩貞 祐太,左,1.66,西武,炭谷 銀仁朗,右,.295,0,6,2,0,空三振
38,3000,,,,,,,,,,,,,,
39,0000,5回表,西武,菊池 雄星,左,3.38,阪神,中谷 将大,右,.267,1,3,3,0,右３
40,0001,5回表,西武,菊池 雄星,左,3.38,阪神,ロサリオ,右,.231,4,22,10,0,空三振
41,1001,5回表,西武,菊池 雄星,左,3.38,阪神,江越 大賀,右,.161,1,1,0,1,空三振
42,2001,5回表,西武,菊池 雄星,左,3.38,阪神,梅野 隆太郎,右,.183,2,10,9,2,四球
43,2101,5回表,西武,菊池 雄星,左,3.38,阪神,植田 海,右,.264,0,0,17,11,空三振
44,3000,,,,,,,,,,,,,,
45,0000,5回裏,阪神,岩貞 祐太,左,1.66,西武,金子 侑司,右,.208,1,16,12,15,三直
46,1000,5回裏,阪神,岩貞 祐太,左,1.66,西武,秋山 翔吾,左,.356,9,37,28,4,空三振
47,2000,5回裏,阪神,岩貞 祐太,左,1.66,西武,源田 壮亮,左,.288,0,28,12,17,見三振
48,3000,,,,,,,,,,,,,,
49,0000,6回表,西武,菊池 雄星,左,3.38,阪神,北條 史也,右,.000,0,0,1,0,見三振
50,1000,6回表,西武,菊池 雄星,左,3.38,阪神,大山 悠輔,右,.206,2,15,10,0,右飛
51,2000,6回表,西武,菊池 雄星,左,3.38,阪神,原口 文仁,右,.270,0,3,5,0,三ゴロ
52,3000,,,,,,,,,,,,,,
53,0000,6回裏,阪神,岩貞 祐太,左,1.66,西武,浅村 栄斗,右,.288,9,33,23,2,左飛
54,1000,6回裏,阪神,岩貞 祐太,左,1.66,西武,山川 穂高,右,.279,14,47,39,0,二飛
55,2000,6回裏,阪神,岩貞 祐太,左,1.66,西武,メヒア,右,.243,3,8,10,0,一邪飛
56,3000,,,,,,,,,,,,,,
