,状況,回,守備チーム,投手,利き手,防御率,攻撃チーム,打者,打席,打率,本塁打数,打点,四球数,盗塁数,結果
0,0000,1回表,巨人,菅野 智之,右,2.71,中日,京田 陽太,左,.241,3,30,10,16,遊安
1,0100,1回表,巨人,菅野 智之,右,2.71,中日,亀澤 恭平,左,.289,0,6,9,3,左安
2,0110,1回表,巨人,菅野 智之,右,2.71,中日,大島 洋平,左,.259,5,27,28,11,中飛
3,1101,1回表,巨人,菅野 智之,右,2.71,中日,ビシエド,右,.309,14,59,31,1,二飛
4,2100,1回表,巨人,菅野 智之,右,2.71,中日,平田 良介,右,.331,5,33,37,8,死球
5,2110,1回表,巨人,菅野 智之,右,2.71,中日,藤井 淳志,左,.239,1,19,5,0,一直
6,3000,,,,,,,,,,,,,,
7,0000,1回裏,中日,小笠原 慎之介,左,3.79,巨人,陽 岱鋼,右,.239,5,26,12,1,三ゴロ
8,1000,1回裏,中日,小笠原 慎之介,左,3.79,巨人,吉川 尚輝,左,.246,3,25,18,11,左安
9,1100,1回裏,中日,小笠原 慎之介,左,3.79,巨人,マギー,右,.294,12,55,24,0,空三振
10,2010,1回裏,中日,小笠原 慎之介,左,3.79,巨人,岡本 和真,右,.297,18,56,41,2,四球
11,2110,1回裏,中日,小笠原 慎之介,左,3.79,巨人,長野 久義,右,.260,8,36,33,3,三ゴロ
12,3000,,,,,,,,,,,,,,
13,0000,2回表,巨人,菅野 智之,右,2.71,中日,福田 永将,右,.265,8,40,23,0,空三振
14,1000,2回表,巨人,菅野 智之,右,2.71,中日,武山 真吾,右,.333,0,2,0,0,中２
15,1010,2回表,巨人,菅野 智之,右,2.71,中日,小笠原 慎之介,左,.067,0,0,0,0,投犠打
16,2001,2回表,巨人,菅野 智之,右,2.71,中日,京田 陽太,左,.241,3,30,10,16,四球
17,2101,2回表,巨人,菅野 智之,右,2.71,中日,亀澤 恭平,左,.289,0,6,9,3,二ゴロ
18,3000,,,,,,,,,,,,,,
19,0000,2回裏,中日,小笠原 慎之介,左,3.79,巨人,マルティネス,右,.333,1,1,0,0,中安
20,0100,2回裏,中日,小笠原 慎之介,左,3.79,巨人,石川 慎吾,右,.333,0,0,0,0,三併打
21,2000,2回裏,中日,小笠原 慎之介,左,3.79,巨人,小林 誠司,右,.235,1,22,20,0,三安
22,2100,2回裏,中日,小笠原 慎之介,左,3.79,巨人,菅野 智之,右,.148,1,2,1,0,遊飛
23,3000,,,,,,,,,,,,,,
24,0000,3回表,巨人,菅野 智之,右,2.71,中日,大島 洋平,左,.259,5,27,28,11,二ゴロ
25,1000,3回表,巨人,菅野 智之,右,2.71,中日,ビシエド,右,.309,14,59,31,1,二飛
26,2000,3回表,巨人,菅野 智之,右,2.71,中日,松井 佑介,右,.111,0,0,0,0,遊飛
27,3000,,,,,,,,,,,,,,
28,0000,3回裏,中日,小笠原 慎之介,左,3.79,巨人,陽 岱鋼,右,.239,5,26,12,1,空三振
29,1000,3回裏,中日,小笠原 慎之介,左,3.79,巨人,吉川 尚輝,左,.246,3,25,18,11,死球
30,1100,3回裏,中日,小笠原 慎之介,左,3.79,巨人,マギー,右,.294,12,55,24,0,空三振
31,3000,,,,,,,,,,,,,,
32,0000,4回表,巨人,菅野 智之,右,2.71,中日,藤井 淳志,左,.239,1,19,5,0,二ゴロ
33,1000,4回表,巨人,菅野 智之,右,2.71,中日,福田 永将,右,.265,8,40,23,0,空三振
34,2000,4回表,巨人,菅野 智之,右,2.71,中日,武山 真吾,右,.333,0,2,0,0,左飛
35,3000,,,,,,,,,,,,,,
36,0000,4回裏,中日,小笠原 慎之介,左,3.79,巨人,岡本 和真,右,.297,18,56,41,2,三ゴロ
37,1000,4回裏,中日,小笠原 慎之介,左,3.79,巨人,長野 久義,右,.260,8,36,33,3,捕邪飛
