,状況,回,守備チーム,投手,利き手,防御率,攻撃チーム,打者,打席,打率,本塁打数,打点,四球数,盗塁数,結果
0,0000,1回表,ソフトバンク,千賀 滉大,右,3.02,オリックス,山足 達也,右,.176,1,7,7,2,空三振
1,1000,1回表,ソフトバンク,千賀 滉大,右,3.02,オリックス,福田 周平,左,.267,0,11,21,13,中飛
2,2000,1回表,ソフトバンク,千賀 滉大,右,3.02,オリックス,ロメロ,右,.235,20,50,34,7,空三振
3,3000,,,,,,,,,,,,,,
4,0000,1回裏,オリックス,ローチ,右,4.57,ソフトバンク,牧原 大成,左,.355,3,21,7,7,遊２
5,0010,1回裏,オリックス,ローチ,右,4.57,ソフトバンク,今宮 健太,右,.261,9,37,22,4,二ゴロ
6,1001,1回裏,オリックス,ローチ,右,4.57,ソフトバンク,中村 晃,左,.290,13,51,52,1,空三振
7,2001,1回裏,オリックス,ローチ,右,4.57,ソフトバンク,柳田 悠岐,左,.353,31,90,58,20,遊安
8,2100,1回裏,オリックス,ローチ,右,4.57,ソフトバンク,グラシアル,右,.306,4,17,5,1,三ゴロ
9,3000,,,,,,,,,,,,,,
10,0000,2回表,ソフトバンク,千賀 滉大,右,3.02,オリックス,吉田 正尚,左,.305,21,77,59,2,二ゴロ
11,1000,2回表,ソフトバンク,千賀 滉大,右,3.02,オリックス,中島 宏之,右,.289,4,24,17,0,右飛
12,2000,2回表,ソフトバンク,千賀 滉大,右,3.02,オリックス,安達 了一,右,.216,3,38,19,16,中飛
13,3000,,,,,,,,,,,,,,
14,0000,2回裏,オリックス,ローチ,右,4.57,ソフトバンク,松田 宣浩,右,.254,26,65,43,3,遊ゴロ
15,1000,2回裏,オリックス,ローチ,右,4.57,ソフトバンク,上林 誠知,左,.264,19,55,22,10,左飛
16,2000,2回裏,オリックス,ローチ,右,4.57,ソフトバンク,甲斐 拓也,右,.205,6,25,22,2,一ゴロ
17,3000,,,,,,,,,,,,,,
18,0000,3回表,ソフトバンク,千賀 滉大,右,3.02,オリックス,Ｔ－岡田,左,.224,11,39,26,2,中安
19,0100,3回表,ソフトバンク,千賀 滉大,右,3.02,オリックス,小田 裕也,左,.295,2,12,10,9,投失
20,0110,3回表,ソフトバンク,千賀 滉大,右,3.02,オリックス,若月 健矢,右,.217,1,19,6,1,一犠打
21,1011,3回表,ソフトバンク,千賀 滉大,右,3.02,オリックス,山足 達也,右,.176,1,7,7,2,左本
22,1000,3回表,ソフトバンク,千賀 滉大,右,3.02,オリックス,福田 周平,左,.267,0,11,21,13,四球
23,1100,3回表,ソフトバンク,千賀 滉大,右,3.02,オリックス,ロメロ,右,.235,20,50,34,7,見三振
24,2100,3回表,ソフトバンク,千賀 滉大,右,3.02,オリックス,吉田 正尚,左,.305,21,77,59,2,空三振
25,3000,,,,,,,,,,,,,,
26,0000,3回裏,オリックス,ローチ,右,4.57,ソフトバンク,明石 健志,左,.214,0,4,6,0,左安
27,0100,3回裏,オリックス,ローチ,右,4.57,ソフトバンク,牧原 大成,左,.355,3,21,7,7,投ゴロ
28,1100,3回裏,オリックス,ローチ,右,4.57,ソフトバンク,今宮 健太,右,.261,9,37,22,4,右飛
29,2100,3回裏,オリックス,ローチ,右,4.57,ソフトバンク,中村 晃,左,.290,13,51,52,1,右飛
30,3000,,,,,,,,,,,,,,
31,0000,4回表,ソフトバンク,千賀 滉大,右,3.02,オリックス,中島 宏之,右,.289,4,24,17,0,中安
32,0100,4回表,ソフトバンク,千賀 滉大,右,3.02,オリックス,安達 了一,右,.216,3,38,19,16,投犠打
33,1010,4回表,ソフトバンク,千賀 滉大,右,3.02,オリックス,Ｔ－岡田,左,.224,11,39,26,2,投ゴロ
34,2001,4回表,ソフトバンク,千賀 滉大,右,3.02,オリックス,小田 裕也,左,.295,2,12,10,9,空三振
35,3000,,,,,,,,,,,,,,
36,0000,4回裏,オリックス,ローチ,右,4.57,ソフトバンク,柳田 悠岐,左,.353,31,90,58,20,四球
37,0100,4回裏,オリックス,ローチ,右,4.57,ソフトバンク,グラシアル,右,.306,4,17,5,1,投併打
38,2000,4回裏,オリックス,ローチ,右,4.57,ソフトバンク,松田 宣浩,右,.254,26,65,43,3,遊飛
39,3000,,,,,,,,,,,,,,
40,0000,5回表,ソフトバンク,千賀 滉大,右,3.02,オリックス,若月 健矢,右,.217,1,19,6,1,二飛
41,1000,5回表,ソフトバンク,千賀 滉大,右,3.02,オリックス,山足 達也,右,.176,1,7,7,2,空三振
42,2000,5回表,ソフトバンク,千賀 滉大,右,3.02,オリックス,福田 周平,左,.267,0,11,21,13,二ゴロ
43,3000,,,,,,,,,,,,,,
44,0000,5回裏,オリックス,ローチ,右,4.57,ソフトバンク,上林 誠知,左,.264,19,55,22,10,右安
45,0100,5回裏,オリックス,ローチ,右,4.57,ソフトバンク,甲斐 拓也,右,.205,6,25,22,2,投犠打
46,1010,5回裏,オリックス,ローチ,右,4.57,ソフトバンク,明石 健志,左,.214,0,4,6,0,中安
