,状況,回,守備チーム,投手,利き手,防御率,攻撃チーム,打者,打席,打率,本塁打数,打点,四球数,盗塁数,結果
0,0000,1回表,広島,ジョンソン,左,2.08,ソフトバンク,川島 慶三,右,.286,0,0,4,0,四球
1,0100,1回表,広島,ジョンソン,左,2.08,ソフトバンク,上林 誠知,左,.136,1,2,1,0,空三振
2,1100,1回表,広島,ジョンソン,左,2.08,ソフトバンク,グラシアル,右,.263,1,1,2,0,投野選
3,1110,1回表,広島,ジョンソン,左,2.08,ソフトバンク,柳田 悠岐,左,.250,1,4,5,0,二ゴロ
4,2011,1回表,広島,ジョンソン,左,2.08,ソフトバンク,中村 晃,左,.292,0,3,1,0,空三振
5,3000,,,,,,,,,,,,,,
6,0000,1回裏,ソフトバンク,バンデンハーク,右,2.45,広島,田中 広輔,左,.333,0,0,3,0,左安
7,0100,1回裏,ソフトバンク,バンデンハーク,右,2.45,広島,菊池 涼介,右,.227,1,1,2,0,投飛
8,1000,1回裏,ソフトバンク,バンデンハーク,右,2.45,広島,丸 佳浩,左,.167,1,3,1,0,二ゴロ
9,3000,,,,,,,,,,,,,,
10,0000,2回表,広島,ジョンソン,左,2.08,ソフトバンク,内川 聖一,右,.125,0,0,1,0,投ゴロ
11,1000,2回表,広島,ジョンソン,左,2.08,ソフトバンク,西田 哲朗,右,.125,0,1,0,0,二安
12,1100,2回表,広島,ジョンソン,左,2.08,ソフトバンク,甲斐 拓也,右,.143,0,0,0,0,二ゴロ
13,2010,2回表,広島,ジョンソン,左,2.08,ソフトバンク,バンデンハーク,右,.000,0,0,0,0,二ゴロ
14,3000,,,,,,,,,,,,,,
15,0000,2回裏,ソフトバンク,バンデンハーク,右,2.45,広島,鈴木 誠也,右,.476,3,6,5,0,中安
16,0100,2回裏,ソフトバンク,バンデンハーク,右,2.45,広島,松山 竜平,左,.333,0,2,1,0,四球
17,0110,2回裏,ソフトバンク,バンデンハーク,右,2.45,広島,安部 友裕,左,.190,2,5,1,0,一ゴロ
18,1101,2回裏,ソフトバンク,バンデンハーク,右,2.45,広島,野間 峻祥,左,.250,0,0,1,0,空三振
19,2101,2回裏,ソフトバンク,バンデンハーク,右,2.45,広島,石原 慶幸,右,.000,0,0,0,0,ボール
20,3000,,,,,,,,,,,,,,
21,0000,3回表,広島,ジョンソン,左,2.08,ソフトバンク,川島 慶三,右,.286,0,0,4,0,中飛
22,1000,3回表,広島,ジョンソン,左,2.08,ソフトバンク,上林 誠知,左,.136,1,2,1,0,中飛
23,2000,3回表,広島,ジョンソン,左,2.08,ソフトバンク,グラシアル,右,.263,1,1,2,0,見三振
24,3000,,,,,,,,,,,,,,
25,0000,3回裏,ソフトバンク,バンデンハーク,右,2.45,広島,石原 慶幸,右,.000,0,0,0,0,遊ゴロ
26,1000,3回裏,ソフトバンク,バンデンハーク,右,2.45,広島,ジョンソン,左,.000,0,0,0,0,空三振
27,2000,3回裏,ソフトバンク,バンデンハーク,右,2.45,広島,田中 広輔,左,.333,0,0,3,0,二ゴロ
28,3000,,,,,,,,,,,,,,
29,0000,4回表,広島,ジョンソン,左,2.08,ソフトバンク,柳田 悠岐,左,.250,1,4,5,0,四球
30,0100,4回表,広島,ジョンソン,左,2.08,ソフトバンク,中村 晃,左,.292,0,3,1,0,左安
31,0110,4回表,広島,ジョンソン,左,2.08,ソフトバンク,内川 聖一,右,.125,0,0,1,0,一犠打
32,1011,4回表,広島,ジョンソン,左,2.08,ソフトバンク,西田 哲朗,右,.125,0,1,0,0,投犠打
33,2001,4回表,広島,ジョンソン,左,2.08,ソフトバンク,甲斐 拓也,右,.143,0,0,0,0,
34,2101,4回表,広島,ジョンソン,左,2.08,ソフトバンク,バンデンハーク,右,.000,0,0,0,0,空振り
35,2000,4回裏,ソフトバンク,バンデンハーク,右,2.45,広島,菊池 涼介,右,.227,1,1,2,0,空三振
36,1000,4回裏,ソフトバンク,バンデンハーク,右,2.45,広島,丸 佳浩,左,.167,1,3,1,0,空三振
37,2000,4回裏,ソフトバンク,バンデンハーク,右,2.45,広島,鈴木 誠也,右,.476,3,6,5,0,空三振
38,3000,,,,,,,,,,,,,,
39,0000,5回表,広島,ジョンソン,左,2.08,ソフトバンク,川島 慶三,右,.286,0,0,4,0,左飛
40,1000,5回表,広島,ジョンソン,左,2.08,ソフトバンク,上林 誠知,左,.136,1,2,1,0,投ゴロ
41,2000,5回表,広島,ジョンソン,左,2.08,ソフトバンク,グラシアル,右,.263,1,1,2,0,左本
42,2000,5回表,広島,ジョンソン,左,2.08,ソフトバンク,柳田 悠岐,左,.250,1,4,5,0,見三振
43,3000,,,,,,,,,,,,,,
44,0000,5回裏,ソフトバンク,バンデンハーク,右,2.45,広島,松山 竜平,左,.333,0,2,1,0,空三振
45,1000,5回裏,ソフトバンク,バンデンハーク,右,2.45,広島,安部 友裕,左,.190,2,5,1,0,右安
