,状況,回,守備チーム,投手,利き手,防御率,攻撃チーム,打者,打席,打率,本塁打数,打点,四球数,盗塁数,結果
0,0000,1回表,ＤｅＮＡ,今永 昇太,左,7.42,阪神,糸原 健斗,左,.295,1,16,39,2,四球
1,0100,1回表,ＤｅＮＡ,今永 昇太,左,7.42,阪神,植田 海,右,.225,0,0,20,13,投犠打
2,1010,1回表,ＤｅＮＡ,今永 昇太,左,7.42,阪神,福留 孝介,左,.244,7,30,35,0,死球
3,1110,1回表,ＤｅＮＡ,今永 昇太,左,7.42,阪神,糸井 嘉男,左,.308,10,38,42,15,右安
4,1111,1回表,ＤｅＮＡ,今永 昇太,左,7.42,阪神,陽川 尚将,右,.373,2,16,5,1,投併打
5,3000,,,,,,,,,,,,,,
6,0000,1回裏,阪神,岩田 稔,左,0.00,ＤｅＮＡ,神里 和毅,左,.277,4,17,16,14,一ゴロ
7,1000,1回裏,阪神,岩田 稔,左,0.00,ＤｅＮＡ,柴田 竜拓,左,.231,2,4,8,2,左２
8,1010,1回裏,阪神,岩田 稔,左,0.00,ＤｅＮＡ,ソト,右,.315,7,19,3,0,三失
9,1101,1回裏,阪神,岩田 稔,左,0.00,ＤｅＮＡ,筒香 嘉智,左,.296,17,46,40,0,二ゴロ
10,2100,1回裏,阪神,岩田 稔,左,0.00,ＤｅＮＡ,宮崎 敏郎,右,.323,15,38,17,0,捕ゴロ
11,3000,,,,,,,,,,,,,,
12,0000,2回表,ＤｅＮＡ,今永 昇太,左,7.42,阪神,俊介,右,.210,0,7,2,0,三ゴロ
13,1000,2回表,ＤｅＮＡ,今永 昇太,左,7.42,阪神,北條 史也,右,.261,0,1,2,0,二ゴロ
14,2000,2回表,ＤｅＮＡ,今永 昇太,左,7.42,阪神,岡崎 太一,右,.000,0,0,0,0,投ゴロ
15,3000,,,,,,,,,,,,,,
16,0000,2回裏,阪神,岩田 稔,左,0.00,ＤｅＮＡ,桑原 将志,右,.239,3,7,8,10,右安
17,0010,2回裏,阪神,岩田 稔,左,0.00,ＤｅＮＡ,高城 俊人,右,.155,0,3,2,2,見三振
18,1010,2回裏,阪神,岩田 稔,左,0.00,ＤｅＮＡ,今永 昇太,左,.000,0,0,0,0,投ゴロ
19,2010,2回裏,阪神,岩田 稔,左,0.00,ＤｅＮＡ,大和,右,.208,0,15,15,4,右飛
20,3000,,,,,,,,,,,,,,
21,0000,3回表,ＤｅＮＡ,今永 昇太,左,7.42,阪神,岩田 稔,左,.000,0,0,0,0,見三振
22,1000,3回表,ＤｅＮＡ,今永 昇太,左,7.42,阪神,糸原 健斗,左,.295,1,16,39,2,一ゴロ
23,2000,3回表,ＤｅＮＡ,今永 昇太,左,7.42,阪神,植田 海,右,.225,0,0,20,13,右飛
24,3000,,,,,,,,,,,,,,
25,0000,3回裏,阪神,岩田 稔,左,0.00,ＤｅＮＡ,神里 和毅,左,.277,4,17,16,14,二ゴロ
26,1000,3回裏,阪神,岩田 稔,左,0.00,ＤｅＮＡ,柴田 竜拓,左,.231,2,4,8,2,空三振
27,2000,3回裏,阪神,岩田 稔,左,0.00,ＤｅＮＡ,ソト,右,.315,7,19,3,0,左飛
28,3000,,,,,,,,,,,,,,
29,0000,4回表,ＤｅＮＡ,今永 昇太,左,7.42,阪神,福留 孝介,左,.244,7,30,35,0,空三振
30,1000,4回表,ＤｅＮＡ,今永 昇太,左,7.42,阪神,糸井 嘉男,左,.308,10,38,42,15,中２
31,1010,4回表,ＤｅＮＡ,今永 昇太,左,7.42,阪神,陽川 尚将,右,.373,2,16,5,1,三ゴロ
32,2010,4回表,ＤｅＮＡ,今永 昇太,左,7.42,阪神,俊介,右,.210,0,7,2,0,中安
33,2100,4回表,ＤｅＮＡ,今永 昇太,左,7.42,阪神,北條 史也,右,.261,0,1,2,0,右安
34,2100,4回表,ＤｅＮＡ,今永 昇太,左,7.42,阪神,岡崎 太一,右,.000,0,0,0,0,遊飛
35,3000,,,,,,,,,,,,,,
36,0000,4回裏,阪神,岩田 稔,左,0.00,ＤｅＮＡ,筒香 嘉智,左,.296,17,46,40,0,二ゴロ
