,状況,回,守備チーム,投手,利き手,防御率,攻撃チーム,打者,打席,打率,本塁打数,打点,四球数,盗塁数,結果
0,0000,1回表,広島,大瀬良 大地,右,2.32,中日,平田 良介,右,.339,7,45,50,8,中本
1,0000,1回表,広島,大瀬良 大地,右,2.32,中日,京田 陽太,左,.233,3,34,14,17,空三振
2,1000,1回表,広島,大瀬良 大地,右,2.32,中日,大島 洋平,左,.274,5,42,35,17,二ゴロ
3,2000,1回表,広島,大瀬良 大地,右,2.32,中日,ビシエド,右,.339,20,79,44,1,見三振
4,3000,,,,,,,,,,,,,,
5,0000,1回裏,中日,大野 雄大,左,8.56,広島,野間 峻祥,左,.303,4,35,20,14,四球
6,0100,1回裏,中日,大野 雄大,左,8.56,広島,菊池 涼介,右,.243,11,44,38,8,右安
7,0101,1回裏,中日,大野 雄大,左,8.56,広島,丸 佳浩,左,.323,29,72,96,8,右本
8,0000,1回裏,中日,大野 雄大,左,8.56,広島,鈴木 誠也,右,.338,24,76,63,4,空三振
9,1000,1回裏,中日,大野 雄大,左,8.56,広島,バティスタ,右,.251,20,41,22,0,二飛
10,2000,1回裏,中日,大野 雄大,左,8.56,広島,西川 龍馬,左,.313,5,36,18,2,空三振
11,3000,,,,,,,,,,,,,,
12,0000,2回表,広島,大瀬良 大地,右,2.32,中日,アルモンテ,左,.303,11,57,32,1,中２
13,0010,2回表,広島,大瀬良 大地,右,2.32,中日,高橋 周平,左,.263,7,47,26,0,中飛
14,1010,2回表,広島,大瀬良 大地,右,2.32,中日,福田 永将,右,.273,9,50,29,0,二飛
15,2001,2回表,広島,大瀬良 大地,右,2.32,中日,松井 雅人,左,.221,2,18,26,0,四球
16,2101,2回表,広島,大瀬良 大地,右,2.32,中日,大野 雄大,左,.000,0,0,0,0,二ゴロ
17,3000,,,,,,,,,,,,,,
18,0000,2回裏,中日,大野 雄大,左,8.56,広島,田中 広輔,左,.259,9,49,62,19,中安
19,0010,2回裏,中日,大野 雄大,左,8.56,広島,磯村 嘉孝,右,.242,1,4,2,0,二ゴロ
20,1001,2回裏,中日,大野 雄大,左,8.56,広島,大瀬良 大地,右,.171,0,8,3,0,右安
21,1100,2回裏,中日,大野 雄大,左,8.56,広島,野間 峻祥,左,.303,4,35,20,14,右２
22,1011,2回裏,中日,大野 雄大,左,8.56,広島,菊池 涼介,右,.243,11,44,38,8,遊ゴロ
23,2011,2回裏,中日,大野 雄大,左,8.56,広島,丸 佳浩,左,.323,29,72,96,8,空三振
24,3000,,,,,,,,,,,,,,
25,0000,3回表,広島,大瀬良 大地,右,2.32,中日,平田 良介,右,.339,7,45,50,8,左飛
26,1000,3回表,広島,大瀬良 大地,右,2.32,中日,京田 陽太,左,.233,3,34,14,17,左安
27,1100,3回表,広島,大瀬良 大地,右,2.32,中日,大島 洋平,左,.274,5,42,35,17,中飛
28,2100,3回表,広島,大瀬良 大地,右,2.32,中日,ビシエド,右,.339,20,79,44,1,左安
29,2110,3回表,広島,大瀬良 大地,右,2.32,中日,アルモンテ,左,.303,11,57,32,1,左飛
30,3000,,,,,,,,,,,,,,
31,0000,3回裏,中日,大野 雄大,左,8.56,広島,鈴木 誠也,右,.338,24,76,63,4,四球
32,0100,3回裏,中日,大野 雄大,左,8.56,広島,バティスタ,右,.251,20,41,22,0,二ゴロ
33,1100,3回裏,中日,大野 雄大,左,8.56,広島,西川 龍馬,左,.313,5,36,18,2,二ゴロ
34,2100,3回裏,中日,大野 雄大,左,8.56,広島,田中 広輔,左,.259,9,49,62,19,左飛
35,3000,,,,,,,,,,,,,,
36,0000,4回表,広島,大瀬良 大地,右,2.32,中日,高橋 周平,左,.263,7,47,26,0,右安
37,0100,4回表,広島,大瀬良 大地,右,2.32,中日,福田 永将,右,.273,9,50,29,0,遊併打
38,2000,4回表,広島,大瀬良 大地,右,2.32,中日,松井 雅人,左,.221,2,18,26,0,空三振
39,3000,,,,,,,,,,,,,,
40,0000,4回裏,中日,大野 雄大,左,8.56,広島,磯村 嘉孝,右,.242,1,4,2,0,中安
41,0100,4回裏,中日,大野 雄大,左,8.56,広島,大瀬良 大地,右,.171,0,8,3,0,バ三振
42,1100,4回裏,中日,大野 雄大,左,8.56,広島,野間 峻祥,左,.303,4,35,20,14,中飛
43,2100,4回裏,中日,大野 雄大,左,8.56,広島,菊池 涼介,右,.243,11,44,38,8,遊ゴロ
44,3000,,,,,,,,,,,,,,
45,0000,5回表,広島,大瀬良 大地,右,2.32,中日,大野 雄大,左,.000,0,0,0,0,見三振
46,1000,5回表,広島,大瀬良 大地,右,2.32,中日,平田 良介,右,.339,7,45,50,8,三ゴロ
47,2000,5回表,広島,大瀬良 大地,右,2.32,中日,京田 陽太,左,.233,3,34,14,17,見三振
48,3000,,,,,,,,,,,,,,
49,0000,5回裏,中日,大野 雄大,左,8.56,広島,丸 佳浩,左,.323,29,72,96,8,空三振
50,1000,5回裏,中日,大野 雄大,左,8.56,広島,鈴木 誠也,右,.338,24,76,63,4,空三振
51,2000,5回裏,中日,大野 雄大,左,8.56,広島,バティスタ,右,.251,20,41,22,0,左本
52,2000,5回裏,中日,大野 雄大,左,8.56,広島,西川 龍馬,左,.313,5,36,18,2,左飛
53,3000,,,,,,,,,,,,,,
54,0000,6回表,広島,大瀬良 大地,右,2.32,中日,大島 洋平,左,.274,5,42,35,17,一ゴロ
55,1000,6回表,広島,大瀬良 大地,右,2.32,中日,ビシエド,右,.339,20,79,44,1,中本
56,1000,6回表,広島,大瀬良 大地,右,2.32,中日,アルモンテ,左,.303,11,57,32,1,中安
57,1100,6回表,広島,大瀬良 大地,右,2.32,中日,高橋 周平,左,.263,7,47,26,0,投直
58,3000,,,,,,,,,,,,,,
59,0000,6回裏,中日,浅尾 拓也,右,4.50,広島,田中 広輔,左,.259,9,49,62,19,空振り
60,0100,6回裏,中日,浅尾 拓也,右,4.50,広島,磯村 嘉孝,右,.242,1,4,2,0,一犠打
61,1010,6回裏,中日,浅尾 拓也,右,4.50,広島,大瀬良 大地,右,.171,0,8,3,0,遊ゴロ
62,2010,6回裏,中日,浅尾 拓也,右,4.50,広島,野間 峻祥,左,.303,4,35,20,14,左飛
63,3000,,,,,,,,,,,,,,
64,0000,7回表,広島,大瀬良 大地,右,2.32,中日,福田 永将,右,.273,9,50,29,0,中飛
65,1000,7回表,広島,大瀬良 大地,右,2.32,中日,松井 雅人,左,.221,2,18,26,0,見三振
66,2000,7回表,広島,大瀬良 大地,右,2.32,中日,工藤 隆人,左,.200,0,1,0,3,見三振
67,3000,,,,,,,,,,,,,,
68,0000,7回裏,中日,木下 雄介,右,4.15,広島,菊池 涼介,右,.243,11,44,38,8,空三振
69,1000,7回裏,中日,木下 雄介,右,4.15,広島,丸 佳浩,左,.323,29,72,96,8,空三振
70,2000,7回裏,中日,木下 雄介,右,4.15,広島,鈴木 誠也,右,.338,24,76,63,4,左本
71,2000,7回裏,中日,木下 雄介,右,4.15,広島,バティスタ,右,.251,20,41,22,0,見三振
72,3000,,,,,,,,,,,,,,
73,0000,8回表,広島,フランスア,左,1.85,中日,平田 良介,右,.339,7,45,50,8,空三振
74,1000,8回表,広島,フランスア,左,1.85,中日,京田 陽太,左,.233,3,34,14,17,遊ゴロ
75,2000,8回表,広島,フランスア,左,1.85,中日,大島 洋平,左,.274,5,42,35,17,一ゴロ
76,2100,8回表,広島,フランスア,左,1.85,中日,ビシエド,右,.339,20,79,44,1,中安
77,2110,8回表,広島,フランスア,左,1.85,中日,アルモンテ,右,.303,11,57,32,1,一ゴロ
78,3000,,,,,,,,,,,,,,
79,0000,8回裏,中日,岡田 俊哉,左,6.75,広島,西川 龍馬,左,.313,5,36,18,2,遊ゴロ
80,1000,8回裏,中日,岡田 俊哉,左,6.75,広島,田中 広輔,左,.259,9,49,62,19,左飛
81,2000,8回裏,中日,岡田 俊哉,左,6.75,広島,堂林 翔太,右,.233,0,5,2,0,空三振
82,3000,,,,,,,,,,,,,,
83,0000,9回表,広島,中崎 翔太,右,3.00,中日,高橋 周平,左,.263,7,47,26,0,空三振
84,1000,9回表,広島,中崎 翔太,右,3.00,中日,福田 永将,右,.273,9,50,29,0,右安
85,1100,9回表,広島,中崎 翔太,右,3.00,中日,藤井 淳志,左,.240,2,27,12,0,空三振
86,2100,9回表,広島,中崎 翔太,右,3.00,中日,亀澤 恭平,左,.285,0,7,15,4,ゴロ
87,3000,,,,,,,,,,,,,,
