,状況,回,守備チーム,投手,利き手,防御率,攻撃チーム,打者,打席,打率,本塁打数,打点,四球数,盗塁数,結果
0,0000,1回表,阪神,小野 泰己,右,4.22,ヤクルト,坂口 智隆,左,.311,2,21,46,6,二安
1,0100,1回表,阪神,小野 泰己,右,4.22,ヤクルト,青木 宣親,左,.317,6,42,40,2,四球
2,0110,1回表,阪神,小野 泰己,右,4.22,ヤクルト,山田 哲人,右,.318,26,59,71,26,見三振
3,1101,1回表,阪神,小野 泰己,右,4.22,ヤクルト,バレンティン,右,.275,26,87,59,0,二ゴロ
4,2010,1回表,阪神,小野 泰己,右,4.22,ヤクルト,雄平,左,.312,5,34,18,5,四球
5,2110,1回表,阪神,小野 泰己,右,4.22,ヤクルト,川端 慎吾,左,.261,3,22,27,1,三ゴロ
6,3000,,,,,,,,,,,,,,
7,0000,1回裏,ヤクルト,石川 雅規,左,4.97,阪神,糸原 健斗,左,.293,1,23,57,4,空三振
8,1000,1回裏,ヤクルト,石川 雅規,左,4.97,阪神,北條 史也,右,.352,1,14,12,0,三ゴロ
9,2000,1回裏,ヤクルト,石川 雅規,左,4.97,阪神,福留 孝介,左,.275,9,46,49,0,二ゴロ
10,3000,,,,,,,,,,,,,,
11,0000,2回表,阪神,小野 泰己,右,4.22,ヤクルト,西浦 直亨,右,.259,7,39,25,1,中飛
12,1000,2回表,阪神,小野 泰己,右,4.22,ヤクルト,井野 卓,右,.174,0,1,1,0,三ゴロ
13,2000,2回表,阪神,小野 泰己,右,4.22,ヤクルト,石川 雅規,左,.095,0,0,1,0,四球
14,2100,2回表,阪神,小野 泰己,右,4.22,ヤクルト,坂口 智隆,左,.311,2,21,46,6,四球
15,2101,2回表,阪神,小野 泰己,右,4.22,ヤクルト,青木 宣親,左,.317,6,42,40,2,四球
16,2111,2回表,阪神,小野 泰己,右,4.22,ヤクルト,山田 哲人,右,.318,26,59,71,26,見三振
17,3000,,,,,,,,,,,,,,
18,0000,2回裏,ヤクルト,石川 雅規,左,4.97,阪神,糸井 嘉男,左,.296,12,47,48,15,二ゴロ
19,1000,2回裏,ヤクルト,石川 雅規,左,4.97,阪神,陽川 尚将,右,.262,4,27,12,1,空三振
20,2000,2回裏,ヤクルト,石川 雅規,左,4.97,阪神,ロサリオ,右,.246,7,32,14,0,空三振
21,3000,,,,,,,,,,,,,,
22,0000,3回表,阪神,小野 泰己,右,4.22,ヤクルト,バレンティン,右,.275,26,87,59,0,中飛
23,1000,3回表,阪神,小野 泰己,右,4.22,ヤクルト,雄平,左,.312,5,34,18,5,中安
24,1100,3回表,阪神,小野 泰己,右,4.22,ヤクルト,川端 慎吾,左,.261,3,22,27,1,右安
25,1110,3回表,阪神,小野 泰己,右,4.22,ヤクルト,西浦 直亨,右,.259,7,39,25,1,四球
26,1111,3回表,阪神,小野 泰己,右,4.22,ヤクルト,井野 卓,右,.174,0,1,1,0,二直
