,状況,回,守備チーム,投手,利き手,防御率,攻撃チーム,打者,打席,打率,本塁打数,打点,四球数,盗塁数,結果
0,0000,1回表,ロッテ,渡邉 啓太,右,4.50,日本ハム,西川 遥輝,左,.232,3,15,31,15,右３
1,0001,1回表,ロッテ,渡邉 啓太,右,4.50,日本ハム,大田 泰示,右,.252,10,24,14,1,右犠飛
2,1000,1回表,ロッテ,渡邉 啓太,右,4.50,日本ハム,近藤 健介,左,.333,0,11,23,3,投ゴロ
3,2000,1回表,ロッテ,渡邉 啓太,右,4.50,日本ハム,中田 翔,右,.224,10,29,11,0,空三振
4,3000,,,,,,,,,,,,,,
5,0000,1回裏,日本ハム,村田 透,右,3.38,ロッテ,荻野 貴司,右,.275,2,16,7,12,三ゴロ
6,1000,1回裏,日本ハム,村田 透,右,3.38,ロッテ,藤岡 裕大,左,.255,3,19,19,5,空三振
7,2000,1回裏,日本ハム,村田 透,右,3.38,ロッテ,中村 奨吾,右,.319,2,22,17,13,空三振
8,3000,,,,,,,,,,,,,,
9,0000,2回表,ロッテ,渡邉 啓太,右,4.50,日本ハム,レアード,右,.248,8,17,15,0,左安
10,0100,2回表,ロッテ,渡邉 啓太,右,4.50,日本ハム,鶴岡 慎也,右,.286,0,3,2,1,投直
11,1100,2回表,ロッテ,渡邉 啓太,右,4.50,日本ハム,杉谷 拳士,左,.212,0,2,2,0,空三振
12,2100,2回表,ロッテ,渡邉 啓太,右,4.50,日本ハム,清宮 幸太郎,左,.153,1,1,4,0,四球
13,2110,2回表,ロッテ,渡邉 啓太,右,4.50,日本ハム,中島 卓也,左,.198,1,6,12,6,投ゴロ
14,3000,,,,,,,,,,,,,,
15,0000,2回裏,日本ハム,村田 透,右,3.38,ロッテ,角中 勝也,左,.250,1,9,2,0,二ゴロ
16,1000,2回裏,日本ハム,村田 透,右,3.38,ロッテ,清田 育宏,右,.242,1,9,13,1,中飛
17,2000,2回裏,日本ハム,村田 透,右,3.38,ロッテ,井上 晴哉,右,.227,5,28,17,1,四球
18,2100,2回裏,日本ハム,村田 透,右,3.38,ロッテ,鈴木 大地,左,.230,1,12,17,3,遊ゴロ
19,3000,,,,,,,,,,,,,,
20,0000,3回表,ロッテ,渡邉 啓太,右,4.50,日本ハム,西川 遥輝,左,.232,3,15,31,15,投ゴロ
21,1000,3回表,ロッテ,渡邉 啓太,右,4.50,日本ハム,大田 泰示,右,.252,10,24,14,1,空三振
22,2000,3回表,ロッテ,渡邉 啓太,右,4.50,日本ハム,近藤 健介,左,.333,0,11,23,3,中安
