,状況,回,守備チーム,投手,利き手,防御率,攻撃チーム,打者,打席,打率,本塁打数,打点,四球数,盗塁数,結果
0,0000,1回表,オリックス,ディクソン,右,4.15,西武,秋山 翔吾,左,.329,16,54,55,8,左飛
1,1000,1回表,オリックス,ディクソン,右,4.15,西武,源田 壮亮,左,.277,1,39,30,27,二ゴロ
2,2000,1回表,オリックス,ディクソン,右,4.15,西武,浅村 栄斗,右,.311,22,82,46,3,右飛
3,3000,,,,,,,,,,,,,,
4,0000,1回裏,西武,今井 達也,右,6.25,オリックス,宮崎 祐樹,右,.250,3,6,7,1,中安
5,0100,1回裏,西武,今井 達也,右,6.25,オリックス,西村 凌,右,.222,2,6,3,2,左安
6,0110,1回裏,西武,今井 達也,右,6.25,オリックス,西野 真弘,左,.290,0,16,12,6,三ゴロ
7,1101,1回裏,西武,今井 達也,右,6.25,オリックス,吉田 正尚,左,.306,18,67,50,2,左犠飛
8,2100,1回裏,西武,今井 達也,右,6.25,オリックス,伏見 寅威,右,.315,0,14,8,0,ボール
9,3000,,,,,,,,,,,,,,
10,0000,2回表,オリックス,ディクソン,右,4.15,西武,山川 穂高,右,.280,29,84,61,0,左安
11,0100,2回表,オリックス,ディクソン,右,4.15,西武,森 友哉,左,.298,13,62,44,5,左本
12,0000,2回表,オリックス,ディクソン,右,4.15,西武,外崎 修汰,右,.283,14,58,42,23,中安
13,0100,2回表,オリックス,ディクソン,右,4.15,西武,中村 剛也,右,.224,16,35,18,0,二併打
14,2000,2回表,オリックス,ディクソン,右,4.15,西武,栗山 巧,左,.230,5,36,36,1,遊ゴロ
15,3000,,,,,,,,,,,,,,
16,0000,2回裏,西武,今井 達也,右,6.25,オリックス,伏見 寅威,右,.315,0,14,8,0,遊ゴロ
17,1000,2回裏,西武,今井 達也,右,6.25,オリックス,中島 宏之,右,.267,1,6,10,0,見三振
18,2000,2回裏,西武,今井 達也,右,6.25,オリックス,福田 周平,左,.265,0,10,14,8,中安
19,2100,2回裏,西武,今井 達也,右,6.25,オリックス,大城 滉二,右,.252,4,21,23,10,右飛
20,3000,,,,,,,,,,,,,,
21,0000,3回表,オリックス,ディクソン,右,4.15,西武,メヒア,右,.222,8,17,13,0,空三振
22,1000,3回表,オリックス,ディクソン,右,4.15,西武,秋山 翔吾,左,.329,16,54,55,8,一ゴロ
23,2000,3回表,オリックス,ディクソン,右,4.15,西武,源田 壮亮,左,.277,1,39,30,27,二安
24,2100,3回表,オリックス,ディクソン,右,4.15,西武,浅村 栄斗,右,.311,22,82,46,3,右安
25,2101,3回表,オリックス,ディクソン,右,4.15,西武,山川 穂高,右,.280,29,84,61,0,遊直
26,3000,,,,,,,,,,,,,,
