,状況,回,守備チーム,投手,利き手,防御率,攻撃チーム,打者,打席,打率,本塁打数,打点,四球数,盗塁数,結果
0,0000,1回表,日本ハム,マルティネス,右,2.96,オリックス,大城 滉二,右,.255,4,19,15,5,右飛
1,1000,1回表,日本ハム,マルティネス,右,2.96,オリックス,西野 真弘,左,.330,0,9,5,1,中飛
2,2000,1回表,日本ハム,マルティネス,右,2.96,オリックス,ロメロ,右,.232,13,32,19,4,空三振
3,3000,,,,,,,,,,,,,,
4,0000,1回裏,オリックス,西 勇輝,右,2.76,日本ハム,西川 遥輝,左,.243,5,26,54,24,一ゴロ
5,1000,1回裏,オリックス,西 勇輝,右,2.76,日本ハム,大田 泰示,右,.280,13,45,28,2,右飛
6,2000,1回裏,オリックス,西 勇輝,右,2.76,日本ハム,近藤 健介,左,.355,8,40,39,4,中安
7,2100,1回裏,オリックス,西 勇輝,右,2.76,日本ハム,中田 翔,右,.260,17,56,20,0,死球
8,2110,1回裏,オリックス,西 勇輝,右,2.76,日本ハム,アルシア,左,.253,6,21,12,0,二飛
9,3000,,,,,,,,,,,,,,
10,0000,2回表,日本ハム,マルティネス,右,2.96,オリックス,吉田 正尚,左,.317,10,42,31,1,一ゴロ
11,1000,2回表,日本ハム,マルティネス,右,2.96,オリックス,マレーロ,右,.196,10,21,16,1,一邪飛
12,2000,2回表,日本ハム,マルティネス,右,2.96,オリックス,小島 脩平,左,.238,0,2,2,2,捕安
13,2100,2回表,日本ハム,マルティネス,右,2.96,オリックス,Ｔ－岡田,左,.242,10,33,22,2,右安
14,2101,2回表,日本ハム,マルティネス,右,2.96,オリックス,安達 了一,右,.234,3,22,14,10,二ゴロ
15,3000,,,,,,,,,,,,,,
16,0000,2回裏,オリックス,西 勇輝,右,2.76,日本ハム,レアード,右,.236,14,35,20,0,三ゴロ
17,1000,2回裏,オリックス,西 勇輝,右,2.76,日本ハム,鶴岡 慎也,右,.284,2,12,6,1,遊ゴロ
18,2000,2回裏,オリックス,西 勇輝,右,2.76,日本ハム,平沼 翔太,左,.333,0,0,0,0,遊ゴロ
19,3000,,,,,,,,,,,,,,
20,0000,3回表,日本ハム,マルティネス,右,2.96,オリックス,若月 健矢,右,.193,0,12,4,1,見三振
21,1000,3回表,日本ハム,マルティネス,右,2.96,オリックス,大城 滉二,右,.255,4,19,15,5,遊ゴロ
22,2000,3回表,日本ハム,マルティネス,右,2.96,オリックス,西野 真弘,左,.330,0,9,5,1,右２
23,2010,3回表,日本ハム,マルティネス,右,2.96,オリックス,ロメロ,右,.232,13,32,19,4,空三振
24,3000,,,,,,,,,,,,,,
25,0000,3回裏,オリックス,西 勇輝,右,2.76,日本ハム,石井 一成,左,.203,1,4,11,3,中飛
26,1000,3回裏,オリックス,西 勇輝,右,2.76,日本ハム,西川 遥輝,左,.243,5,26,54,24,三ゴロ
27,2000,3回裏,オリックス,西 勇輝,右,2.76,日本ハム,大田 泰示,右,.280,13,45,28,2,中安
28,2100,3回裏,オリックス,西 勇輝,右,2.76,日本ハム,近藤 健介,左,.355,8,40,39,4,空三振
29,3000,,,,,,,,,,,,,,
30,0000,4回表,日本ハム,マルティネス,右,2.96,オリックス,吉田 正尚,左,.317,10,42,31,1,二ゴロ
31,1000,4回表,日本ハム,マルティネス,右,2.96,オリックス,マレーロ,右,.196,10,21,16,1,左２
32,1010,4回表,日本ハム,マルティネス,右,2.96,オリックス,小島 脩平,左,.238,0,2,2,2,投ゴロ
33,2010,4回表,日本ハム,マルティネス,右,2.96,オリックス,Ｔ－岡田,左,.242,10,33,22,2,空三振
34,3000,,,,,,,,,,,,,,
35,0000,4回裏,オリックス,西 勇輝,右,2.76,日本ハム,中田 翔,右,.260,17,56,20,0,三邪飛
36,1000,4回裏,オリックス,西 勇輝,右,2.76,日本ハム,アルシア,左,.253,6,21,12,0,空三振
37,2000,4回裏,オリックス,西 勇輝,右,2.76,日本ハム,レアード,右,.236,14,35,20,0,三ゴロ
38,3000,,,,,,,,,,,,,,
39,0000,5回表,日本ハム,マルティネス,右,2.96,オリックス,安達 了一,右,.234,3,22,14,10,右飛
40,1000,5回表,日本ハム,マルティネス,右,2.96,オリックス,若月 健矢,右,.193,0,12,4,1,中飛
41,2000,5回表,日本ハム,マルティネス,右,2.96,オリックス,大城 滉二,右,.255,4,19,15,5,三飛
42,3000,,,,,,,,,,,,,,
43,0000,5回裏,オリックス,西 勇輝,右,2.76,日本ハム,鶴岡 慎也,右,.284,2,12,6,1,空三振
44,1000,5回裏,オリックス,西 勇輝,右,2.76,日本ハム,平沼 翔太,左,.333,0,0,0,0,二ゴロ
45,2000,5回裏,オリックス,西 勇輝,右,2.76,日本ハム,石井 一成,左,.203,1,4,11,3,四球
46,2100,5回裏,オリックス,西 勇輝,右,2.76,日本ハム,西川 遥輝,左,.243,5,26,54,24,四球
47,2110,5回裏,オリックス,西 勇輝,右,2.76,日本ハム,大田 泰示,右,.280,13,45,28,2,遊ゴロ
48,3000,,,,,,,,,,,,,,
49,0000,6回表,日本ハム,マルティネス,右,2.96,オリックス,西野 真弘,左,.330,0,9,5,1,遊安
50,0010,6回表,日本ハム,マルティネス,右,2.96,オリックス,ロメロ,右,.232,13,32,19,4,二飛
51,1010,6回表,日本ハム,マルティネス,右,2.96,オリックス,吉田 正尚,左,.317,10,42,31,1,二ゴロ
52,2001,6回表,日本ハム,マルティネス,右,2.96,オリックス,マレーロ,右,.196,10,21,16,1,三邪飛
53,3000,,,,,,,,,,,,,,
54,0000,6回裏,オリックス,西 勇輝,右,2.76,日本ハム,近藤 健介,左,.355,8,40,39,4,二ゴロ
55,1000,6回裏,オリックス,西 勇輝,右,2.76,日本ハム,中田 翔,右,.260,17,56,20,0,三ゴロ
56,2000,6回裏,オリックス,西 勇輝,右,2.76,日本ハム,アルシア,左,.253,6,21,12,0,見三振
57,3000,,,,,,,,,,,,,,
58,0000,7回表,日本ハム,マルティネス,右,2.96,オリックス,武田 健吾,右,.206,0,7,0,0,三ゴロ
59,1000,7回表,日本ハム,マルティネス,右,2.96,オリックス,Ｔ－岡田,左,.242,10,33,22,2,中２
60,1010,7回表,日本ハム,マルティネス,右,2.96,オリックス,安達 了一,右,.234,3,22,14,10,左安
61,1010,7回表,日本ハム,マルティネス,右,2.96,オリックス,若月 健矢,右,.193,0,12,4,1,遊ゴロ
62,2001,7回表,日本ハム,マルティネス,右,2.96,オリックス,大城 滉二,右,.255,4,19,15,5,中安
63,2100,7回表,日本ハム,マルティネス,右,2.96,オリックス,西野 真弘,左,.330,0,9,5,1,遊安
64,2110,7回表,日本ハム,井口 和朋,右,3.65,オリックス,ロメロ,右,.232,13,32,19,4,遊直
65,3000,,,,,,,,,,,,,,
66,0000,7回裏,オリックス,西 勇輝,右,2.76,日本ハム,レアード,右,.236,14,35,20,0,右３
67,0001,7回裏,オリックス,西 勇輝,右,2.76,日本ハム,鶴岡 慎也,右,.284,2,12,6,1,遊ゴロ
68,1001,7回裏,オリックス,西 勇輝,右,2.76,日本ハム,田中 賢介,左,.208,0,2,7,0,中安
69,1100,7回裏,オリックス,西 勇輝,右,2.76,日本ハム,矢野 謙次,右,.083,0,1,1,0,左安
70,1110,7回裏,オリックス,吉田 一将,右,1.66,日本ハム,西川 遥輝,左,.243,5,26,54,24,空三振
71,2110,7回裏,オリックス,吉田 一将,右,1.66,日本ハム,大田 泰示,右,.280,13,45,28,2,投ゴロ
72,3000,,,,,,,,,,,,,,
73,0000,8回表,日本ハム,公文 克彦,左,1.32,オリックス,吉田 正尚,左,.317,10,42,31,1,一ゴロ
74,1000,8回表,日本ハム,公文 克彦,左,1.32,オリックス,マレーロ,右,.196,10,21,16,1,左安
75,1100,8回表,日本ハム,公文 克彦,左,1.32,オリックス,武田 健吾,右,.206,0,7,0,0,二ゴロ
76,2100,8回表,日本ハム,公文 克彦,左,1.32,オリックス,後藤 駿太,左,.100,0,1,2,0,空三振
77,3000,,,,,,,,,,,,,,
78,0000,8回裏,オリックス,山本 由伸,右,0.90,日本ハム,近藤 健介,左,.355,8,40,39,4,四球
79,0100,8回裏,オリックス,山本 由伸,右,0.90,日本ハム,中田 翔,右,.260,17,56,20,0,捕邪飛
80,1100,8回裏,オリックス,山本 由伸,右,0.90,日本ハム,アルシア,左,.253,6,21,12,0,一併打
81,3000,,,,,,,,,,,,,,
82,0000,9回表,日本ハム,鍵谷 陽平,右,4.76,オリックス,安達 了一,右,.234,3,22,14,10,中安
83,0100,9回表,日本ハム,鍵谷 陽平,右,4.76,オリックス,若月 健矢,右,.193,0,12,4,1,投犠打
84,1010,9回表,日本ハム,鍵谷 陽平,右,4.76,オリックス,大城 滉二,右,.255,4,19,15,5,四球
85,1110,9回表,日本ハム,鍵谷 陽平,右,4.76,オリックス,西野 真弘,左,.330,0,9,5,1,左邪飛
86,2011,9回表,日本ハム,鍵谷 陽平,右,4.76,オリックス,ロメロ,右,.232,13,32,19,4,空三振
87,3000,,,,,,,,,,,,,,
88,0000,9回裏,オリックス,増井 浩俊,右,1.69,日本ハム,レアード,右,.236,14,35,20,0,捕邪飛
89,1000,9回裏,オリックス,増井 浩俊,右,1.69,日本ハム,鶴岡 慎也,右,.284,2,12,6,1,空三振
90,2000,9回裏,オリックス,増井 浩俊,右,1.69,日本ハム,田中 賢介,左,.208,0,2,7,0,フライ
91,3000,,,,,,,,,,,,,,
