,状況,回,守備チーム,投手,利き手,防御率,攻撃チーム,打者,打席,打率,本塁打数,打点,四球数,盗塁数,結果
0,0000,1回表,ＤｅＮＡ,井納 翔一,右,4.14,巨人,重信 慎之介,左,.327,0,7,3,5,右安
1,0100,1回表,ＤｅＮＡ,井納 翔一,右,4.14,巨人,田中 俊太,左,.236,0,8,18,5,空三振
2,1001,1回表,ＤｅＮＡ,井納 翔一,右,4.14,巨人,マギー,右,.294,17,66,28,0,見三振
3,2001,1回表,ＤｅＮＡ,井納 翔一,右,4.14,巨人,岡本 和真,右,.301,23,72,49,2,見三振
4,3000,,,,,,,,,,,,,,
5,0000,1回裏,巨人,吉川 光夫,左,3.93,ＤｅＮＡ,大和,右,.246,1,20,20,7,四球
6,0100,1回裏,巨人,吉川 光夫,左,3.93,ＤｅＮＡ,桑原 将志,右,.267,7,19,24,15,投犠打
7,1010,1回裏,巨人,吉川 光夫,左,3.93,ＤｅＮＡ,宮崎 敏郎,右,.323,22,57,25,0,投ゴロ
8,2010,1回裏,巨人,吉川 光夫,左,3.93,ＤｅＮＡ,筒香 嘉智,左,.295,26,68,57,0,二ゴロ
9,3000,,,,,,,,,,,,,,
10,0000,2回表,ＤｅＮＡ,井納 翔一,右,4.14,巨人,阿部 慎之助,左,.260,8,34,16,0,一ゴロ
11,1000,2回表,ＤｅＮＡ,井納 翔一,右,4.14,巨人,亀井 善行,左,.277,12,45,33,4,右飛
12,2000,2回表,ＤｅＮＡ,井納 翔一,右,4.14,巨人,山本 泰寛,右,.263,0,1,7,1,遊ゴロ
13,3000,,,,,,,,,,,,,,
14,0000,2回裏,巨人,吉川 光夫,左,3.93,ＤｅＮＡ,ロペス,右,.301,18,55,11,0,遊ゴロ
15,1000,2回裏,巨人,吉川 光夫,左,3.93,ＤｅＮＡ,ソト,右,.294,23,55,10,0,三ゴロ
16,2000,2回裏,巨人,吉川 光夫,左,3.93,ＤｅＮＡ,伊藤 光,右,.213,1,5,8,0,四球
17,2100,2回裏,巨人,吉川 光夫,左,3.93,ＤｅＮＡ,井納 翔一,右,.250,0,0,0,0,二直
18,3000,,,,,,,,,,,,,,
19,0000,3回表,ＤｅＮＡ,井納 翔一,右,4.14,巨人,小林 誠司,右,.229,2,24,24,0,遊ゴロ
20,1000,3回表,ＤｅＮＡ,井納 翔一,右,4.14,巨人,吉川 光夫,左,.053,0,0,0,0,二ゴロ
21,2000,3回表,ＤｅＮＡ,井納 翔一,右,4.14,巨人,重信 慎之介,左,.327,0,7,3,5,左飛
22,3000,,,,,,,,,,,,,,
23,0000,3回裏,巨人,吉川 光夫,左,3.93,ＤｅＮＡ,田中 浩康,右,.216,0,3,2,0,右飛
24,1000,3回裏,巨人,吉川 光夫,左,3.93,ＤｅＮＡ,大和,右,.246,1,20,20,7,遊ゴロ
25,2000,3回裏,巨人,吉川 光夫,左,3.93,ＤｅＮＡ,桑原 将志,右,.267,7,19,24,15,遊ゴロ
26,3000,,,,,,,,,,,,,,
27,0000,4回表,ＤｅＮＡ,井納 翔一,右,4.14,巨人,田中 俊太,左,.236,0,8,18,5,左飛
28,1000,4回表,ＤｅＮＡ,井納 翔一,右,4.14,巨人,マギー,右,.294,17,66,28,0,左２
29,1010,4回表,ＤｅＮＡ,井納 翔一,右,4.14,巨人,岡本 和真,右,.301,23,72,49,2,空三振
