,状況,回,守備チーム,投手,利き手,防御率,攻撃チーム,打者,打席,打率,本塁打数,打点,四球数,盗塁数,結果
0,0000,1回表,ＤｅＮＡ,バリオス,右,9.00,ヤクルト,山田 哲人,右,.000,0,0,2,2,見三振
1,1000,1回表,ＤｅＮＡ,バリオス,右,9.00,ヤクルト,山崎 晃大朗,左,.250,0,0,4,1,三直
2,2000,1回表,ＤｅＮＡ,バリオス,右,9.00,ヤクルト,バレンティン,右,.250,0,1,1,0,遊ゴロ
3,3000,,,,,,,,,,,,,,
4,0000,1回裏,ヤクルト,石川 雅規,左,4.05,ＤｅＮＡ,桑原 将志,右,.125,0,0,0,0,空三振
5,1000,1回裏,ヤクルト,石川 雅規,左,4.05,ＤｅＮＡ,大和,右,.143,0,0,0,0,二飛
6,2000,1回裏,ヤクルト,石川 雅規,左,4.05,ＤｅＮＡ,筒香 嘉智,左,.200,0,0,2,0,四球
7,2100,1回裏,ヤクルト,石川 雅規,左,4.05,ＤｅＮＡ,ロペス,右,.167,1,1,1,0,二飛
8,3000,,,,,,,,,,,,,,
9,0000,2回表,ＤｅＮＡ,バリオス,右,9.00,ヤクルト,青木 宣親,左,.286,0,3,0,0,一ゴロ
10,1000,2回表,ＤｅＮＡ,バリオス,右,9.00,ヤクルト,川端 慎吾,左,.286,1,2,0,0,左安
11,1100,2回表,ＤｅＮＡ,バリオス,右,9.00,ヤクルト,坂口 智隆,左,.625,0,2,0,0,中飛
12,2100,2回表,ＤｅＮＡ,バリオス,右,9.00,ヤクルト,廣岡 大志,右,.600,0,1,2,0,右安
13,2110,2回表,ＤｅＮＡ,バリオス,右,9.00,ヤクルト,中村 悠平,右,.000,0,1,3,0,四球
14,2111,2回表,ＤｅＮＡ,バリオス,右,9.00,ヤクルト,石川 雅規,左,.000,0,0,0,0,遊ゴロ
15,3000,,,,,,,,,,,,,,
16,0000,2回裏,ヤクルト,石川 雅規,左,4.05,ＤｅＮＡ,宮崎 敏郎,右,.286,1,2,0,0,中飛
17,1000,2回裏,ヤクルト,石川 雅規,左,4.05,ＤｅＮＡ,嶺井 博希,右,.500,1,1,0,0,右本
18,1000,2回裏,ヤクルト,石川 雅規,左,4.05,ＤｅＮＡ,神里 和毅,左,.286,0,1,0,0,右２
19,1010,2回裏,ヤクルト,石川 雅規,左,4.05,ＤｅＮＡ,バリオス,右,-,0,0,0,0,三飛
20,2010,2回裏,ヤクルト,石川 雅規,左,4.05,ＤｅＮＡ,倉本 寿彦,左,.286,0,1,0,0,二ゴロ
21,3000,,,,,,,,,,,,,,
22,0000,3回表,ＤｅＮＡ,バリオス,右,9.00,ヤクルト,山田 哲人,右,.000,0,0,2,2,四球
23,0010,3回表,ＤｅＮＡ,バリオス,右,9.00,ヤクルト,山崎 晃大朗,左,.250,0,0,4,1,投安
24,0011,3回表,ＤｅＮＡ,バリオス,右,9.00,ヤクルト,バレンティン,右,.250,0,1,1,0,遊ゴロ
25,1001,3回表,ＤｅＮＡ,バリオス,右,9.00,ヤクルト,青木 宣親,左,.286,0,3,0,0,死球
26,1101,3回表,ＤｅＮＡ,バリオス,右,9.00,ヤクルト,川端 慎吾,左,.286,1,2,0,0,一ゴロ
27,2110,3回表,ＤｅＮＡ,バリオス,右,9.00,ヤクルト,坂口 智隆,左,.625,0,2,0,0,中安
28,2111,3回表,ＤｅＮＡ,バリオス,右,9.00,ヤクルト,廣岡 大志,右,.600,0,1,2,0,四球
29,2111,3回表,ＤｅＮＡ,バリオス,右,9.00,ヤクルト,中村 悠平,右,.000,0,1,3,0,右飛
30,3000,,,,,,,,,,,,,,
