,状況,回,守備チーム,投手,利き手,防御率,攻撃チーム,打者,打席,打率,本塁打数,打点,四球数,盗塁数,結果
0,0000,1回表,ロッテ,石川 歩,右,1.59,オリックス,宗 佑磨,左,.186,0,3,3,1,空三振
1,1000,1回表,ロッテ,石川 歩,右,1.59,オリックス,安達 了一,右,.200,0,2,2,3,右安
2,1001,1回表,ロッテ,石川 歩,右,1.59,オリックス,吉田 正尚,左,.296,3,10,7,0,二ゴロ
3,2000,1回表,ロッテ,石川 歩,右,1.59,オリックス,ロメロ,右,.208,2,5,5,0,三ゴロ
4,3000,,,,,,,,,,,,,,
5,0000,1回裏,オリックス,金子 千尋,右,4.86,ロッテ,荻野 貴司,右,.328,1,5,5,6,遊ゴロ
6,1000,1回裏,オリックス,金子 千尋,右,4.86,ロッテ,藤岡 裕大,左,.208,1,3,8,0,三邪飛
7,2000,1回裏,オリックス,金子 千尋,右,4.86,ロッテ,中村 奨吾,右,.321,1,8,4,6,遊ゴロ
8,3000,,,,,,,,,,,,,,
9,0000,2回表,ロッテ,石川 歩,右,1.59,オリックス,小谷野 栄一,右,.273,0,5,7,0,中飛
10,1000,2回表,ロッテ,石川 歩,右,1.59,オリックス,マレーロ,右,.208,5,13,3,1,左安
11,1100,2回表,ロッテ,石川 歩,右,1.59,オリックス,Ｔ－岡田,左,.225,0,2,5,1,三飛
12,2100,2回表,ロッテ,石川 歩,右,1.59,オリックス,大城 滉二,右,.182,0,1,1,0,二安
13,2011,2回表,ロッテ,石川 歩,右,1.59,オリックス,伊藤 光,右,.000,0,0,2,0,三ゴロ
14,3000,,,,,,,,,,,,,,
15,0000,2回裏,オリックス,金子 千尋,右,4.86,ロッテ,井上 晴哉,右,.271,2,12,7,0,見三振
16,1000,2回裏,オリックス,金子 千尋,右,4.86,ロッテ,鈴木 大地,左,.261,1,7,7,1,四球
17,1100,2回裏,オリックス,金子 千尋,右,4.86,ロッテ,菅野 剛士,左,.214,0,8,8,1,三飛
18,2100,2回裏,オリックス,金子 千尋,右,4.86,ロッテ,福浦 和也,左,.205,0,3,4,0,左飛
19,3000,,,,,,,,,,,,,,
20,0000,3回表,ロッテ,石川 歩,右,1.59,オリックス,宗 佑磨,左,.186,0,3,3,1,中飛
21,1000,3回表,ロッテ,石川 歩,右,1.59,オリックス,安達 了一,右,.200,0,2,2,3,二ゴロ
22,2000,3回表,ロッテ,石川 歩,右,1.59,オリックス,吉田 正尚,左,.296,3,10,7,0,右安
23,2100,3回表,ロッテ,石川 歩,右,1.59,オリックス,ロメロ,右,.208,2,5,5,0,三ゴロ
24,3000,,,,,,,,,,,,,,
25,0000,3回裏,オリックス,金子 千尋,右,4.86,ロッテ,清田 育宏,右,.346,1,1,5,0,三ゴロ
26,1000,3回裏,オリックス,金子 千尋,右,4.86,ロッテ,田村 龍弘,右,.262,0,7,5,0,右飛
27,2000,3回裏,オリックス,金子 千尋,右,4.86,ロッテ,荻野 貴司,右,.328,1,5,5,6,空三振
28,3000,,,,,,,,,,,,,,
29,0000,4回表,ロッテ,石川 歩,右,1.59,オリックス,小谷野 栄一,右,.273,0,5,7,0,中安
30,0100,4回表,ロッテ,石川 歩,右,1.59,オリックス,マレーロ,右,.208,5,13,3,1,左飛
