,状況,回,守備チーム,投手,利き手,防御率,攻撃チーム,打者,打席,打率,本塁打数,打点,四球数,盗塁数,結果
0,0000,1回表,阪神,秋山 拓巳,右,2.84,ヤクルト,山田 哲人,右,.255,2,5,14,7,一邪飛
1,1000,1回表,阪神,秋山 拓巳,右,2.84,ヤクルト,西浦 直亨,右,.500,1,6,2,0,死球
2,1100,1回表,阪神,秋山 拓巳,右,2.84,ヤクルト,バレンティン,右,.240,3,12,7,0,中飛
3,2100,1回表,阪神,秋山 拓巳,右,2.84,ヤクルト,青木 宣親,左,.269,0,8,3,0,遊ゴロ
4,3000,,,,,,,,,,,,,,
5,0000,1回裏,ヤクルト,石川 雅規,左,5.87,阪神,俊介,右,.000,0,1,0,0,空三振
6,1000,1回裏,ヤクルト,石川 雅規,左,5.87,阪神,山崎 憲晴,右,.000,0,0,0,0,一ゴロ
7,2000,1回裏,ヤクルト,石川 雅規,左,5.87,阪神,糸井 嘉男,左,.333,2,5,13,0,空三振
8,3000,,,,,,,,,,,,,,
9,0000,2回表,阪神,秋山 拓巳,右,2.84,ヤクルト,川端 慎吾,左,.227,1,3,3,0,三ゴロ
10,1000,2回表,阪神,秋山 拓巳,右,2.84,ヤクルト,雄平,左,.375,0,1,0,0,右飛
11,2000,2回表,阪神,秋山 拓巳,右,2.84,ヤクルト,坂口 智隆,左,.341,1,6,7,1,左飛
12,3000,,,,,,,,,,,,,,
13,0000,2回裏,ヤクルト,石川 雅規,左,5.87,阪神,ロサリオ,右,.208,1,6,4,0,四球
14,0100,2回裏,ヤクルト,石川 雅規,左,5.87,阪神,福留 孝介,左,.350,2,5,7,0,左飛
15,1100,2回裏,ヤクルト,石川 雅規,左,5.87,阪神,糸原 健斗,左,.326,0,2,3,0,中飛
16,2100,2回裏,ヤクルト,石川 雅規,左,5.87,阪神,大山 悠輔,右,.167,2,9,7,0,右飛
17,3000,,,,,,,,,,,,,,
18,0000,3回表,阪神,秋山 拓巳,右,2.84,ヤクルト,中村 悠平,右,.209,0,5,6,0,左安
19,0100,3回表,阪神,秋山 拓巳,右,2.84,ヤクルト,石川 雅規,左,.000,0,0,0,0,捕邪飛
20,1100,3回表,阪神,秋山 拓巳,右,2.84,ヤクルト,山田 哲人,右,.255,2,5,14,7,中飛
21,2100,3回表,阪神,秋山 拓巳,右,2.84,ヤクルト,西浦 直亨,右,.500,1,6,2,0,一失
22,2101,3回表,阪神,秋山 拓巳,右,2.84,ヤクルト,バレンティン,右,.240,3,12,7,0,左飛
23,3000,,,,,,,,,,,,,,
24,0000,3回裏,ヤクルト,石川 雅規,左,5.87,阪神,梅野 隆太郎,右,.152,1,3,4,1,四球
25,0100,3回裏,ヤクルト,石川 雅規,左,5.87,阪神,秋山 拓巳,左,.000,0,0,0,0,バ三振
26,1100,3回裏,ヤクルト,石川 雅規,左,5.87,阪神,俊介,右,.000,0,1,0,0,一飛
27,2100,3回裏,ヤクルト,石川 雅規,左,5.87,阪神,山崎 憲晴,右,.000,0,0,0,0,三ゴロ
28,3000,,,,,,,,,,,,,,
29,0000,4回表,阪神,秋山 拓巳,右,2.84,ヤクルト,青木 宣親,左,.269,0,8,3,0,二ゴロ
30,1000,4回表,阪神,秋山 拓巳,右,2.84,ヤクルト,川端 慎吾,左,.227,1,3,3,0,二ゴロ
31,2000,4回表,阪神,秋山 拓巳,右,2.84,ヤクルト,雄平,左,.375,0,1,0,0,中飛
32,3000,,,,,,,,,,,,,,
33,0000,4回裏,ヤクルト,石川 雅規,左,5.87,阪神,糸井 嘉男,左,.333,2,5,13,0,右安
34,0100,4回裏,ヤクルト,石川 雅規,左,5.87,阪神,ロサリオ,右,.208,1,6,4,0,投併打
35,2000,4回裏,ヤクルト,石川 雅規,左,5.87,阪神,福留 孝介,左,.350,2,5,7,0,左安
36,2010,4回裏,ヤクルト,石川 雅規,左,5.87,阪神,糸原 健斗,左,.326,0,2,3,0,投安
37,2101,4回裏,ヤクルト,石川 雅規,左,5.87,阪神,大山 悠輔,右,.167,2,9,7,0,四球
38,2111,4回裏,ヤクルト,石川 雅規,左,5.87,阪神,梅野 隆太郎,右,.152,1,3,4,1,右飛
39,3000,,,,,,,,,,,,,,
40,0000,5回表,阪神,秋山 拓巳,右,2.84,ヤクルト,坂口 智隆,左,.341,1,6,7,1,空三振
41,1000,5回表,阪神,秋山 拓巳,右,2.84,ヤクルト,中村 悠平,右,.209,0,5,6,0,二飛
42,2000,5回表,阪神,秋山 拓巳,右,2.84,ヤクルト,石川 雅規,左,.000,0,0,0,0,三ゴロ
43,3000,,,,,,,,,,,,,,
44,0000,5回裏,ヤクルト,石川 雅規,左,5.87,阪神,秋山 拓巳,左,.000,0,0,0,0,見三振
45,1000,5回裏,ヤクルト,石川 雅規,左,5.87,阪神,俊介,右,.000,0,1,0,0,右飛
46,2000,5回裏,ヤクルト,石川 雅規,左,5.87,阪神,山崎 憲晴,右,.000,0,0,0,0,中飛
47,3000,,,,,,,,,,,,,,
48,0000,6回表,阪神,秋山 拓巳,右,2.84,ヤクルト,山田 哲人,右,.255,2,5,14,7,中２
49,0010,6回表,阪神,秋山 拓巳,右,2.84,ヤクルト,西浦 直亨,右,.500,1,6,2,0,一犠打
50,1001,6回表,阪神,秋山 拓巳,右,2.84,ヤクルト,バレンティン,右,.240,3,12,7,0,左２
51,1010,6回表,阪神,秋山 拓巳,右,2.84,ヤクルト,青木 宣親,左,.269,0,8,3,0,左飛
52,2010,6回表,阪神,秋山 拓巳,右,2.84,ヤクルト,川端 慎吾,左,.227,1,3,3,0,空三振
53,3000,,,,,,,,,,,,,,
54,0000,6回裏,ヤクルト,石川 雅規,左,5.87,阪神,糸井 嘉男,左,.333,2,5,13,0,四球
55,0100,6回裏,ヤクルト,石川 雅規,左,5.87,阪神,ロサリオ,右,.208,1,6,4,0,空三振
56,1100,6回裏,ヤクルト,石川 雅規,左,5.87,阪神,福留 孝介,左,.350,2,5,7,0,右２
57,1011,6回裏,ヤクルト,石川 雅規,左,5.87,阪神,糸原 健斗,左,.326,0,2,3,0,一ゴロ
58,2011,6回裏,ヤクルト,近藤 一樹,右,0.00,阪神,大山 悠輔,右,.167,2,9,7,0,空三振
59,3000,,,,,,,,,,,,,,
60,0000,7回表,阪神,秋山 拓巳,右,2.84,ヤクルト,雄平,左,.375,0,1,0,0,左飛
61,1000,7回表,阪神,秋山 拓巳,右,2.84,ヤクルト,坂口 智隆,左,.341,1,6,7,1,右本
