,状況,回,守備チーム,投手,利き手,防御率,攻撃チーム,打者,打席,打率,本塁打数,打点,四球数,盗塁数,結果
0,0000,1回表,巨人,田口 麗斗,左,6.35,阪神,俊介,右,.000,0,0,0,0,二飛
1,1000,1回表,巨人,田口 麗斗,左,6.35,阪神,上本 博紀,右,.750,0,0,0,0,左安
2,1000,1回表,巨人,田口 麗斗,左,6.35,阪神,糸井 嘉男,左,.250,1,1,1,0,右本
3,2000,1回表,巨人,田口 麗斗,左,6.35,阪神,ロサリオ,右,.286,0,2,1,0,左飛
4,3000,,,,,,,,,,,,,,
5,0000,1回裏,阪神,藤浪 晋太郎,右,7.20,巨人,陽 岱鋼,右,.250,0,1,0,0,遊ゴロ
6,0100,1回裏,阪神,藤浪 晋太郎,右,7.20,巨人,吉川 尚輝,左,.143,0,0,0,0,三犠打
7,1010,1回裏,阪神,藤浪 晋太郎,右,7.20,巨人,坂本 勇人,右,.167,0,1,2,0,一ゴロ
8,2001,1回裏,阪神,藤浪 晋太郎,右,7.20,巨人,ゲレーロ,右,.250,0,0,0,0,中飛
9,3000,,,,,,,,,,,,,,
10,0000,2回表,巨人,田口 麗斗,左,6.35,阪神,福留 孝介,左,.714,1,2,0,0,右飛
11,1000,2回表,巨人,田口 麗斗,左,6.35,阪神,大山 悠輔,右,.429,1,3,0,0,左飛
12,2000,2回表,巨人,田口 麗斗,左,6.35,阪神,糸原 健斗,左,.571,0,0,0,0,左安
13,2100,2回表,巨人,田口 麗斗,左,6.35,阪神,梅野 隆太郎,右,.400,0,0,0,0,右安
14,2101,2回表,巨人,田口 麗斗,左,6.35,阪神,藤浪 晋太郎,右,.000,0,0,0,0,空三振
15,3000,,,,,,,,,,,,,,
16,0000,2回裏,阪神,藤浪 晋太郎,右,7.20,巨人,マギー,右,.000,0,0,0,0,投ゴロ
17,1000,2回裏,阪神,藤浪 晋太郎,右,7.20,巨人,岡本 和真,右,.429,0,2,1,0,中安
18,1100,2回裏,阪神,藤浪 晋太郎,右,7.20,巨人,長野 久義,右,.167,0,0,2,0,四球
19,1110,2回裏,阪神,藤浪 晋太郎,右,7.20,巨人,小林 誠司,右,1.000,0,0,2,0,四球
20,1111,2回裏,阪神,藤浪 晋太郎,右,7.20,巨人,田口 麗斗,左,.000,0,0,0,0,一ゴロ
21,2111,2回裏,阪神,藤浪 晋太郎,右,7.20,巨人,陽 岱鋼,右,.250,0,1,0,0,左飛
22,3000,,,,,,,,,,,,,,
23,0000,3回表,巨人,田口 麗斗,左,6.35,阪神,俊介,右,.000,0,0,0,0,左飛
24,1000,3回表,巨人,田口 麗斗,左,6.35,阪神,上本 博紀,右,.750,0,0,0,0,中２
25,1010,3回表,巨人,田口 麗斗,左,6.35,阪神,糸井 嘉男,左,.250,1,1,1,0,四球
26,1110,3回表,巨人,田口 麗斗,左,6.35,阪神,ロサリオ,右,.286,0,2,1,0,左安
27,1110,3回表,巨人,田口 麗斗,左,6.35,阪神,福留 孝介,左,.714,1,2,0,0,右安
28,1100,3回表,巨人,田口 麗斗,左,6.35,阪神,大山 悠輔,右,.429,1,3,0,0,中２
29,2010,3回表,巨人,田口 麗斗,左,6.35,阪神,糸原 健斗,左,.571,0,0,0,0,空三振
30,3000,,,,,,,,,,,,,,
31,0000,3回裏,阪神,藤浪 晋太郎,右,7.20,巨人,吉川 尚輝,左,.143,0,0,0,0,遊安
32,0100,3回裏,阪神,藤浪 晋太郎,右,7.20,巨人,坂本 勇人,右,.167,0,1,2,0,四球
33,0110,3回裏,阪神,藤浪 晋太郎,右,7.20,巨人,ゲレーロ,右,.250,0,0,0,0,二飛
34,1110,3回裏,阪神,藤浪 晋太郎,右,7.20,巨人,マギー,右,.000,0,0,0,0,投ゴロ
35,2011,3回裏,阪神,藤浪 晋太郎,右,7.20,巨人,岡本 和真,右,.429,0,2,1,0,中安
36,2010,3回裏,阪神,藤浪 晋太郎,右,7.20,巨人,長野 久義,右,.167,0,0,2,0,空三振
37,3000,,,,,,,,,,,,,,
38,0000,4回表,巨人,田口 麗斗,左,6.35,阪神,梅野 隆太郎,右,.400,0,0,0,0,二飛
39,1000,4回表,巨人,田口 麗斗,左,6.35,阪神,藤浪 晋太郎,右,.000,0,0,0,0,見三振
40,2000,4回表,巨人,田口 麗斗,左,6.35,阪神,俊介,右,.000,0,0,0,0,空三振
41,3000,,,,,,,,,,,,,,
42,0000,4回裏,阪神,藤浪 晋太郎,右,7.20,巨人,小林 誠司,右,1.000,0,0,2,0,左２
43,0010,4回裏,阪神,藤浪 晋太郎,右,7.20,巨人,田口 麗斗,左,.000,0,0,0,0,投犠打
44,1001,4回裏,阪神,藤浪 晋太郎,右,7.20,巨人,陽 岱鋼,右,.250,0,1,0,0,空三振
45,2001,4回裏,阪神,藤浪 晋太郎,右,7.20,巨人,吉川 尚輝,左,.143,0,0,0,0,空三振
46,3000,,,,,,,,,,,,,,
47,0000,5回表,巨人,田口 麗斗,左,6.35,阪神,上本 博紀,右,.750,0,0,0,0,中安
48,0100,5回表,巨人,田口 麗斗,左,6.35,阪神,糸井 嘉男,左,.250,1,1,1,0,二併打
49,2000,5回表,巨人,田口 麗斗,左,6.35,阪神,ロサリオ,右,.286,0,2,1,0,四球
50,2100,5回表,巨人,田口 麗斗,左,6.35,阪神,福留 孝介,左,.714,1,2,0,0,右安
51,2101,5回表,巨人,田口 麗斗,左,6.35,阪神,大山 悠輔,右,.429,1,3,0,0,遊ゴロ
52,3000,,,,,,,,,,,,,,
53,0000,5回裏,阪神,藤浪 晋太郎,右,7.20,巨人,坂本 勇人,右,.167,0,1,2,0,遊ゴロ
54,1000,5回裏,阪神,藤浪 晋太郎,右,7.20,巨人,ゲレーロ,右,.250,0,0,0,0,左安
55,2000,5回裏,阪神,藤浪 晋太郎,右,7.20,巨人,マギー,右,.000,0,0,0,0,空三振
56,3000,,,,,,,,,,,,,,
57,0000,6回表,巨人,田口 麗斗,左,6.35,阪神,糸原 健斗,左,.571,0,0,0,0,左安
58,0100,6回表,巨人,田口 麗斗,左,6.35,阪神,梅野 隆太郎,右,.400,0,0,0,0,投犠打
59,1010,6回表,巨人,田口 麗斗,左,6.35,阪神,藤浪 晋太郎,右,.000,0,0,0,0,四球
60,1110,6回表,巨人,田口 麗斗,左,6.35,阪神,俊介,右,.000,0,0,0,0,右飛
61,2110,6回表,巨人,谷岡 竜平,右,0.00,阪神,上本 博紀,右,.750,0,0,0,0,三ゴロ
62,3000,,,,,,,,,,,,,,
63,0000,6回裏,阪神,藤浪 晋太郎,右,7.20,巨人,岡本 和真,右,.429,0,2,1,0,左安
64,0100,6回裏,阪神,藤浪 晋太郎,右,7.20,巨人,長野 久義,右,.167,0,0,2,0,四球
65,0110,6回裏,阪神,藤浪 晋太郎,右,7.20,巨人,小林 誠司,右,1.000,0,0,2,0,四球
66,0111,6回裏,阪神,岩崎 優,左,0.00,巨人,阿部 慎之助,左,-,0,0,0,0,四球
67,0111,6回裏,阪神,岩崎 優,左,0.00,巨人,陽 岱鋼,右,.250,0,1,0,0,空三振
68,1111,6回裏,阪神,岩崎 優,左,0.00,巨人,吉川 尚輝,左,.143,0,0,0,0,空三振
69,2111,6回裏,阪神,岩崎 優,左,0.00,巨人,坂本 勇人,右,.167,0,1,2,0,中安
70,2111,6回裏,阪神,岩崎 優,左,0.00,巨人,ゲレーロ,右,.250,0,0,0,0,空三振
71,3000,,,,,,,,,,,,,,
72,0000,7回表,巨人,澤村 拓一,右,0.00,阪神,糸井 嘉男,左,.250,1,1,1,0,空三振
73,1000,7回表,巨人,澤村 拓一,右,0.00,阪神,ロサリオ,右,.286,0,2,1,0,空三振
74,2000,7回表,巨人,澤村 拓一,右,0.00,阪神,福留 孝介,左,.714,1,2,0,0,二ゴロ
75,3000,,,,,,,,,,,,,,
76,0000,7回裏,阪神,桑原 謙太朗,右,9.00,巨人,マギー,右,.000,0,0,0,0,中２
77,0010,7回裏,阪神,桑原 謙太朗,右,9.00,巨人,岡本 和真,右,.429,0,2,1,0,四球
78,0110,7回裏,阪神,桑原 謙太朗,右,9.00,巨人,長野 久義,右,.167,0,0,2,0,一邪飛
79,1110,7回裏,阪神,桑原 謙太朗,右,9.00,巨人,小林 誠司,右,1.000,0,0,2,0,中安
80,1110,7回裏,阪神,桑原 謙太朗,右,9.00,巨人,田中 俊太,左,1.000,0,0,0,0,見三振
81,2110,7回裏,阪神,桑原 謙太朗,右,9.00,巨人,陽 岱鋼,右,.250,0,1,0,0,空三振
82,3000,,,,,,,,,,,,,,
83,0000,8回表,巨人,上原 浩治,右,0.00,阪神,大山 悠輔,右,.429,1,3,0,0,空三振
84,1000,8回表,巨人,上原 浩治,右,0.00,阪神,糸原 健斗,左,.571,0,0,0,0,左飛
85,2000,8回表,巨人,上原 浩治,右,0.00,阪神,高山 俊,左,.400,0,1,0,0,二ゴロ
86,3000,,,,,,,,,,,,,,
87,0000,8回裏,阪神,藤川 球児,右,27.00,巨人,吉川 尚輝,左,.143,0,0,0,0,左２
88,0010,8回裏,阪神,藤川 球児,右,27.00,巨人,坂本 勇人,右,.167,0,1,2,0,見三振
89,1010,8回裏,阪神,藤川 球児,右,27.00,巨人,ゲレーロ,右,.250,0,0,0,0,四球
90,1110,8回裏,阪神,藤川 球児,右,27.00,巨人,吉川 大幾,右,-,0,0,0,0,捕ゴロ
91,2110,8回裏,阪神,藤川 球児,右,27.00,巨人,岡本 和真,右,.429,0,2,1,0,左本
92,2000,8回裏,阪神,藤川 球児,右,27.00,巨人,長野 久義,右,.167,0,0,2,0,中飛
93,3000,,,,,,,,,,,,,,
94,0000,9回表,巨人,カミネロ,右,0.00,阪神,鳥谷 敬,左,.200,0,0,0,0,投安
95,0100,9回表,巨人,カミネロ,右,0.00,阪神,西岡 剛,左,-,0,0,0,0,空三振
96,1100,9回表,巨人,カミネロ,右,0.00,阪神,伊藤 隼太,左,-,0,0,0,0,中飛
97,2100,9回表,巨人,カミネロ,右,0.00,阪神,糸井 嘉男,左,.250,1,1,1,0,空振り
98,3000,,,,,,,,,,,,,,
