,状況,回,守備チーム,投手,利き手,防御率,攻撃チーム,打者,打席,打率,本塁打数,打点,四球数,盗塁数,結果
0,0000,1回表,オリックス,ローチ,右,5.01,ソフトバンク,上林 誠知,左,.274,22,61,29,12,右本
1,0000,1回表,オリックス,ローチ,右,5.01,ソフトバンク,牧原 大成,左,.320,3,26,8,8,中２
2,0010,1回表,オリックス,ローチ,右,5.01,ソフトバンク,グラシアル,右,.309,8,25,9,1,投ゴロ
3,1001,1回表,オリックス,ローチ,右,5.01,ソフトバンク,柳田 悠岐,左,.360,34,97,59,20,右安
4,1100,1回表,オリックス,ローチ,右,5.01,ソフトバンク,デスパイネ,右,.245,27,67,49,0,見三振
5,2100,1回表,オリックス,ローチ,右,5.01,ソフトバンク,中村 晃,左,.291,13,53,56,1,投安
6,2110,1回表,オリックス,ローチ,右,5.01,ソフトバンク,松田 宣浩,右,.249,28,74,49,3,遊ゴロ
7,3000,,,,,,,,,,,,,,
8,0000,1回裏,ソフトバンク,東浜 巨,右,3.69,オリックス,宗 佑磨,左,.227,2,18,15,3,中飛
9,1000,1回裏,ソフトバンク,東浜 巨,右,3.69,オリックス,福田 周平,左,.268,0,14,27,16,四球
10,1100,1回裏,ソフトバンク,東浜 巨,右,3.69,オリックス,ロメロ,右,.238,24,60,38,7,三併打
11,3000,,,,,,,,,,,,,,
12,0000,2回表,オリックス,ローチ,右,5.01,ソフトバンク,高田 知季,左,.218,2,10,10,2,四球
13,0100,2回表,オリックス,ローチ,右,5.01,ソフトバンク,甲斐 拓也,右,.211,7,32,23,2,捕犠打
14,1010,2回表,オリックス,ローチ,右,5.01,ソフトバンク,上林 誠知,左,.274,22,61,29,12,二ゴロ
15,2001,2回表,オリックス,ローチ,右,5.01,ソフトバンク,牧原 大成,左,.320,3,26,8,8,左飛
16,3000,,,,,,,,,,,,,,
17,0000,2回裏,ソフトバンク,東浜 巨,右,3.69,オリックス,吉田 正尚,左,.311,23,81,68,3,左２
18,0010,2回裏,ソフトバンク,東浜 巨,右,3.69,オリックス,中島 宏之,右,.307,5,31,19,0,左飛
19,1010,2回裏,ソフトバンク,東浜 巨,右,3.69,オリックス,Ｔ－岡田,左,.223,11,41,29,2,四球
20,1110,2回裏,ソフトバンク,東浜 巨,右,3.69,オリックス,安達 了一,右,.215,3,39,25,18,右飛
21,2110,2回裏,ソフトバンク,東浜 巨,右,3.69,オリックス,大城 滉二,右,.231,4,24,27,14,中安
22,2011,2回裏,ソフトバンク,東浜 巨,右,3.69,オリックス,若月 健矢,右,.234,1,23,6,1,遊ゴロ
23,3000,,,,,,,,,,,,,,
24,0000,3回表,オリックス,ローチ,右,5.01,ソフトバンク,グラシアル,右,.309,8,25,9,1,中安
25,0100,3回表,オリックス,ローチ,右,5.01,ソフトバンク,柳田 悠岐,左,.360,34,97,59,20,左飛
26,1100,3回表,オリックス,ローチ,右,5.01,ソフトバンク,デスパイネ,右,.245,27,67,49,0,中２
27,1011,3回表,オリックス,ローチ,右,5.01,ソフトバンク,中村 晃,左,.291,13,53,56,1,二ゴロ
28,2101,3回表,オリックス,ローチ,右,5.01,ソフトバンク,松田 宣浩,右,.249,28,74,49,3,捕飛
29,3000,,,,,,,,,,,,,,
30,0000,3回裏,ソフトバンク,東浜 巨,右,3.69,オリックス,宗 佑磨,左,.227,2,18,15,3,投ゴロ
31,1000,3回裏,ソフトバンク,東浜 巨,右,3.69,オリックス,福田 周平,左,.268,0,14,27,16,左飛
32,2000,3回裏,ソフトバンク,東浜 巨,右,3.69,オリックス,ロメロ,右,.238,24,60,38,7,見三振
33,3000,,,,,,,,,,,,,,
34,0000,4回表,オリックス,ローチ,右,5.01,ソフトバンク,高田 知季,左,.218,2,10,10,2,左安
35,0100,4回表,オリックス,ローチ,右,5.01,ソフトバンク,甲斐 拓也,右,.211,7,32,23,2,投犠打
36,1010,4回表,オリックス,ローチ,右,5.01,ソフトバンク,上林 誠知,左,.274,22,61,29,12,左邪飛
37,2010,4回表,オリックス,ローチ,右,5.01,ソフトバンク,牧原 大成,左,.320,3,26,8,8,中飛
38,3000,,,,,,,,,,,,,,
39,0000,4回裏,ソフトバンク,東浜 巨,右,3.69,オリックス,吉田 正尚,左,.311,23,81,68,3,遊ゴロ
40,1000,4回裏,ソフトバンク,東浜 巨,右,3.69,オリックス,中島 宏之,右,.307,5,31,19,0,右安
41,1100,4回裏,ソフトバンク,東浜 巨,右,3.69,オリックス,Ｔ－岡田,左,.223,11,41,29,2,空三振
42,2100,4回裏,ソフトバンク,東浜 巨,右,3.69,オリックス,安達 了一,右,.215,3,39,25,18,遊飛
43,3000,,,,,,,,,,,,,,
44,0000,5回表,オリックス,ローチ,右,5.01,ソフトバンク,グラシアル,右,.309,8,25,9,1,中安
45,0100,5回表,オリックス,ローチ,右,5.01,ソフトバンク,柳田 悠岐,左,.360,34,97,59,20,中３
46,0001,5回表,オリックス,ローチ,右,5.01,ソフトバンク,デスパイネ,右,.245,27,67,49,0,左安
47,0100,5回表,オリックス,青山 大紀,右,4.50,ソフトバンク,中村 晃,左,.291,13,53,56,1,右安
48,0101,5回表,オリックス,青山 大紀,右,4.50,ソフトバンク,松田 宣浩,右,.249,28,74,49,3,四球
49,0111,5回表,オリックス,青山 大紀,右,4.50,ソフトバンク,高田 知季,左,.218,2,10,10,2,中安
50,0110,5回表,オリックス,青山 大紀,右,4.50,ソフトバンク,甲斐 拓也,右,.211,7,32,23,2,捕犠打
51,1011,5回表,オリックス,齋藤 綱記,左,5.40,ソフトバンク,上林 誠知,左,.274,22,61,29,12,空三振
52,2011,5回表,オリックス,齋藤 綱記,左,5.40,ソフトバンク,牧原 大成,左,.320,3,26,8,8,二ゴロ
53,3000,,,,,,,,,,,,,,
54,0000,5回裏,ソフトバンク,東浜 巨,右,3.69,オリックス,大城 滉二,右,.231,4,24,27,14,中安
55,0100,5回裏,ソフトバンク,東浜 巨,右,3.69,オリックス,若月 健矢,右,.234,1,23,6,1,中２
56,0011,5回裏,ソフトバンク,東浜 巨,右,3.69,オリックス,宗 佑磨,左,.227,2,18,15,3,二ゴロ
57,1001,,,,,,,,,,,,,,二ゴロ
58,2000,,,,,,,,,,,,,,
59,3000,,,,,,,,,,,,,,
