,状況,回,守備チーム,投手,利き手,防御率,攻撃チーム,打者,打席,打率,本塁打数,打点,四球数,盗塁数,結果
0,0000,1回表,ロッテ,二木 康太,右,2.27,オリックス,福田 周平,左,.261,0,10,15,9,右安
1,0100,1回表,ロッテ,二木 康太,右,2.27,オリックス,小田 裕也,左,.287,2,10,9,8,左邪飛
2,1010,1回表,ロッテ,二木 康太,右,2.27,オリックス,ロメロ,右,.236,18,45,24,6,空三振
3,2010,1回表,ロッテ,二木 康太,右,2.27,オリックス,吉田 正尚,左,.308,21,73,52,2,見三振
4,3000,,,,,,,,,,,,,,
5,0000,1回裏,オリックス,ディクソン,右,3.64,ロッテ,岡 大海,右,.178,0,10,9,6,四球
6,0100,1回裏,オリックス,ディクソン,右,3.64,ロッテ,藤岡 裕大,左,.248,5,37,37,13,捕犠打
7,1010,1回裏,オリックス,ディクソン,右,3.64,ロッテ,中村 奨吾,右,.292,5,49,50,28,死球
8,1110,1回裏,オリックス,ディクソン,右,3.64,ロッテ,井上 晴哉,右,.292,19,73,44,1,空三振
9,2110,1回裏,オリックス,ディクソン,右,3.64,ロッテ,角中 勝也,左,.283,5,44,31,3,空三振
10,3000,,,,,,,,,,,,,,
11,0000,2回表,ロッテ,二木 康太,右,2.27,オリックス,伏見 寅威,右,.288,1,17,10,0,遊ゴロ
12,1000,2回表,ロッテ,二木 康太,右,2.27,オリックス,Ｔ－岡田,左,.236,10,35,25,2,中飛
13,2000,2回表,ロッテ,二木 康太,右,2.27,オリックス,安達 了一,右,.207,3,35,16,13,右安
14,2100,2回表,ロッテ,二木 康太,右,2.27,オリックス,大城 滉二,右,.234,4,23,25,10,ボール
15,3000,,,,,,,,,,,,,,
16,0000,2回裏,オリックス,ディクソン,右,3.64,ロッテ,鈴木 大地,左,.256,2,29,34,8,二ゴロ
17,1000,2回裏,オリックス,ディクソン,右,3.64,ロッテ,根元 俊一,左,.214,0,3,0,0,空三振
18,2000,2回裏,オリックス,ディクソン,右,3.64,ロッテ,田村 龍弘,右,.250,3,29,31,3,中飛
19,3000,,,,,,,,,,,,,,
20,0000,3回表,ロッテ,二木 康太,右,2.27,オリックス,大城 滉二,右,.234,4,23,25,10,左飛
21,1000,3回表,ロッテ,二木 康太,右,2.27,オリックス,若月 健矢,右,.209,0,16,6,1,空三振
22,2000,3回表,ロッテ,二木 康太,右,2.27,オリックス,福田 周平,左,.261,0,10,15,9,二直
23,3000,,,,,,,,,,,,,,
24,0000,3回裏,オリックス,ディクソン,右,3.64,ロッテ,平沢 大河,左,.209,1,19,32,4,二直
25,1000,3回裏,オリックス,ディクソン,右,3.64,ロッテ,岡 大海,右,.178,0,10,9,6,一ゴロ
26,2000,3回裏,オリックス,ディクソン,右,3.64,ロッテ,藤岡 裕大,左,.248,5,37,37,13,見三振
27,3000,,,,,,,,,,,,,,
28,0000,4回表,ロッテ,二木 康太,右,2.27,オリックス,小田 裕也,左,.287,2,10,9,8,遊直
29,1000,4回表,ロッテ,二木 康太,右,2.27,オリックス,ロメロ,右,.236,18,45,24,6,見三振
30,2000,4回表,ロッテ,二木 康太,右,2.27,オリックス,吉田 正尚,左,.308,21,73,52,2,右２
31,2010,4回表,ロッテ,二木 康太,右,2.27,オリックス,伏見 寅威,右,.288,1,17,10,0,遊飛
