,状況,回,守備チーム,投手,利き手,防御率,攻撃チーム,打者,打席,打率,本塁打数,打点,四球数,盗塁数,結果
0,0000,1回表,西武,今井 達也,右,5.70,ソフトバンク,上林 誠知,左,.264,15,45,21,10,三飛
1,1000,1回表,西武,今井 達也,右,5.70,ソフトバンク,牧原 大成,左,.338,2,12,2,3,空三振
2,2000,1回表,西武,今井 達也,右,5.70,ソフトバンク,内川 聖一,右,.250,8,29,9,1,三ゴロ
3,3000,,,,,,,,,,,,,,
4,0000,1回裏,ソフトバンク,石川 柊太,右,4.06,西武,秋山 翔吾,左,.332,15,52,49,8,空三振
5,1000,1回裏,ソフトバンク,石川 柊太,右,4.06,西武,源田 壮亮,左,.275,1,39,29,27,一ゴロ
6,2000,1回裏,ソフトバンク,石川 柊太,右,4.06,西武,浅村 栄斗,右,.318,22,77,46,3,一ゴロ
7,3000,,,,,,,,,,,,,,
8,0000,2回表,西武,今井 達也,右,5.70,ソフトバンク,デスパイネ,右,.227,22,52,46,0,中安
9,0100,2回表,西武,今井 達也,右,5.70,ソフトバンク,中村 晃,左,.295,9,34,35,1,四球
10,0011,2回表,西武,今井 達也,右,5.70,ソフトバンク,長谷川 勇也,左,.323,2,10,2,0,二ゴロ
11,1001,2回表,西武,今井 達也,右,5.70,ソフトバンク,松田 宣浩,右,.230,18,44,31,2,見三振
12,2001,2回表,西武,今井 達也,右,5.70,ソフトバンク,甲斐 拓也,右,.234,5,22,17,2,中飛
13,3000,,,,,,,,,,,,,,
14,0000,2回裏,ソフトバンク,石川 柊太,右,4.06,西武,山川 穂高,右,.284,28,81,60,0,投ゴロ
15,1000,2回裏,ソフトバンク,石川 柊太,右,4.06,西武,森 友哉,左,.293,11,58,41,5,中安
16,1100,2回裏,ソフトバンク,石川 柊太,右,4.06,西武,外崎 修汰,右,.282,13,54,41,22,左本
17,1000,2回裏,ソフトバンク,石川 柊太,右,4.06,西武,メヒア,右,.222,8,16,13,0,三邪飛
18,2000,2回裏,ソフトバンク,石川 柊太,右,4.06,西武,中村 剛也,右,.198,12,23,14,0,左本
19,2000,2回裏,ソフトバンク,石川 柊太,右,4.06,西武,斉藤 彰吾,左,.333,1,6,2,4,右安
20,2010,2回裏,ソフトバンク,石川 柊太,右,4.06,西武,秋山 翔吾,左,.332,15,52,49,8,四球
21,2110,2回裏,ソフトバンク,石川 柊太,右,4.06,西武,源田 壮亮,左,.275,1,39,29,27,左２
22,2001,2回裏,ソフトバンク,石川 柊太,右,4.06,西武,浅村 栄斗,右,.318,22,77,46,3,右２
23,2010,2回裏,ソフトバンク,石川 柊太,右,4.06,西武,山川 穂高,右,.284,28,81,60,0,四球
24,2110,2回裏,ソフトバンク,石川 柊太,右,4.06,西武,森 友哉,左,.293,11,58,41,5,右２
25,2011,2回裏,ソフトバンク,高橋 礼,右,3.06,西武,外崎 修汰,右,.282,13,54,41,22,二ゴロ
26,3000,,,,,,,,,,,,,,
27,0000,3回表,西武,今井 達也,右,5.70,ソフトバンク,今宮 健太,右,.235,4,21,16,3,遊ゴロ
28,1000,3回表,西武,今井 達也,右,5.70,ソフトバンク,上林 誠知,左,.264,15,45,21,10,空三振
