,状況,回,守備チーム,投手,利き手,防御率,攻撃チーム,打者,打席,打率,本塁打数,打点,四球数,盗塁数,結果
0,0000,1回表,ソフトバンク,東浜 巨,右,2.25,日本ハム,西川 遥輝,左,.222,0,1,3,2,二失
1,0000,1回表,ソフトバンク,東浜 巨,右,2.25,日本ハム,大田 泰示,右,.200,0,1,0,1,左安
2,1100,1回表,ソフトバンク,東浜 巨,右,2.25,日本ハム,近藤 健介,左,.300,1,3,1,0,遊併打
3,3000,,,,,,,,,,,,,,
4,0000,1回裏,日本ハム,杉浦 稔大,右,5.40,ソフトバンク,上林 誠知,左,.231,0,0,0,0,空三振
5,1000,1回裏,日本ハム,杉浦 稔大,右,5.40,ソフトバンク,明石 健志,左,.333,1,1,1,0,右本
6,1000,1回裏,日本ハム,杉浦 稔大,右,5.40,ソフトバンク,グラシアル,右,.333,0,0,2,0,四球
7,1100,1回裏,日本ハム,杉浦 稔大,右,5.40,ソフトバンク,柳田 悠岐,左,.125,0,1,4,0,四球
8,1110,1回裏,日本ハム,杉浦 稔大,右,5.40,ソフトバンク,デスパイネ,右,.500,3,6,1,0,見三振
9,2110,1回裏,日本ハム,杉浦 稔大,右,5.40,ソフトバンク,中村 晃,左,.417,2,2,0,0,右飛
10,3000,,,,,,,,,,,,,,
11,0000,2回表,ソフトバンク,東浜 巨,右,2.25,日本ハム,中田 翔,右,.111,0,0,2,0,見三振
12,1000,2回表,ソフトバンク,東浜 巨,右,2.25,日本ハム,アルシア,左,.364,0,1,0,0,空三振
13,2000,2回表,ソフトバンク,東浜 巨,右,2.25,日本ハム,横尾 俊建,右,.400,2,2,1,0,左本
14,2000,2回表,ソフトバンク,東浜 巨,右,2.25,日本ハム,鶴岡 慎也,右,.375,0,0,0,0,中安
15,3000,,,,,,,,,,,,,,
16,0000,2回裏,日本ハム,杉浦 稔大,右,5.40,ソフトバンク,松田 宣浩,右,.091,1,1,0,0,一飛
17,1000,2回裏,日本ハム,杉浦 稔大,右,5.40,ソフトバンク,高田 知季,左,.222,0,1,0,0,空三振
18,2000,2回裏,日本ハム,杉浦 稔大,右,5.40,ソフトバンク,甲斐 拓也,右,.375,1,2,0,0,中安
19,2100,2回裏,日本ハム,杉浦 稔大,右,5.40,ソフトバンク,上林 誠知,左,.231,0,0,0,0,空三振
20,3000,,,,,,,,,,,,,,
21,0000,3回表,ソフトバンク,東浜 巨,右,2.25,日本ハム,渡邉 諒,右,.000,0,0,0,0,三ゴロ
22,1000,3回表,ソフトバンク,東浜 巨,右,2.25,日本ハム,中島 卓也,左,.000,0,1,1,0,二ゴロ
23,2000,3回表,ソフトバンク,東浜 巨,右,2.25,日本ハム,西川 遥輝,左,.222,0,1,3,2,右飛
24,3000,,,,,,,,,,,,,,
25,0000,3回裏,日本ハム,杉浦 稔大,右,5.40,ソフトバンク,明石 健志,左,.333,1,1,1,0,遊ゴロ
26,1000,3回裏,日本ハム,杉浦 稔大,右,5.40,ソフトバンク,グラシアル,右,.333,0,0,2,0,右飛
27,2000,3回裏,日本ハム,杉浦 稔大,右,5.40,ソフトバンク,柳田 悠岐,左,.125,0,1,4,0,中飛
28,3000,,,,,,,,,,,,,,
29,0000,4回表,ソフトバンク,東浜 巨,右,2.25,日本ハム,大田 泰示,右,.200,0,1,0,1,中飛
30,1000,4回表,ソフトバンク,東浜 巨,右,2.25,日本ハム,近藤 健介,左,.300,1,3,1,0,四球
31,1100,4回表,ソフトバンク,東浜 巨,右,2.25,日本ハム,中田 翔,右,.111,0,0,2,0,遊併打
32,3000,,,,,,,,,,,,,,
33,0000,4回裏,日本ハム,杉浦 稔大,右,5.40,ソフトバンク,デスパイネ,右,.500,3,6,1,0,中本
34,0000,4回裏,日本ハム,杉浦 稔大,右,5.40,ソフトバンク,中村 晃,左,.417,2,2,0,0,遊ゴロ
35,1000,4回裏,日本ハム,井口 和朋,右,5.40,ソフトバンク,松田 宣浩,右,.091,1,1,0,0,左本
36,1000,4回裏,日本ハム,井口 和朋,右,5.40,ソフトバンク,高田 知季,左,.222,0,1,0,0,二ゴロ
37,2000,4回裏,日本ハム,井口 和朋,右,5.40,ソフトバンク,甲斐 拓也,右,.375,1,2,0,0,遊ゴロ
38,3000,,,,,,,,,,,,,,
39,0000,5回表,ソフトバンク,東浜 巨,右,2.25,日本ハム,アルシア,左,.364,0,1,0,0,右安
40,0100,5回表,ソフトバンク,東浜 巨,右,2.25,日本ハム,横尾 俊建,右,.400,2,2,1,0,四球
41,0110,5回表,ソフトバンク,石川 柊太,右,3.00,日本ハム,鶴岡 慎也,右,.375,0,0,0,0,投ゴロ
42,1110,5回表,ソフトバンク,石川 柊太,右,3.00,日本ハム,田中 賢介,左,.125,0,0,0,0,空三振
43,2110,5回表,ソフトバンク,石川 柊太,右,3.00,日本ハム,中島 卓也,左,.000,0,1,1,0,一ゴロ
44,3000,,,,,,,,,,,,,,
45,0000,5回裏,日本ハム,公文 克彦,左,0.00,ソフトバンク,上林 誠知,左,.231,0,0,0,0,右飛
46,1000,5回裏,日本ハム,公文 克彦,左,0.00,ソフトバンク,川島 慶三,右,1.000,0,0,0,0,中安
47,1100,5回裏,日本ハム,公文 克彦,左,0.00,ソフトバンク,グラシアル,右,.333,0,0,2,0,遊安
48,1110,5回裏,日本ハム,公文 克彦,左,0.00,ソフトバンク,柳田 悠岐,左,.125,0,1,4,0,二併打
49,3000,,,,,,,,,,,,,,
50,0000,6回表,ソフトバンク,石川 柊太,右,3.00,日本ハム,西川 遥輝,左,.222,0,1,3,2,四球
51,0010,6回表,ソフトバンク,石川 柊太,右,3.00,日本ハム,大田 泰示,右,.200,0,1,0,1,二ゴロ
52,1001,6回表,ソフトバンク,石川 柊太,右,3.00,日本ハム,近藤 健介,左,.300,1,3,1,0,中安
53,1100,6回表,ソフトバンク,石川 柊太,右,3.00,日本ハム,中田 翔,右,.111,0,0,2,0,三ゴロ
54,2010,6回表,ソフトバンク,石川 柊太,右,3.00,日本ハム,アルシア,左,.364,0,1,0,0,空三振
55,3000,,,,,,,,,,,,,,
56,0000,6回裏,日本ハム,トンキン,右,18.00,ソフトバンク,デスパイネ,右,.500,3,6,1,0,左本
57,0000,6回裏,日本ハム,トンキン,右,18.00,ソフトバンク,中村 晃,左,.417,2,2,0,0,右本
58,0000,6回裏,日本ハム,堀 瑞輝,左,0.00,ソフトバンク,松田 宣浩,右,.091,1,1,0,0,空三振
59,1000,6回裏,日本ハム,堀 瑞輝,左,0.00,ソフトバンク,高田 知季,左,.222,0,1,0,0,空三振
60,2000,6回裏,日本ハム,堀 瑞輝,左,0.00,ソフトバンク,甲斐 拓也,右,.375,1,2,0,0,四球
61,2100,6回裏,日本ハム,堀 瑞輝,左,0.00,ソフトバンク,上林 誠知,左,.231,0,0,0,0,左安
62,2110,6回裏,日本ハム,堀 瑞輝,左,0.00,ソフトバンク,川島 慶三,右,1.000,0,0,0,0,左安
63,2111,6回裏,日本ハム,堀 瑞輝,左,0.00,ソフトバンク,グラシアル,右,.333,0,0,2,0,左飛
64,3000,,,,,,,,,,,,,,
65,0000,7回表,ソフトバンク,石川 柊太,右,3.00,日本ハム,横尾 俊建,右,.400,2,2,1,0,左安
66,0100,7回表,ソフトバンク,石川 柊太,右,3.00,日本ハム,鶴岡 慎也,右,.375,0,0,0,0,右安
67,0110,7回表,ソフトバンク,嘉弥真 新也,左,0.00,日本ハム,田中 賢介,左,.125,0,0,0,0,空三振
68,1110,7回表,ソフトバンク,嘉弥真 新也,左,0.00,日本ハム,杉谷 拳士,右,-,0,0,0,0,捕邪飛
69,2110,7回表,ソフトバンク,嘉弥真 新也,左,0.00,日本ハム,西川 遥輝,左,.222,0,1,3,2,右飛
70,3000,,,,,,,,,,,,,,
71,0000,7回裏,日本ハム,堀 瑞輝,左,0.00,ソフトバンク,柳田 悠岐,左,.125,0,1,4,0,遊ゴロ
72,1000,7回裏,日本ハム,浦野 博司,右,0.00,ソフトバンク,デスパイネ,右,.500,3,6,1,0,左安
73,1100,7回裏,日本ハム,浦野 博司,右,0.00,ソフトバンク,中村 晃,左,.417,2,2,0,0,二ゴロ
74,2010,7回裏,日本ハム,浦野 博司,右,0.00,ソフトバンク,松田 宣浩,右,.091,1,1,0,0,左安
75,2101,7回裏,日本ハム,浦野 博司,右,0.00,ソフトバンク,高田 知季,左,.222,0,1,0,0,空三振
76,3000,,,,,,,,,,,,,,
77,0000,8回表,ソフトバンク,加治屋 蓮,右,6.75,日本ハム,大田 泰示,右,.200,0,1,0,1,三ゴロ
