,状況,回,守備チーム,投手,利き手,防御率,攻撃チーム,打者,打席,打率,本塁打数,打点,四球数,盗塁数,結果
0,0000,1回表,中日,笠原 祥太郎,左,4.18,広島,野間 峻祥,左,.292,4,38,24,16,四球
1,0100,1回表,中日,笠原 祥太郎,左,4.18,広島,菊池 涼介,右,.239,12,51,42,9,投犠打
2,1010,1回表,中日,笠原 祥太郎,左,4.18,広島,丸 佳浩,左,.322,34,81,109,10,四球
3,1110,1回表,中日,笠原 祥太郎,左,4.18,広島,鈴木 誠也,右,.330,28,83,71,4,左飛
4,2110,1回表,中日,笠原 祥太郎,左,4.18,広島,松山 竜平,左,.309,11,65,37,2,左飛
5,3000,,,,,,,,,,,,,,
6,0000,1回裏,広島,野村 祐輔,右,4.07,中日,平田 良介,右,.337,7,48,57,8,二ゴロ
7,1000,1回裏,広島,野村 祐輔,右,4.07,中日,京田 陽太,左,.229,3,39,16,18,左飛
8,2000,1回裏,広島,野村 祐輔,右,4.07,中日,大島 洋平,左,.278,6,51,39,19,一ゴロ
9,3000,,,,,,,,,,,,,,
10,0000,2回表,中日,笠原 祥太郎,左,4.18,広島,西川 龍馬,左,.323,6,40,20,3,二ゴロ
11,1000,2回表,中日,笠原 祥太郎,左,4.18,広島,田中 広輔,左,.259,9,51,64,21,投ゴロ
12,2000,2回表,中日,笠原 祥太郎,左,4.18,広島,會澤 翼,右,.314,12,36,30,0,右安
13,2100,2回表,中日,笠原 祥太郎,左,4.18,広島,野村 祐輔,右,.094,0,1,2,0,空三振
14,3000,,,,,,,,,,,,,,
15,0000,2回裏,広島,野村 祐輔,右,4.07,中日,ビシエド,右,.353,24,92,48,1,中安
16,0100,2回裏,広島,野村 祐輔,右,4.07,中日,アルモンテ,左,.310,12,65,35,1,三併打
17,2000,2回裏,広島,野村 祐輔,右,4.07,中日,高橋 周平,左,.259,10,56,28,0,四球
18,2010,2回裏,広島,野村 祐輔,右,4.07,中日,福田 永将,右,.274,11,57,34,0,見三振
19,3000,,,,,,,,,,,,,,
20,0000,3回表,中日,笠原 祥太郎,左,4.18,広島,野間 峻祥,左,.292,4,38,24,16,二ゴロ
21,1000,3回表,中日,笠原 祥太郎,左,4.18,広島,菊池 涼介,右,.239,12,51,42,9,右飛
22,2000,3回表,中日,笠原 祥太郎,左,4.18,広島,丸 佳浩,左,.322,34,81,109,10,一ゴロ
23,3000,,,,,,,,,,,,,,
24,0000,3回裏,広島,野村 祐輔,右,4.07,中日,松井 雅人,左,.220,2,20,27,0,中安
25,0100,3回裏,広島,野村 祐輔,右,4.07,中日,笠原 祥太郎,左,.115,0,1,1,0,投犠打
26,1010,3回裏,広島,野村 祐輔,右,4.07,中日,平田 良介,右,.337,7,48,57,8,捕邪飛
27,2010,3回裏,広島,野村 祐輔,右,4.07,中日,京田 陽太,左,.229,3,39,16,18,中飛
28,3000,,,,,,,,,,,,,,
29,0000,4回表,中日,笠原 祥太郎,左,4.18,広島,鈴木 誠也,右,.330,28,83,71,4,中飛
30,1000,4回表,中日,笠原 祥太郎,左,4.18,広島,松山 竜平,左,.309,11,65,37,2,空三振
31,2000,4回表,中日,笠原 祥太郎,左,4.18,広島,西川 龍馬,左,.323,6,40,20,3,投ゴロ
32,3000,,,,,,,,,,,,,,
33,0000,4回裏,広島,野村 祐輔,右,4.07,中日,大島 洋平,左,.278,6,51,39,19,右安
34,0100,4回裏,広島,野村 祐輔,右,4.07,中日,ビシエド,右,.353,24,92,48,1,二飛
35,1100,4回裏,広島,野村 祐輔,右,4.07,中日,アルモンテ,左,.310,12,65,35,1,三失
36,1010,4回裏,広島,野村 祐輔,右,4.07,中日,高橋 周平,左,.259,10,56,28,0,右２
37,1010,4回裏,広島,野村 祐輔,右,4.07,中日,福田 永将,右,.274,11,57,34,0,四球
38,1110,4回裏,広島,野村 祐輔,右,4.07,中日,松井 雅人,左,.220,2,20,27,0,見三振
39,2110,4回裏,広島,野村 祐輔,右,4.07,中日,笠原 祥太郎,左,.115,0,1,1,0,三ゴロ
40,3000,,,,,,,,,,,,,,
41,0000,5回表,中日,笠原 祥太郎,左,4.18,広島,田中 広輔,左,.259,9,51,64,21,空三振
42,1000,5回表,中日,笠原 祥太郎,左,4.18,広島,會澤 翼,右,.314,12,36,30,0,左安
43,1100,5回表,中日,笠原 祥太郎,左,4.18,広島,野村 祐輔,右,.094,0,1,2,0,投犠打
44,2010,5回表,中日,笠原 祥太郎,左,4.18,広島,野間 峻祥,左,.292,4,38,24,16,投ゴロ
45,3000,,,,,,,,,,,,,,
46,0000,5回裏,広島,野村 祐輔,右,4.07,中日,平田 良介,右,.337,7,48,57,8,右安
47,0000,5回裏,広島,野村 祐輔,右,4.07,中日,京田 陽太,左,.229,3,39,16,18,左飛
48,2000,5回裏,広島,野村 祐輔,右,4.07,中日,大島 洋平,左,.278,6,51,39,19,遊ゴロ
49,3000,,,,,,,,,,,,,,
50,0000,6回表,中日,笠原 祥太郎,左,4.18,広島,菊池 涼介,右,.239,12,51,42,9,三ゴロ
51,1000,6回表,中日,笠原 祥太郎,左,4.18,広島,丸 佳浩,左,.322,34,81,109,10,四球
52,1100,6回表,中日,笠原 祥太郎,左,4.18,広島,鈴木 誠也,右,.330,28,83,71,4,見三振
53,2100,6回表,中日,笠原 祥太郎,左,4.18,広島,松山 竜平,左,.309,11,65,37,2,ボール
54,3000,,,,,,,,,,,,,,
55,0000,6回裏,広島,野村 祐輔,右,4.07,中日,ビシエド,右,.353,24,92,48,1,空三振
56,1000,6回裏,広島,野村 祐輔,右,4.07,中日,アルモンテ,左,.310,12,65,35,1,一ゴロ
57,2000,6回裏,広島,野村 祐輔,右,4.07,中日,高橋 周平,左,.259,10,56,28,0,三ゴロ
58,3000,,,,,,,,,,,,,,
59,0000,7回表,中日,笠原 祥太郎,左,4.18,広島,松山 竜平,左,.309,11,65,37,2,二ゴロ
60,1000,7回表,中日,笠原 祥太郎,左,4.18,広島,西川 龍馬,左,.323,6,40,20,3,右安
61,1100,7回表,中日,笠原 祥太郎,左,4.18,広島,田中 広輔,左,.259,9,51,64,21,遊飛
62,2100,7回表,中日,笠原 祥太郎,左,4.18,広島,會澤 翼,右,.314,12,36,30,0,中飛
63,3000,,,,,,,,,,,,,,
64,0000,7回裏,広島,野村 祐輔,右,4.07,中日,福田 永将,右,.274,11,57,34,0,見三振
65,1000,7回裏,広島,野村 祐輔,右,4.07,中日,松井 雅人,左,.220,2,20,27,0,中安
66,1100,7回裏,広島,野村 祐輔,右,4.07,中日,笠原 祥太郎,左,.115,0,1,1,0,中飛
67,2100,7回裏,広島,野村 祐輔,右,4.07,中日,平田 良介,右,.337,7,48,57,8,四球
68,2110,7回裏,広島,野村 祐輔,右,4.07,中日,京田 陽太,左,.229,3,39,16,18,一ゴロ
