,状況,回,守備チーム,投手,利き手,防御率,攻撃チーム,打者,打席,打率,本塁打数,打点,四球数,盗塁数,結果
0,0000,1回表,広島,岡田 明丈,右,3.27,日本ハム,西川 遥輝,左,.248,4,21,43,20,四球
1,0100,1回表,広島,岡田 明丈,右,3.27,日本ハム,大田 泰示,右,.262,11,33,19,2,四球
2,0110,1回表,広島,岡田 明丈,右,3.27,日本ハム,近藤 健介,左,.355,5,26,29,3,一ゴロ
3,1101,1回表,広島,岡田 明丈,右,3.27,日本ハム,中田 翔,右,.236,13,39,13,0,右安
4,1001,1回表,広島,岡田 明丈,右,3.27,日本ハム,レアード,右,.240,11,25,17,0,右安
5,2000,1回表,広島,岡田 明丈,右,3.27,日本ハム,石井 一成,左,.226,0,3,8,2,四球
6,2100,1回表,広島,岡田 明丈,右,3.27,日本ハム,清水 優心,右,.152,5,13,9,0,中飛
7,3000,,,,,,,,,,,,,,
8,0000,1回裏,日本ハム,上沢 直之,右,2.10,広島,田中 広輔,左,.251,3,21,35,12,空三振
9,1000,1回裏,日本ハム,上沢 直之,右,2.10,広島,菊池 涼介,右,.263,7,25,15,3,空三振
10,2000,1回裏,日本ハム,上沢 直之,右,2.10,広島,丸 佳浩,左,.317,6,19,40,3,空三振
11,3000,,,,,,,,,,,,,,
12,0000,2回表,広島,岡田 明丈,右,3.27,日本ハム,中島 卓也,左,.221,1,6,18,9,空三振
13,1000,2回表,広島,岡田 明丈,右,3.27,日本ハム,上沢 直之,右,1.000,0,0,0,0,中安
14,1100,2回表,広島,岡田 明丈,右,3.27,日本ハム,西川 遥輝,左,.248,4,21,43,20,左安
15,1110,2回表,広島,岡田 明丈,右,3.27,日本ハム,大田 泰示,右,.262,11,33,19,2,見三振
16,2110,2回表,広島,岡田 明丈,右,3.27,日本ハム,近藤 健介,左,.355,5,26,29,3,二ゴロ
17,3000,,,,,,,,,,,,,,
18,0000,2回裏,日本ハム,上沢 直之,右,2.10,広島,鈴木 誠也,右,.310,6,21,25,1,三飛
19,1000,2回裏,日本ハム,上沢 直之,右,2.10,広島,松山 竜平,左,.306,4,30,20,0,二飛
