,状況,回,守備チーム,投手,利き手,防御率,攻撃チーム,打者,打席,打率,本塁打数,打点,四球数,盗塁数,結果
0,0000,1回表,オリックス,東明 大貴,右,1.26,楽天,田中 和基,左,.279,18,40,30,21,一直
1,1000,1回表,オリックス,東明 大貴,右,1.26,楽天,オコエ 瑠偉,右,.181,1,5,2,1,空三振
2,2000,1回表,オリックス,東明 大貴,右,1.26,楽天,島内 宏明,左,.287,10,50,41,9,中飛
3,3000,,,,,,,,,,,,,,
4,0000,1回裏,楽天,辛島 航,左,4.20,オリックス,宗 佑磨,左,.231,1,14,14,3,三ゴロ
5,1000,1回裏,楽天,辛島 航,左,4.20,オリックス,福田 周平,左,.270,0,13,26,16,中安
6,1000,1回裏,楽天,辛島 航,左,4.20,オリックス,ロメロ,右,.241,23,58,37,7,空三振
7,3000,,,,,,,,,,,,,,
8,0000,2回表,オリックス,東明 大貴,右,1.26,楽天,ウィーラー,右,.255,11,44,31,3,空三振
9,1000,2回表,オリックス,東明 大貴,右,1.26,楽天,銀次,左,.277,4,42,46,1,遊ゴロ
10,2000,2回表,オリックス,東明 大貴,右,1.26,楽天,内田 靖人,右,.220,8,17,11,0,二飛
11,3000,,,,,,,,,,,,,,
12,0000,2回裏,楽天,辛島 航,左,4.20,オリックス,吉田 正尚,左,.307,22,80,66,3,空三振
13,1000,2回裏,楽天,辛島 航,左,4.20,オリックス,中島 宏之,右,.316,5,31,19,0,遊邪飛
14,2000,2回裏,楽天,辛島 航,左,4.20,オリックス,白崎 浩之,右,.258,1,9,2,0,中飛
15,3000,,,,,,,,,,,,,,
16,0000,3回表,オリックス,東明 大貴,右,1.26,楽天,嶋 基宏,右,.203,0,21,30,1,中飛
17,1000,3回表,オリックス,東明 大貴,右,1.26,楽天,山崎 剛,左,.278,0,4,1,3,中飛
18,2000,3回表,オリックス,東明 大貴,右,1.26,楽天,村林 一輝,右,.125,0,2,2,0,四球
19,2100,3回表,オリックス,東明 大貴,右,1.26,楽天,田中 和基,左,.279,18,40,30,21,二ゴロ
20,3000,,,,,,,,,,,,,,
21,0000,3回裏,楽天,辛島 航,左,4.20,オリックス,武田 健吾,右,.228,1,12,2,0,遊飛
22,1000,3回裏,楽天,辛島 航,左,4.20,オリックス,安達 了一,右,.213,3,39,24,18,右飛
23,2000,3回裏,楽天,辛島 航,左,4.20,オリックス,若月 健矢,右,.228,1,23,6,1,空三振
24,3000,,,,,,,,,,,,,,
25,0000,4回表,オリックス,東明 大貴,右,1.26,楽天,オコエ 瑠偉,右,.181,1,5,2,1,一邪飛
26,1000,4回表,オリックス,東明 大貴,右,1.26,楽天,島内 宏明,左,.287,10,50,41,9,右２
27,1010,4回表,オリックス,東明 大貴,右,1.26,楽天,ウィーラー,右,.255,11,44,31,3,遊ゴロ
28,2010,4回表,オリックス,東明 大貴,右,1.26,楽天,銀次,左,.277,4,42,46,1,三飛
29,3000,,,,,,,,,,,,,,
30,0000,4回裏,楽天,辛島 航,左,4.20,オリックス,宗 佑磨,左,.231,1,14,14,3,空三振
31,1000,4回裏,楽天,辛島 航,左,4.20,オリックス,福田 周平,左,.270,0,13,26,16,中飛
32,2000,4回裏,楽天,辛島 航,左,4.20,オリックス,ロメロ,右,.241,23,58,37,7,左本
33,2000,4回裏,楽天,辛島 航,左,4.20,オリックス,吉田 正尚,左,.307,22,80,66,3,二飛
34,3000,,,,,,,,,,,,,,
35,0000,5回表,オリックス,東明 大貴,右,1.26,楽天,内田 靖人,右,.220,8,17,11,0,中飛
36,1000,5回表,オリックス,東明 大貴,右,1.26,楽天,嶋 基宏,右,.203,0,21,30,1,右飛
37,2000,5回表,オリックス,東明 大貴,右,1.26,楽天,山崎 剛,左,.278,0,4,1,3,中飛
38,3000,,,,,,,,,,,,,,
39,0000,5回裏,楽天,辛島 航,左,4.20,オリックス,中島 宏之,右,.316,5,31,19,0,左本
40,0000,5回裏,楽天,辛島 航,左,4.20,オリックス,白崎 浩之,右,.258,1,9,2,0,中２
41,0010,5回裏,楽天,辛島 航,左,4.20,オリックス,武田 健吾,右,.228,1,12,2,0,遊ゴロ
42,1001,5回裏,楽天,辛島 航,左,4.20,オリックス,安達 了一,右,.213,3,39,24,18,四球
43,1101,5回裏,楽天,辛島 航,左,4.20,オリックス,若月 健矢,右,.228,1,23,6,1,左安
44,1110,5回裏,楽天,辛島 航,左,4.20,オリックス,宗 佑磨,左,.231,1,14,14,3,投ゴロ
45,2110,5回裏,楽天,辛島 航,左,4.20,オリックス,福田 周平,左,.270,0,13,26,16,遊飛
46,3000,,,,,,,,,,,,,,
47,0000,6回表,オリックス,東明 大貴,右,1.26,楽天,村林 一輝,右,.125,0,2,2,0,遊ゴロ
48,1000,6回表,オリックス,東明 大貴,右,1.26,楽天,田中 和基,左,.279,18,40,30,21,左飛
49,2000,6回表,オリックス,東明 大貴,右,1.26,楽天,オコエ 瑠偉,右,.181,1,5,2,1,空三振
50,3000,,,,,,,,,,,,,,
51,0000,6回裏,楽天,辛島 航,左,4.20,オリックス,ロメロ,右,.241,23,58,37,7,三直
52,1000,6回裏,楽天,辛島 航,左,4.20,オリックス,吉田 正尚,左,.307,22,80,66,3,左安
53,1100,6回裏,楽天,辛島 航,左,4.20,オリックス,中島 宏之,右,.316,5,31,19,0,左２
54,1011,6回裏,楽天,森原 康平,右,2.77,オリックス,白崎 浩之,右,.258,1,9,2,0,空三振
55,2011,6回裏,楽天,森原 康平,右,2.77,オリックス,小島 脩平,左,.133,0,2,3,3,遊直
56,3000,,,,,,,,,,,,,,
57,0000,7回表,オリックス,東明 大貴,右,1.26,楽天,島内 宏明,左,.287,10,50,41,9,右安
58,0100,7回表,オリックス,東明 大貴,右,1.26,楽天,ウィーラー,右,.255,11,44,31,3,見三振
59,1100,7回表,オリックス,東明 大貴,右,1.26,楽天,銀次,左,.277,4,42,46,1,右安
60,1110,7回表,オリックス,東明 大貴,右,1.26,楽天,内田 靖人,右,.220,8,17,11,0,左安
61,1110,7回表,オリックス,東明 大貴,右,1.26,楽天,嶋 基宏,右,.203,0,21,30,1,二ゴロ
62,2011,7回表,オリックス,東明 大貴,右,1.26,楽天,山崎 剛,左,.278,0,4,1,3,中飛
63,3000,,,,,,,,,,,,,,
64,0000,7回裏,楽天,森原 康平,右,2.77,オリックス,安達 了一,右,.213,3,39,24,18,空三振
65,1000,7回裏,楽天,森原 康平,右,2.77,オリックス,若月 健矢,右,.228,1,23,6,1,空三振
66,2000,7回裏,楽天,森原 康平,右,2.77,オリックス,宗 佑磨,左,.231,1,14,14,3,遊ゴロ
67,3000,,,,,,,,,,,,,,
68,0000,8回表,オリックス,山本 由伸,右,2.89,楽天,今江 年晶,右,.265,9,46,29,0,中安
69,0100,8回表,オリックス,山本 由伸,右,2.89,楽天,田中 和基,左,.279,18,40,30,21,四球
70,0110,8回表,オリックス,山本 由伸,右,2.89,楽天,八百板 卓丸,左,.189,0,0,3,1,四球
71,0111,8回表,オリックス,山本 由伸,右,2.89,楽天,島内 宏明,左,.287,10,50,41,9,空三振
72,1111,8回表,オリックス,山本 由伸,右,2.89,楽天,ウィーラー,右,.255,11,44,31,3,中安
73,1110,8回表,オリックス,山本 由伸,右,2.89,楽天,銀次,左,.277,4,42,46,1,右本
74,1000,8回表,オリックス,吉田 一将,右,3.67,楽天,内田 靖人,右,.220,8,17,11,0,捕邪飛
75,2000,8回表,オリックス,吉田 一将,右,3.67,楽天,嶋 基宏,右,.203,0,21,30,1,二ゴロ
76,3000,,,,,,,,,,,,,,
77,0000,8回裏,楽天,高梨 雄平,左,2.18,オリックス,福田 周平,左,.270,0,13,26,16,左飛
78,1000,8回裏,楽天,高梨 雄平,左,2.18,オリックス,ロメロ,右,.241,23,58,37,7,四球
79,1100,8回裏,楽天,高梨 雄平,左,2.18,オリックス,吉田 正尚,左,.307,22,80,66,3,遊ゴロ
80,2100,8回裏,楽天,青山 浩二,右,2.03,オリックス,中島 宏之,右,.316,5,31,19,0,空三振
81,3000,,,,,,,,,,,,,,
82,0000,9回表,オリックス,岩本 輝,右,3.29,楽天,山崎 剛,左,.278,0,4,1,3,左安
83,0100,9回表,オリックス,岩本 輝,右,3.29,楽天,今江 年晶,右,.265,9,46,29,0,三併打
84,2000,9回表,オリックス,岩本 輝,右,3.29,楽天,田中 和基,左,.279,18,40,30,21,二直
85,3000,,,,,,,,,,,,,,
86,0000,9回裏,楽天,松井 裕樹,左,3.88,オリックス,白崎 浩之,右,.258,1,9,2,0,右飛
87,1000,9回裏,楽天,松井 裕樹,左,3.88,オリックス,大城 滉二,右,.228,4,23,27,13,空三振
88,2000,9回裏,楽天,松井 裕樹,左,3.88,オリックス,安達 了一,右,.213,3,39,24,18,フライ
89,3000,,,,,,,,,,,,,,
