,状況,回,守備チーム,投手,利き手,防御率,攻撃チーム,打者,打席,打率,本塁打数,打点,四球数,盗塁数,結果
0,0000,1回表,ロッテ,ボルシンガー,右,1.35,楽天,茂木 栄五郎,左,.250,0,0,1,0,中２
1,0010,1回表,ロッテ,ボルシンガー,右,1.35,楽天,ペゲーロ,左,.250,0,1,1,0,遊ゴロ
2,1010,1回表,ロッテ,ボルシンガー,右,1.35,楽天,島内 宏明,左,.000,0,0,0,0,二ゴロ
3,2001,1回表,ロッテ,ボルシンガー,右,1.35,楽天,ウィーラー,右,.500,0,0,1,0,三ゴロ
4,3000,,,,,,,,,,,,,,
5,0000,1回裏,楽天,美馬 学,右,22.50,ロッテ,荻野 貴司,右,.444,0,0,1,2,左安
6,0010,1回裏,楽天,美馬 学,右,22.50,ロッテ,藤岡 裕大,左,.375,0,0,1,0,投ゴロ
7,1001,1回裏,楽天,美馬 学,右,22.50,ロッテ,中村 奨吾,右,.444,1,3,0,0,二ゴロ
8,2000,1回裏,楽天,美馬 学,右,22.50,ロッテ,井上 晴哉,右,.429,2,2,0,0,左本
9,2000,1回裏,楽天,美馬 学,右,22.50,ロッテ,鈴木 大地,左,.333,0,1,3,0,右安
10,2100,1回裏,楽天,美馬 学,右,22.50,ロッテ,菅野 剛士,左,.400,0,1,2,0,右３
11,2001,1回裏,楽天,美馬 学,右,22.50,ロッテ,福浦 和也,左,.143,0,1,1,0,二ゴロ
12,3000,,,,,,,,,,,,,,
13,0000,2回表,ロッテ,ボルシンガー,右,1.35,楽天,銀次,左,.125,0,2,1,0,一ゴロ
14,1000,2回表,ロッテ,ボルシンガー,右,1.35,楽天,内田 靖人,右,.000,0,0,0,0,投ゴロ
15,2000,2回表,ロッテ,ボルシンガー,右,1.35,楽天,アマダー,右,1.000,0,0,3,0,四球
16,2100,2回表,ロッテ,ボルシンガー,右,1.35,楽天,嶋 基宏,右,.000,0,0,2,0,見三振
17,3000,,,,,,,,,,,,,,
18,0000,2回裏,楽天,美馬 学,右,22.50,ロッテ,田村 龍弘,右,.000,0,0,0,0,二ゴロ
19,1000,2回裏,楽天,美馬 学,右,22.50,ロッテ,加藤 翔平,左,.286,0,0,1,2,右安
20,1100,2回裏,楽天,美馬 学,右,22.50,ロッテ,荻野 貴司,右,.444,0,0,1,2,左安
21,1110,2回裏,楽天,美馬 学,右,22.50,ロッテ,藤岡 裕大,左,.375,0,0,1,0,一直
22,3000,,,,,,,,,,,,,,
23,0000,3回表,ロッテ,ボルシンガー,右,1.35,楽天,岡島 豪郎,左,.143,0,0,1,0,一ゴロ
24,1000,3回表,ロッテ,ボルシンガー,右,1.35,楽天,茂木 栄五郎,左,.250,0,0,1,0,一ゴロ
25,2000,3回表,ロッテ,ボルシンガー,右,1.35,楽天,ペゲーロ,左,.250,0,1,1,0,空三振
26,3000,,,,,,,,,,,,,,
27,0000,3回裏,楽天,美馬 学,右,22.50,ロッテ,中村 奨吾,右,.444,1,3,0,0,左本
