,状況,回,守備チーム,投手,利き手,防御率,攻撃チーム,打者,打席,打率,本塁打数,打点,四球数,盗塁数,結果
0,0000,1回表,ヤクルト,ブキャナン,右,4.05,中日,平田 良介,右,.336,7,48,57,8,左安
1,0100,1回表,ヤクルト,ブキャナン,右,4.05,中日,京田 陽太,左,.231,3,39,16,18,中飛
2,1100,1回表,ヤクルト,ブキャナン,右,4.05,中日,大島 洋平,左,.279,6,51,39,19,一安
3,1101,1回表,ヤクルト,ブキャナン,右,4.05,中日,ビシエド,右,.353,24,92,48,1,右安
4,1110,1回表,ヤクルト,ブキャナン,右,4.05,中日,アルモンテ,左,.313,12,65,35,1,中安
5,1101,1回表,ヤクルト,ブキャナン,右,4.05,中日,高橋 周平,左,.255,10,53,27,0,遊ゴロ
6,2100,1回表,ヤクルト,ブキャナン,右,4.05,中日,福田 永将,右,.275,11,57,33,0,三ゴロ
7,3000,,,,,,,,,,,,,,
8,0000,1回裏,中日,吉見 一起,右,3.80,ヤクルト,坂口 智隆,左,.320,3,30,67,8,中２
9,0010,1回裏,中日,吉見 一起,右,3.80,ヤクルト,青木 宣親,左,.329,8,58,49,2,右安
10,0100,1回裏,中日,吉見 一起,右,3.80,ヤクルト,山田 哲人,右,.311,30,77,94,30,遊ゴロ
11,1010,1回裏,中日,吉見 一起,右,3.80,ヤクルト,バレンティン,右,.274,33,113,72,1,三ゴロ
12,2010,1回裏,中日,吉見 一起,右,3.80,ヤクルト,雄平,左,.317,7,51,30,6,右安
13,2100,1回裏,中日,吉見 一起,右,3.80,ヤクルト,大引 啓次,右,.338,2,7,6,0,二ゴロ
14,3000,,,,,,,,,,,,,,
15,0000,2回表,ヤクルト,ブキャナン,右,4.05,中日,松井 雅人,左,.218,2,20,27,0,一ゴロ
16,1000,2回表,ヤクルト,ブキャナン,右,4.05,中日,吉見 一起,右,.033,0,1,1,0,見三振
17,2000,2回表,ヤクルト,ブキャナン,右,4.05,中日,平田 良介,右,.336,7,48,57,8,見三振
18,3000,,,,,,,,,,,,,,
19,0000,2回裏,中日,吉見 一起,右,3.80,ヤクルト,西浦 直亨,右,.249,8,46,32,1,遊ゴロ
20,1000,2回裏,中日,吉見 一起,右,3.80,ヤクルト,中村 悠平,右,.209,5,25,27,2,右安
21,1100,2回裏,中日,吉見 一起,右,3.80,ヤクルト,ブキャナン,右,.140,0,3,0,0,投犠打
22,2010,2回裏,中日,吉見 一起,右,3.80,ヤクルト,坂口 智隆,左,.320,3,30,67,8,見三振
23,3000,,,,,,,,,,,,,,
24,0000,3回表,ヤクルト,ブキャナン,右,4.05,中日,京田 陽太,左,.231,3,39,16,18,中飛
25,1000,3回表,ヤクルト,ブキャナン,右,4.05,中日,大島 洋平,左,.279,6,51,39,19,三ゴロ
26,2000,3回表,ヤクルト,ブキャナン,右,4.05,中日,ビシエド,右,.353,24,92,48,1,中２
27,2010,3回表,ヤクルト,ブキャナン,右,4.05,中日,アルモンテ,左,.313,12,65,35,1,中安
28,2100,3回表,ヤクルト,ブキャナン,右,4.05,中日,高橋 周平,左,.255,10,53,27,0,右２
29,2001,3回表,ヤクルト,ブキャナン,右,4.05,中日,福田 永将,右,.275,11,57,33,0,遊ゴロ
30,3000,,,,,,,,,,,,,,
31,0000,3回裏,中日,吉見 一起,右,3.80,ヤクルト,青木 宣親,左,.329,8,58,49,2,遊ゴロ
32,1000,3回裏,中日,吉見 一起,右,3.80,ヤクルト,山田 哲人,右,.311,30,77,94,30,左２
