,状況,回,守備チーム,投手,利き手,防御率,攻撃チーム,打者,打席,打率,本塁打数,打点,四球数,盗塁数,結果
0,0000,1回表,ヤクルト,原 樹理,右,6.09,巨人,坂本 勇人,右,.359,4,26,21,3,三ゴロ
1,1000,1回表,ヤクルト,原 樹理,右,6.09,巨人,吉川 尚輝,左,.248,1,10,11,4,遊ゴロ
2,2000,1回表,ヤクルト,原 樹理,右,6.09,巨人,ゲレーロ,右,.303,7,24,17,2,中２
3,2010,1回表,ヤクルト,原 樹理,右,6.09,巨人,阿部 慎之助,左,.192,2,10,4,0,空三振
4,3000,,,,,,,,,,,,,,
5,0000,1回裏,巨人,吉川 光夫,左,3.06,ヤクルト,山田 哲人,右,.293,11,21,34,10,四球
6,0100,1回裏,巨人,吉川 光夫,左,3.06,ヤクルト,西浦 直亨,右,.318,1,11,11,0,遊ゴロ
7,1100,1回裏,巨人,吉川 光夫,左,3.06,ヤクルト,青木 宣親,左,.275,1,15,13,0,空三振
8,2100,1回裏,巨人,吉川 光夫,左,3.06,ヤクルト,バレンティン,右,.258,12,33,33,0,右飛
9,3000,,,,,,,,,,,,,,
10,0000,2回表,ヤクルト,原 樹理,右,6.09,巨人,岡本 和真,右,.348,7,26,16,2,空三振
11,1000,2回表,ヤクルト,原 樹理,右,6.09,巨人,亀井 善行,左,.298,3,19,16,0,四球
12,1100,2回表,ヤクルト,原 樹理,右,6.09,巨人,長野 久義,右,.280,1,12,15,0,右安
13,1101,2回表,ヤクルト,原 樹理,右,6.09,巨人,小林 誠司,右,.276,1,18,10,0,遊併打
14,3000,,,,,,,,,,,,,,
15,0000,2回裏,巨人,吉川 光夫,左,3.06,ヤクルト,坂口 智隆,左,.357,1,12,21,4,右安
16,0100,2回裏,巨人,吉川 光夫,左,3.06,ヤクルト,大引 啓次,右,.167,1,2,2,0,左安
17,0110,2回裏,巨人,吉川 光夫,左,3.06,ヤクルト,雄平,左,.268,1,12,7,2,投ゴロ
18,1011,2回裏,巨人,吉川 光夫,左,3.06,ヤクルト,古賀 優大,右,.083,0,1,1,0,空三振
19,2011,2回裏,巨人,吉川 光夫,左,3.06,ヤクルト,原 樹理,右,.083,0,0,0,0,空三振
20,3000,,,,,,,,,,,,,,
21,0000,3回表,ヤクルト,原 樹理,右,6.09,巨人,吉川 光夫,左,.000,0,0,0,0,空三振
22,1000,3回表,ヤクルト,原 樹理,右,6.09,巨人,坂本 勇人,右,.359,4,26,21,3,右本
23,1000,3回表,ヤクルト,原 樹理,右,6.09,巨人,吉川 尚輝,左,.248,1,10,11,4,見三振
24,2000,3回表,ヤクルト,原 樹理,右,6.09,巨人,ゲレーロ,右,.303,7,24,17,2,見三振
25,3000,,,,,,,,,,,,,,
26,0000,3回裏,巨人,吉川 光夫,左,3.06,ヤクルト,山田 哲人,右,.293,11,21,34,10,左本
27,0000,3回裏,巨人,吉川 光夫,左,3.06,ヤクルト,西浦 直亨,右,.318,1,11,11,0,三直
28,1000,3回裏,巨人,吉川 光夫,左,3.06,ヤクルト,青木 宣親,左,.275,1,15,13,0,遊ゴロ
29,2000,3回裏,巨人,吉川 光夫,左,3.06,ヤクルト,バレンティン,右,.258,12,33,33,0,三ゴロ
30,3000,,,,,,,,,,,,,,
31,0000,4回表,ヤクルト,原 樹理,右,6.09,巨人,阿部 慎之助,左,.192,2,10,4,0,左安
32,0100,4回表,ヤクルト,原 樹理,右,6.09,巨人,岡本 和真,右,.348,7,26,16,2,右安
33,0101,4回表,ヤクルト,原 樹理,右,6.09,巨人,亀井 善行,左,.298,3,19,16,0,右安
34,0101,4回表,ヤクルト,原 樹理,右,6.09,巨人,長野 久義,右,.280,1,12,15,0,左安
35,0110,4回表,ヤクルト,原 樹理,右,6.09,巨人,小林 誠司,右,.276,1,18,10,0,投ゴロ
36,1110,4回表,ヤクルト,原 樹理,右,6.09,巨人,吉川 光夫,左,.000,0,0,0,0,投失
37,1110,4回表,ヤクルト,原 樹理,右,6.09,巨人,坂本 勇人,右,.359,4,26,21,3,左安
38,1110,4回表,ヤクルト,原 樹理,右,6.09,巨人,吉川 尚輝,左,.248,1,10,11,4,左３
39,1000,4回表,ヤクルト,風張 蓮,右,3.93,巨人,ゲレーロ,右,.303,7,24,17,2,三ゴロ
40,2000,4回表,ヤクルト,風張 蓮,右,3.93,巨人,阿部 慎之助,左,.192,2,10,4,0,空三振
41,3000,,,,,,,,,,,,,,
42,0000,4回裏,巨人,吉川 光夫,左,3.06,ヤクルト,坂口 智隆,左,.357,1,12,21,4,中安
43,0100,4回裏,巨人,吉川 光夫,左,3.06,ヤクルト,大引 啓次,右,.167,1,2,2,0,二併打
44,2000,4回裏,巨人,吉川 光夫,左,3.06,ヤクルト,雄平,左,.268,1,12,7,2,遊ゴロ
45,3000,,,,,,,,,,,,,,
46,0000,5回表,ヤクルト,風張 蓮,右,3.93,巨人,岡本 和真,右,.348,7,26,16,2,右飛
47,1000,5回表,ヤクルト,風張 蓮,右,3.93,巨人,亀井 善行,左,.298,3,19,16,0,左飛
48,2000,5回表,ヤクルト,風張 蓮,右,3.93,巨人,長野 久義,右,.280,1,12,15,0,遊ゴロ
49,3000,,,,,,,,,,,,,,
50,0000,5回裏,巨人,吉川 光夫,左,3.06,ヤクルト,古賀 優大,右,.083,0,1,1,0,三ゴロ
51,1000,5回裏,巨人,吉川 光夫,左,3.06,ヤクルト,廣岡 大志,右,.217,1,9,4,0,空三振
52,2000,5回裏,巨人,吉川 光夫,左,3.06,ヤクルト,山田 哲人,右,.293,11,21,34,10,二飛
53,3000,,,,,,,,,,,,,,
54,0000,6回表,ヤクルト,松岡 健一,右,5.63,巨人,小林 誠司,右,.276,1,18,10,0,三邪飛
55,1000,6回表,ヤクルト,松岡 健一,右,5.63,巨人,吉川 光夫,左,.000,0,0,0,0,遊ゴロ
56,2000,6回表,ヤクルト,松岡 健一,右,5.63,巨人,坂本 勇人,右,.359,4,26,21,3,中飛
57,3000,,,,,,,,,,,,,,
58,0000,6回裏,巨人,吉川 光夫,左,3.06,ヤクルト,西浦 直亨,右,.318,1,11,11,0,左安
59,0100,6回裏,巨人,吉川 光夫,左,3.06,ヤクルト,青木 宣親,左,.275,1,15,13,0,右飛
60,1100,6回裏,巨人,吉川 光夫,左,3.06,ヤクルト,バレンティン,右,.258,12,33,33,0,空三振
61,2100,6回裏,巨人,吉川 光夫,左,3.06,ヤクルト,坂口 智隆,左,.357,1,12,21,4,中安
