,状況,回,守備チーム,投手,利き手,防御率,攻撃チーム,打者,打席,打率,本塁打数,打点,四球数,盗塁数,結果
0,0000,1回表,ヤクルト,石川 雅規,左,9.31,巨人,中井 大介,右,.300,0,0,1,0,遊ゴロ
1,1000,1回表,ヤクルト,石川 雅規,左,9.31,巨人,吉川 尚輝,左,.229,0,1,0,0,左飛
2,2000,1回表,ヤクルト,石川 雅規,左,9.31,巨人,坂本 勇人,右,.387,0,6,5,1,中飛
3,3000,,,,,,,,,,,,,,
4,0000,1回裏,巨人,田口 麗斗,左,11.25,ヤクルト,山田 哲人,右,.185,1,3,10,5,四球
5,0010,1回裏,巨人,田口 麗斗,左,11.25,ヤクルト,西浦 直亨,右,.833,0,3,2,0,四球
6,0110,1回裏,巨人,田口 麗斗,左,11.25,ヤクルト,バレンティン,右,.258,2,7,5,0,四球
7,0111,1回裏,巨人,田口 麗斗,左,11.25,ヤクルト,青木 宣親,左,.333,0,8,2,0,遊安
8,0111,1回裏,巨人,田口 麗斗,左,11.25,ヤクルト,畠山 和洋,右,.125,1,2,0,0,左安
9,0101,1回裏,巨人,田口 麗斗,左,11.25,ヤクルト,荒木 貴裕,右,.667,1,2,2,0,二併打
10,2000,1回裏,巨人,田口 麗斗,左,11.25,ヤクルト,廣岡 大志,右,.296,0,4,3,0,左安
11,2100,1回裏,巨人,田口 麗斗,左,11.25,ヤクルト,中村 悠平,右,.250,0,4,4,0,遊飛
12,3000,,,,,,,,,,,,,,
13,0000,2回表,ヤクルト,石川 雅規,左,9.31,巨人,ゲレーロ,右,.250,0,1,7,0,左安
14,0100,2回表,ヤクルト,石川 雅規,左,9.31,巨人,マギー,右,.200,0,2,2,0,左安
15,0110,2回表,ヤクルト,石川 雅規,左,9.31,巨人,岡本 和真,右,.310,2,10,5,1,四球
16,0111,2回表,ヤクルト,石川 雅規,左,9.31,巨人,長野 久義,右,.150,0,1,3,0,遊飛
17,1110,2回表,ヤクルト,石川 雅規,左,9.31,巨人,小林 誠司,右,.643,1,6,5,0,四球
18,1111,2回表,ヤクルト,石川 雅規,左,9.31,巨人,田口 麗斗,左,.000,0,0,0,0,二併打
19,3000,,,,,,,,,,,,,,
20,0000,2回裏,巨人,田口 麗斗,左,11.25,ヤクルト,石川 雅規,左,.000,0,0,0,0,空三振
21,1000,2回裏,巨人,田口 麗斗,左,11.25,ヤクルト,山田 哲人,右,.185,1,3,10,5,三飛
22,2000,2回裏,巨人,田口 麗斗,左,11.25,ヤクルト,西浦 直亨,右,.833,0,3,2,0,中２
23,2010,2回裏,巨人,田口 麗斗,左,11.25,ヤクルト,バレンティン,右,.258,2,7,5,0,二ゴロ
24,3000,,,,,,,,,,,,,,
25,0000,3回表,ヤクルト,石川 雅規,左,9.31,巨人,中井 大介,右,.300,0,0,1,0,左安
26,0100,3回表,ヤクルト,石川 雅規,左,9.31,巨人,吉川 尚輝,左,.229,0,1,0,0,左２
27,0011,3回表,ヤクルト,石川 雅規,左,9.31,巨人,坂本 勇人,右,.387,0,6,5,1,中２
28,0010,3回表,ヤクルト,石川 雅規,左,9.31,巨人,ゲレーロ,右,.250,0,1,7,0,右飛
29,1010,3回表,ヤクルト,石川 雅規,左,9.31,巨人,マギー,右,.200,0,2,2,0,右飛
30,2010,3回表,ヤクルト,石川 雅規,左,9.31,巨人,岡本 和真,右,.310,2,10,5,1,四球
31,2110,3回表,ヤクルト,石川 雅規,左,9.31,巨人,長野 久義,右,.150,0,1,3,0,三安
32,2111,3回表,ヤクルト,石川 雅規,左,9.31,巨人,小林 誠司,右,.643,1,6,5,0,左本
33,2000,3回表,ヤクルト,石川 雅規,左,9.31,巨人,田口 麗斗,左,.000,0,0,0,0,四球
34,2100,3回表,ヤクルト,石川 雅規,左,9.31,巨人,中井 大介,右,.300,0,0,1,0,左安
35,2110,3回表,ヤクルト,石川 雅規,左,9.31,巨人,吉川 尚輝,左,.229,0,1,0,0,遊ゴロ
36,3000,,,,,,,,,,,,,,
37,0000,3回裏,巨人,田口 麗斗,左,11.25,ヤクルト,青木 宣親,左,.333,0,8,2,0,遊ゴロ
38,1000,3回裏,巨人,田口 麗斗,左,11.25,ヤクルト,上田 剛史,左,.200,0,0,0,0,中２
39,1010,3回裏,巨人,田口 麗斗,左,11.25,ヤクルト,荒木 貴裕,右,.667,1,2,2,0,左本
40,1000,3回裏,巨人,谷岡 竜平,右,5.40,ヤクルト,廣岡 大志,右,.296,0,4,3,0,左安
41,1100,3回裏,巨人,谷岡 竜平,右,5.40,ヤクルト,中村 悠平,右,.250,0,4,4,0,一犠打
42,2010,3回裏,巨人,谷岡 竜平,右,5.40,ヤクルト,大村 孟,左,-,0,0,2,0,空三振
43,3000,,,,,,,,,,,,,,
44,0000,4回表,ヤクルト,風張 蓮,右,2.25,巨人,坂本 勇人,右,.387,0,6,5,1,遊ゴロ
45,1000,4回表,ヤクルト,風張 蓮,右,2.25,巨人,ゲレーロ,右,.250,0,1,7,0,中安
46,1100,4回表,ヤクルト,風張 蓮,右,2.25,巨人,マギー,右,.200,0,2,2,0,中飛
47,2100,4回表,ヤクルト,風張 蓮,右,2.25,巨人,岡本 和真,右,.310,2,10,5,1,ボール
48,3000,,,,,,,,,,,,,,
49,0000,4回裏,巨人,谷岡 竜平,右,5.40,ヤクルト,山田 哲人,右,.185,1,3,10,5,左２
50,0010,4回裏,巨人,谷岡 竜平,右,5.40,ヤクルト,西浦 直亨,右,.833,0,3,2,0,投犠打
51,1001,4回裏,巨人,谷岡 竜平,右,5.40,ヤクルト,バレンティン,右,.258,2,7,5,0,四球
52,1001,4回裏,巨人,谷岡 竜平,右,5.40,ヤクルト,青木 宣親,左,.333,0,8,2,0,左犠飛
