,状況,回,守備チーム,投手,利き手,防御率,攻撃チーム,打者,打席,打率,本塁打数,打点,四球数,盗塁数,結果
0,0000,1回表,ソフトバンク,千賀 滉大,右,2.41,ＤｅＮＡ,梶谷 隆幸,左,.310,6,14,7,4,右飛
1,1000,1回表,ソフトバンク,千賀 滉大,右,2.41,ＤｅＮＡ,神里 和毅,左,.252,2,6,10,11,左安
2,1100,1回表,ソフトバンク,千賀 滉大,右,2.41,ＤｅＮＡ,宮崎 敏郎,右,.317,9,27,11,0,投ゴロ
3,2010,1回表,ソフトバンク,千賀 滉大,右,2.41,ＤｅＮＡ,筒香 嘉智,左,.292,13,35,28,0,二ゴロ
4,3000,,,,,,,,,,,,,,
5,0000,1回裏,ＤｅＮＡ,今永 昇太,左,11.25,ソフトバンク,川島 慶三,右,.314,2,9,7,1,見三振
6,1000,1回裏,ＤｅＮＡ,今永 昇太,左,11.25,ソフトバンク,今宮 健太,右,.235,2,10,12,3,遊飛
7,2000,1回裏,ＤｅＮＡ,今永 昇太,左,11.25,ソフトバンク,中村 晃,左,.307,5,16,21,0,二ゴロ
8,3000,,,,,,,,,,,,,,
9,0000,2回表,ソフトバンク,千賀 滉大,右,2.41,ＤｅＮＡ,佐野 恵太,左,.125,1,2,0,0,右本
10,0000,2回表,ソフトバンク,千賀 滉大,右,2.41,ＤｅＮＡ,ソト,右,.341,4,10,2,0,遊ゴロ
11,1000,2回表,ソフトバンク,千賀 滉大,右,2.41,ＤｅＮＡ,嶺井 博希,右,.191,2,9,3,0,死球
12,1100,2回表,ソフトバンク,千賀 滉大,右,2.41,ＤｅＮＡ,山下 幸輝,左,.250,0,1,0,0,右飛
13,2100,2回表,ソフトバンク,千賀 滉大,右,2.41,ＤｅＮＡ,大和,右,.227,0,12,12,3,二ゴロ
14,3000,,,,,,,,,,,,,,
15,0000,2回裏,ＤｅＮＡ,今永 昇太,左,11.25,ソフトバンク,柳田 悠岐,左,.376,13,44,21,12,右安
16,0100,2回裏,ＤｅＮＡ,今永 昇太,左,11.25,ソフトバンク,デスパイネ,右,.213,12,30,31,0,一飛
17,1100,2回裏,ＤｅＮＡ,今永 昇太,左,11.25,ソフトバンク,塚田 正義,右,.455,1,2,0,0,中２
18,1011,2回裏,ＤｅＮＡ,今永 昇太,左,11.25,ソフトバンク,上林 誠知,左,.265,4,18,11,5,右本
19,1000,2回裏,ＤｅＮＡ,今永 昇太,左,11.25,ソフトバンク,西田 哲朗,右,.231,0,2,0,2,左飛
20,2000,2回裏,ＤｅＮＡ,今永 昇太,左,11.25,ソフトバンク,甲斐 拓也,右,.250,4,15,10,1,右本
21,2000,2回裏,ＤｅＮＡ,今永 昇太,左,11.25,ソフトバンク,川島 慶三,右,.314,2,9,7,1,二飛
22,3000,,,,,,,,,,,,,,
23,0000,3回表,ソフトバンク,千賀 滉大,右,2.41,ＤｅＮＡ,梶谷 隆幸,左,.310,6,14,7,4,空三振
24,1000,3回表,ソフトバンク,千賀 滉大,右,2.41,ＤｅＮＡ,神里 和毅,左,.252,2,6,10,11,見三振
25,2000,3回表,ソフトバンク,千賀 滉大,右,2.41,ＤｅＮＡ,宮崎 敏郎,右,.317,9,27,11,0,遊ゴロ
26,3000,,,,,,,,,,,,,,
27,0000,3回裏,ＤｅＮＡ,今永 昇太,左,11.25,ソフトバンク,今宮 健太,右,.235,2,10,12,3,遊直
28,1000,3回裏,ＤｅＮＡ,今永 昇太,左,11.25,ソフトバンク,中村 晃,左,.307,5,16,21,0,四球
29,1100,3回裏,ＤｅＮＡ,今永 昇太,左,11.25,ソフトバンク,柳田 悠岐,左,.376,13,44,21,12,右本
30,1000,3回裏,ＤｅＮＡ,今永 昇太,左,11.25,ソフトバンク,デスパイネ,右,.213,12,30,31,0,空三振
31,2000,3回裏,ＤｅＮＡ,今永 昇太,左,11.25,ソフトバンク,塚田 正義,右,.455,1,2,0,0,四球
32,2100,3回裏,ＤｅＮＡ,今永 昇太,左,11.25,ソフトバンク,上林 誠知,左,.265,4,18,11,5,見逃し
33,3000,,,,,,,,,,,,,,
