,状況,回,守備チーム,投手,利き手,防御率,攻撃チーム,打者,打席,打率,本塁打数,打点,四球数,盗塁数,結果
0,0000,1回表,楽天,藤平 尚真,右,4.64,ソフトバンク,牧原 大成,左,.344,3,19,5,6,左安
1,0100,1回表,楽天,藤平 尚真,右,4.64,ソフトバンク,今宮 健太,右,.253,9,35,22,4,左飛
2,1010,1回表,楽天,藤平 尚真,右,4.64,ソフトバンク,グラシアル,右,.316,4,14,4,1,四球
3,1110,1回表,楽天,藤平 尚真,右,4.64,ソフトバンク,柳田 悠岐,左,.354,31,88,53,20,中本
4,1000,1回表,楽天,藤平 尚真,右,4.64,ソフトバンク,松田 宣浩,右,.257,26,64,41,3,空三振
5,2000,1回表,楽天,藤平 尚真,右,4.64,ソフトバンク,中村 晃,左,.284,11,45,51,1,見三振
6,3000,,,,,,,,,,,,,,
7,0000,1回裏,ソフトバンク,千賀 滉大,右,3.07,楽天,田中 和基,左,.291,16,36,26,19,二ゴロ
8,1000,1回裏,ソフトバンク,千賀 滉大,右,3.07,楽天,西巻 賢二,右,.310,0,3,2,0,二飛
9,2000,1回裏,ソフトバンク,千賀 滉大,右,3.07,楽天,島内 宏明,左,.269,7,37,33,8,右安
10,2100,1回裏,ソフトバンク,千賀 滉大,右,3.07,楽天,今江 年晶,右,.266,9,46,26,0,中２
11,2010,1回裏,ソフトバンク,千賀 滉大,右,3.07,楽天,銀次,左,.269,3,39,42,1,空三振
12,3000,,,,,,,,,,,,,,
13,0000,2回表,楽天,藤平 尚真,右,4.64,ソフトバンク,長谷川 勇也,左,.324,4,17,8,0,中飛
14,1000,2回表,楽天,藤平 尚真,右,4.64,ソフトバンク,甲斐 拓也,右,.211,6,25,21,2,左本
15,1000,2回表,楽天,藤平 尚真,右,4.64,ソフトバンク,上林 誠知,左,.257,17,51,22,10,中安
16,1100,2回表,楽天,藤平 尚真,右,4.64,ソフトバンク,牧原 大成,左,.344,3,19,5,6,三安
17,1110,2回表,楽天,藤平 尚真,右,4.64,ソフトバンク,今宮 健太,右,.253,9,35,22,4,中飛
18,2110,2回表,楽天,藤平 尚真,右,4.64,ソフトバンク,グラシアル,右,.316,4,14,4,1,右飛
19,3000,,,,,,,,,,,,,,
20,0000,2回裏,ソフトバンク,千賀 滉大,右,3.07,楽天,ウィーラー,右,.248,8,31,25,3,二ゴロ
21,1000,2回裏,ソフトバンク,千賀 滉大,右,3.07,楽天,岡島 豪郎,左,.191,3,15,19,1,左安
22,1010,2回裏,ソフトバンク,千賀 滉大,右,3.07,楽天,内田 靖人,右,.211,5,9,8,0,一邪飛
23,2010,2回裏,ソフトバンク,千賀 滉大,右,3.07,楽天,嶋 基宏,右,.201,0,21,28,1,中飛
24,3000,,,,,,,,,,,,,,
25,0000,3回表,楽天,藤平 尚真,右,4.64,ソフトバンク,柳田 悠岐,左,.354,31,88,53,20,二ゴロ
26,1000,3回表,楽天,藤平 尚真,右,4.64,ソフトバンク,松田 宣浩,右,.257,26,64,41,3,四球
27,1100,3回表,楽天,藤平 尚真,右,4.64,ソフトバンク,中村 晃,左,.284,11,45,51,1,二ゴロ
28,2010,3回表,楽天,藤平 尚真,右,4.64,ソフトバンク,長谷川 勇也,左,.324,4,17,8,0,三邪飛
29,3000,,,,,,,,,,,,,,
30,0000,3回裏,ソフトバンク,千賀 滉大,右,3.07,楽天,田中 和基,左,.291,16,36,26,19,空三振
31,1000,3回裏,ソフトバンク,千賀 滉大,右,3.07,楽天,西巻 賢二,右,.310,0,3,2,0,空三振
32,2000,3回裏,ソフトバンク,千賀 滉大,右,3.07,楽天,島内 宏明,左,.269,7,37,33,8,四球
33,2100,3回裏,ソフトバンク,千賀 滉大,右,3.07,楽天,今江 年晶,右,.266,9,46,26,0,ボール
34,3000,,,,,,,,,,,,,,
35,0000,4回表,楽天,藤平 尚真,右,4.64,ソフトバンク,甲斐 拓也,右,.211,6,25,21,2,空三振
36,1000,4回表,楽天,藤平 尚真,右,4.64,ソフトバンク,上林 誠知,左,.257,17,51,22,10,四球
37,1000,4回表,楽天,藤平 尚真,右,4.64,ソフトバンク,牧原 大成,左,.344,3,19,5,6,中飛
38,3000,,,,,,,,,,,,,,
39,0000,4回裏,ソフトバンク,千賀 滉大,右,3.07,楽天,今江 年晶,右,.266,9,46,26,0,右飛
40,1000,4回裏,ソフトバンク,千賀 滉大,右,3.07,楽天,銀次,左,.269,3,39,42,1,一ゴロ
41,2000,4回裏,ソフトバンク,千賀 滉大,右,3.07,楽天,ウィーラー,右,.248,8,31,25,3,捕邪飛
42,3000,,,,,,,,,,,,,,
43,0000,5回表,楽天,藤平 尚真,右,4.64,ソフトバンク,今宮 健太,右,.253,9,35,22,4,左本
44,0000,5回表,楽天,藤平 尚真,右,4.64,ソフトバンク,グラシアル,右,.316,4,14,4,1,一飛
45,1000,5回表,楽天,藤平 尚真,右,4.64,ソフトバンク,柳田 悠岐,左,.354,31,88,53,20,遊ゴロ
46,2000,5回表,楽天,藤平 尚真,右,4.64,ソフトバンク,松田 宣浩,右,.257,26,64,41,3,左邪飛
47,3000,,,,,,,,,,,,,,
48,0000,5回裏,ソフトバンク,千賀 滉大,右,3.07,楽天,岡島 豪郎,左,.191,3,15,19,1,中飛
49,1000,5回裏,ソフトバンク,千賀 滉大,右,3.07,楽天,内田 靖人,右,.211,5,9,8,0,中飛
50,2000,5回裏,ソフトバンク,千賀 滉大,右,3.07,楽天,嶋 基宏,右,.201,0,21,28,1,見三振
51,3000,,,,,,,,,,,,,,
52,0000,6回表,楽天,藤平 尚真,右,4.64,ソフトバンク,中村 晃,左,.284,11,45,51,1,四球
53,0100,6回表,楽天,藤平 尚真,右,4.64,ソフトバンク,長谷川 勇也,左,.324,4,17,8,0,左飛
54,1100,6回表,楽天,藤平 尚真,右,4.64,ソフトバンク,甲斐 拓也,右,.211,6,25,21,2,一ゴロ
55,2010,6回表,楽天,藤平 尚真,右,4.64,ソフトバンク,上林 誠知,左,.257,17,51,22,10,三邪飛
56,3000,,,,,,,,,,,,,,
57,0000,6回裏,ソフトバンク,千賀 滉大,右,3.07,楽天,田中 和基,左,.291,16,36,26,19,空三振
58,1000,6回裏,ソフトバンク,千賀 滉大,右,3.07,楽天,西巻 賢二,右,.310,0,3,2,0,遊ゴロ
59,2000,6回裏,ソフトバンク,千賀 滉大,右,3.07,楽天,島内 宏明,左,.269,7,37,33,8,遊ゴロ
60,3000,,,,,,,,,,,,,,
61,0000,7回表,楽天,近藤 弘樹,右,5.67,ソフトバンク,牧原 大成,左,.344,3,19,5,6,中飛
62,1000,7回表,楽天,近藤 弘樹,右,5.67,ソフトバンク,今宮 健太,右,.253,9,35,22,4,投安
63,1100,7回表,楽天,近藤 弘樹,右,5.67,ソフトバンク,グラシアル,右,.316,4,14,4,1,中安
64,1101,7回表,楽天,近藤 弘樹,右,5.67,ソフトバンク,柳田 悠岐,左,.354,31,88,53,20,右安
65,1101,7回表,楽天,近藤 弘樹,右,5.67,ソフトバンク,松田 宣浩,右,.257,26,64,41,3,左安
66,1110,7回表,楽天,近藤 弘樹,右,5.67,ソフトバンク,中村 晃,左,.284,11,45,51,1,中飛
67,2110,7回表,楽天,近藤 弘樹,右,5.67,ソフトバンク,長谷川 勇也,左,.324,4,17,8,0,遊ゴロ
68,3000,,,,,,,,,,,,,,
69,0000,7回裏,ソフトバンク,千賀 滉大,右,3.07,楽天,今江 年晶,右,.266,9,46,26,0,二飛
70,1000,7回裏,ソフトバンク,千賀 滉大,右,3.07,楽天,銀次,左,.269,3,39,42,1,二ゴロ
