,状況,回,守備チーム,投手,利き手,防御率,攻撃チーム,打者,打席,打率,本塁打数,打点,四球数,盗塁数,結果
0,0000,1回表,ＤｅＮＡ,バリオス,右,3.69,中日,大島 洋平,左,.265,5,26,24,11,遊ゴロ
1,1000,1回表,ＤｅＮＡ,バリオス,右,3.69,中日,京田 陽太,左,.225,1,21,8,14,左２
2,1010,1回表,ＤｅＮＡ,バリオス,右,3.69,中日,平田 良介,右,.337,5,26,32,8,三ゴロ
3,3000,,,,,,,,,,,,,,
4,0000,1回裏,中日,笠原 祥太郎,左,6.17,ＤｅＮＡ,桑原 将志,右,.261,3,8,11,12,空三振
5,1000,1回裏,中日,笠原 祥太郎,左,6.17,ＤｅＮＡ,神里 和毅,左,.254,5,20,18,14,左飛
6,2000,1回裏,中日,笠原 祥太郎,左,6.17,ＤｅＮＡ,宮崎 敏郎,右,.318,16,41,19,0,中本
7,2000,1回裏,中日,笠原 祥太郎,左,6.17,ＤｅＮＡ,筒香 嘉智,左,.305,19,49,43,0,空三振
8,3000,,,,,,,,,,,,,,
9,0000,2回表,ＤｅＮＡ,バリオス,右,3.69,中日,ビシエド,右,.303,11,47,24,1,中安
10,0100,2回表,ＤｅＮＡ,バリオス,右,3.69,中日,アルモンテ,左,.304,10,48,30,1,遊ゴロ
11,1010,2回表,ＤｅＮＡ,バリオス,右,3.69,中日,高橋 周平,左,.270,4,34,18,0,右安
12,1101,2回表,ＤｅＮＡ,バリオス,右,3.69,中日,福田 永将,右,.276,6,34,23,0,右安
13,1101,2回表,ＤｅＮＡ,バリオス,右,3.69,中日,松井 雅人,左,.193,2,9,18,0,捕邪飛
14,2101,2回表,ＤｅＮＡ,バリオス,右,3.69,中日,笠原 祥太郎,左,.091,0,0,0,0,見三振
15,3000,,,,,,,,,,,,,,
16,0000,2回裏,中日,笠原 祥太郎,左,6.17,ＤｅＮＡ,ソト,右,.310,9,24,5,0,左安
17,0100,2回裏,中日,笠原 祥太郎,左,6.17,ＤｅＮＡ,倉本 寿彦,左,.232,0,9,3,1,捕邪飛
18,1100,2回裏,中日,笠原 祥太郎,左,6.17,ＤｅＮＡ,嶺井 博希,右,.178,2,12,3,0,右飛
19,2100,2回裏,中日,笠原 祥太郎,左,6.17,ＤｅＮＡ,バリオス,右,.083,0,0,0,0,投ゴロ
20,3000,,,,,,,,,,,,,,
21,0000,3回表,ＤｅＮＡ,バリオス,右,3.69,中日,大島 洋平,左,.265,5,26,24,11,一ゴロ
22,1000,3回表,ＤｅＮＡ,バリオス,右,3.69,中日,京田 陽太,左,.225,1,21,8,14,空三振
23,2000,3回表,ＤｅＮＡ,バリオス,右,3.69,中日,平田 良介,右,.337,5,26,32,8,中安
24,2100,3回表,ＤｅＮＡ,バリオス,右,3.69,中日,ビシエド,右,.303,11,47,24,1,左安
25,2101,3回表,ＤｅＮＡ,バリオス,右,3.69,中日,アルモンテ,左,.304,10,48,30,1,左飛
26,3000,,,,,,,,,,,,,,
27,0000,3回裏,中日,笠原 祥太郎,左,6.17,ＤｅＮＡ,柴田 竜拓,左,.227,3,6,13,2,四球
28,0100,3回裏,中日,笠原 祥太郎,左,6.17,ＤｅＮＡ,桑原 将志,右,.261,3,8,11,12,左安
