,状況,回,守備チーム,投手,利き手,防御率,攻撃チーム,打者,打席,打率,本塁打数,打点,四球数,盗塁数,結果
0,0000,1回表,中日,吉見 一起,右,3.62,巨人,坂本 勇人,右,.330,10,49,41,5,空三振
1,1000,1回表,中日,吉見 一起,右,3.62,巨人,田中 俊太,左,.253,0,6,12,4,二ゴロ
2,2000,1回表,中日,吉見 一起,右,3.62,巨人,マギー,右,.284,7,33,19,0,遊ゴロ
3,3000,,,,,,,,,,,,,,
4,0000,1回裏,巨人,山口 俊,右,2.94,中日,大島 洋平,左,.275,5,25,23,11,遊飛
5,1000,1回裏,巨人,山口 俊,右,2.94,中日,亀澤 恭平,左,.289,0,6,7,2,空三振
6,2000,1回裏,巨人,山口 俊,右,2.94,中日,アルモンテ,左,.320,10,44,30,0,左飛
7,3000,,,,,,,,,,,,,,
8,0000,2回表,中日,吉見 一起,右,3.62,巨人,岡本 和真,右,.316,14,45,28,2,右飛
9,1000,2回表,中日,吉見 一起,右,3.62,巨人,亀井 善行,左,.291,6,28,24,3,空三振
10,2000,2回表,中日,吉見 一起,右,3.62,巨人,長野 久義,右,.278,4,26,23,2,三ゴロ
11,3000,,,,,,,,,,,,,,
12,0000,2回裏,巨人,山口 俊,右,2.94,中日,ビシエド,右,.291,10,42,21,1,空三振
13,1000,2回裏,巨人,山口 俊,右,2.94,中日,平田 良介,右,.335,4,22,28,7,投安
14,1000,2回裏,巨人,山口 俊,右,2.94,中日,高橋 周平,左,.271,4,29,17,0,空三振
15,3000,,,,,,,,,,,,,,
16,0000,3回表,中日,吉見 一起,右,3.62,巨人,大城 卓三,左,.274,2,9,4,0,中安
17,0100,3回表,中日,吉見 一起,右,3.62,巨人,陽 岱鋼,右,.250,3,9,7,1,空三振
18,2000,3回表,中日,吉見 一起,右,3.62,巨人,山口 俊,右,.200,0,2,0,0,空三振
19,3000,,,,,,,,,,,,,,
20,0000,3回裏,巨人,山口 俊,右,2.94,中日,京田 陽太,左,.224,1,19,8,13,中飛
21,1000,3回裏,巨人,山口 俊,右,2.94,中日,松井 雅人,左,.178,2,7,17,0,右本
