,状況,回,守備チーム,投手,利き手,防御率,攻撃チーム,打者,打席,打率,本塁打数,打点,四球数,盗塁数,結果
0,0000,1回表,ソフトバンク,武田 翔太,右,4.96,西武,秋山 翔吾,左,.352,14,50,43,7,捕邪飛
1,1000,1回表,ソフトバンク,武田 翔太,右,4.96,西武,源田 壮亮,左,.290,1,36,26,25,左２
2,1010,1回表,ソフトバンク,武田 翔太,右,4.96,西武,浅村 栄斗,右,.298,18,65,42,3,空三振
3,2010,1回表,ソフトバンク,武田 翔太,右,4.96,西武,山川 穂高,右,.276,24,75,54,0,左安
4,2100,1回表,ソフトバンク,武田 翔太,右,4.96,西武,森 友哉,左,.277,9,47,36,5,四球
5,2110,1回表,ソフトバンク,武田 翔太,右,4.96,西武,外崎 修汰,右,.292,11,45,35,20,右３
6,2001,1回表,ソフトバンク,武田 翔太,右,4.96,西武,中村 剛也,右,.173,6,14,11,0,空三振
7,3000,,,,,,,,,,,,,,
8,0000,1回裏,西武,ウルフ,右,5.01,ソフトバンク,上林 誠知,左,.275,13,41,17,6,空三振
9,1000,1回裏,西武,ウルフ,右,5.01,ソフトバンク,中村 晃,左,.274,8,26,31,0,空三振
10,2000,1回裏,西武,ウルフ,右,5.01,ソフトバンク,柳田 悠岐,左,.347,22,61,31,16,空三振
11,3000,,,,,,,,,,,,,,
12,0000,2回表,ソフトバンク,武田 翔太,右,4.96,西武,炭谷 銀仁朗,右,.274,0,7,2,0,三ゴロ
13,1000,2回表,ソフトバンク,武田 翔太,右,4.96,西武,斉藤 彰吾,左,.366,1,4,2,3,右安
14,1100,2回表,ソフトバンク,武田 翔太,右,4.96,西武,秋山 翔吾,左,.352,14,50,43,7,左安
15,1110,2回表,ソフトバンク,武田 翔太,右,4.96,西武,源田 壮亮,左,.290,1,36,26,25,右安
16,1111,2回表,ソフトバンク,武田 翔太,右,4.96,西武,浅村 栄斗,右,.298,18,65,42,3,中２
17,1011,2回表,ソフトバンク,武田 翔太,右,4.96,西武,山川 穂高,右,.276,24,75,54,0,左安
18,1100,2回表,ソフトバンク,武田 翔太,右,4.96,西武,森 友哉,左,.277,9,47,36,5,一ゴロ
