,状況,回,守備チーム,投手,利き手,防御率,攻撃チーム,打者,打席,打率,本塁打数,打点,四球数,盗塁数,結果
0,0000,1回表,オリックス,西 勇輝,右,3.92,ロッテ,岡 大海,右,.130,0,7,7,5,遊ゴロ
1,1000,1回表,オリックス,西 勇輝,右,3.92,ロッテ,藤岡 裕大,左,.245,5,33,35,11,三ゴロ
2,2000,1回表,オリックス,西 勇輝,右,3.92,ロッテ,中村 奨吾,右,.293,4,42,39,25,二ゴロ
3,3000,,,,,,,,,,,,,,
4,0000,1回裏,ロッテ,二木 康太,右,2.84,オリックス,宮崎 祐樹,右,.250,3,7,7,1,二ゴロ
5,1000,1回裏,ロッテ,二木 康太,右,2.84,オリックス,西村 凌,右,.224,2,6,3,2,遊ゴロ
6,2000,1回裏,ロッテ,二木 康太,右,2.84,オリックス,西野 真弘,左,.294,0,16,12,7,空三振
7,3000,,,,,,,,,,,,,,
8,0000,2回表,オリックス,西 勇輝,右,3.92,ロッテ,井上 晴哉,右,.299,19,71,39,1,中安
9,0100,2回表,オリックス,西 勇輝,右,3.92,ロッテ,角中 勝也,左,.297,4,41,29,3,一ゴロ
10,1010,2回表,オリックス,西 勇輝,右,3.92,ロッテ,鈴木 大地,左,.256,2,25,33,7,四球
11,1110,2回表,オリックス,西 勇輝,右,3.92,ロッテ,安田 尚憲,左,.000,0,0,1,0,空三振
12,2110,2回表,オリックス,西 勇輝,右,3.92,ロッテ,田村 龍弘,右,.245,2,25,29,3,見三振
13,3000,,,,,,,,,,,,,,
14,0000,2回裏,ロッテ,二木 康太,右,2.84,オリックス,吉田 正尚,左,.307,18,67,51,2,右安
15,0100,2回裏,ロッテ,二木 康太,右,2.84,オリックス,中島 宏之,右,.273,1,7,11,0,四球
16,0110,2回裏,ロッテ,二木 康太,右,2.84,オリックス,伏見 寅威,右,.311,0,14,9,0,遊ゴロ
17,1101,2回裏,ロッテ,二木 康太,右,2.84,オリックス,大城 滉二,右,.249,4,22,23,10,二ゴロ
18,2010,2回裏,ロッテ,二木 康太,右,2.84,オリックス,福田 周平,左,.259,0,10,14,8,一ゴロ
19,3000,,,,,,,,,,,,,,
20,0000,3回表,オリックス,西 勇輝,右,3.92,ロッテ,平沢 大河,左,.216,1,17,29,4,見三振
21,1000,3回表,オリックス,西 勇輝,右,3.92,ロッテ,岡 大海,右,.130,0,7,7,5,三飛
22,2000,3回表,オリックス,西 勇輝,右,3.92,ロッテ,藤岡 裕大,左,.245,5,33,35,11,中安
23,2100,3回表,オリックス,西 勇輝,右,3.92,ロッテ,中村 奨吾,右,.293,4,42,39,25,中安
24,2101,3回表,オリックス,西 勇輝,右,3.92,ロッテ,井上 晴哉,右,.299,19,71,39,1,遊飛
25,3000,,,,,,,,,,,,,,
26,0000,3回裏,ロッテ,二木 康太,右,2.84,オリックス,若月 健矢,右,.216,0,16,5,1,投直
27,1000,3回裏,ロッテ,二木 康太,右,2.84,オリックス,宮崎 祐樹,右,.250,3,7,7,1,右飛
28,2000,3回裏,ロッテ,二木 康太,右,2.84,オリックス,西村 凌,右,.224,2,6,3,2,見三振
29,3000,,,,,,,,,,,,,,
30,0000,4回表,オリックス,西 勇輝,右,3.92,ロッテ,角中 勝也,左,.297,4,41,29,3,二飛
31,1000,4回表,オリックス,西 勇輝,右,3.92,ロッテ,鈴木 大地,左,.256,2,25,33,7,右２
32,1010,4回表,オリックス,西 勇輝,右,3.92,ロッテ,安田 尚憲,左,.000,0,0,1,0,遊飛
33,2010,4回表,オリックス,西 勇輝,右,3.92,ロッテ,田村 龍弘,右,.245,2,25,29,3,一飛
34,3000,,,,,,,,,,,,,,
35,0000,4回裏,ロッテ,二木 康太,右,2.84,オリックス,西野 真弘,左,.294,0,16,12,7,左飛
36,1000,4回裏,ロッテ,二木 康太,右,2.84,オリックス,吉田 正尚,左,.307,18,67,51,2,四球
37,1100,4回裏,ロッテ,二木 康太,右,2.84,オリックス,中島 宏之,右,.273,1,7,11,0,中飛
38,2100,4回裏,ロッテ,二木 康太,右,2.84,オリックス,伏見 寅威,右,.311,0,14,9,0,右飛
39,3000,,,,,,,,,,,,,,
40,0000,5回表,オリックス,西 勇輝,右,3.92,ロッテ,平沢 大河,左,.216,1,17,29,4,左安
41,0100,5回表,オリックス,西 勇輝,右,3.92,ロッテ,岡 大海,右,.130,0,7,7,5,捕犠打
42,1010,5回表,オリックス,西 勇輝,右,3.92,ロッテ,藤岡 裕大,左,.245,5,33,35,11,見三振
43,2010,5回表,オリックス,西 勇輝,右,3.92,ロッテ,中村 奨吾,右,.293,4,42,39,25,空三振
44,3000,,,,,,,,,,,,,,
45,0000,5回裏,ロッテ,二木 康太,右,2.84,オリックス,大城 滉二,右,.249,4,22,23,10,右飛
46,1000,5回裏,ロッテ,二木 康太,右,2.84,オリックス,福田 周平,左,.259,0,10,14,8,空三振
47,2000,5回裏,ロッテ,二木 康太,右,2.84,オリックス,若月 健矢,右,.216,0,16,5,1,四球
48,2100,5回裏,ロッテ,二木 康太,右,2.84,オリックス,宮崎 祐樹,右,.250,3,7,7,1,中２
49,2010,5回裏,ロッテ,二木 康太,右,2.84,オリックス,西村 凌,右,.224,2,6,3,2,二ゴロ
50,3000,,,,,,,,,,,,,,
51,0000,6回表,オリックス,西 勇輝,右,3.92,ロッテ,井上 晴哉,右,.299,19,71,39,1,空三振
52,1000,6回表,オリックス,西 勇輝,右,3.92,ロッテ,角中 勝也,左,.297,4,41,29,3,投ゴロ
53,2000,6回表,オリックス,西 勇輝,右,3.92,ロッテ,鈴木 大地,左,.256,2,25,33,7,見三振
54,3000,,,,,,,,,,,,,,
55,0000,6回裏,ロッテ,二木 康太,右,2.84,オリックス,西野 真弘,左,.294,0,16,12,7,右安
56,0100,6回裏,ロッテ,二木 康太,右,2.84,オリックス,吉田 正尚,左,.307,18,67,51,2,左邪飛
57,1010,6回裏,ロッテ,二木 康太,右,2.84,オリックス,中島 宏之,右,.273,1,7,11,0,三ゴロ
58,2001,6回裏,ロッテ,二木 康太,右,2.84,オリックス,伏見 寅威,右,.311,0,14,9,0,空三振
59,3000,,,,,,,,,,,,,,
60,0000,7回表,オリックス,西 勇輝,右,3.92,ロッテ,安田 尚憲,左,.000,0,0,1,0,四球
61,0100,7回表,オリックス,西 勇輝,右,3.92,ロッテ,田村 龍弘,右,.245,2,25,29,3,投犠打
62,1010,7回表,オリックス,西 勇輝,右,3.92,ロッテ,平沢 大河,左,.216,1,17,29,4,左飛
63,2010,7回表,オリックス,西 勇輝,右,3.92,ロッテ,福浦 和也,左,.210,0,8,9,0,右安
64,2010,7回表,オリックス,西 勇輝,右,3.92,ロッテ,藤岡 裕大,左,.245,5,33,35,11,左飛
