,状況,回,守備チーム,投手,利き手,防御率,攻撃チーム,打者,打席,打率,本塁打数,打点,四球数,盗塁数,結果
0,0000,1回表,ソフトバンク,武田 翔太,右,7.20,オリックス,宗 佑磨,左,.286,0,0,0,0,遊ゴロ
1,1000,1回表,ソフトバンク,武田 翔太,右,7.20,オリックス,山足 達也,右,.167,0,0,0,0,遊失
2,1100,1回表,ソフトバンク,武田 翔太,右,7.20,オリックス,吉田 正尚,左,.333,0,1,0,0,一ゴロ
3,2100,1回表,ソフトバンク,武田 翔太,右,7.20,オリックス,ロメロ,右,.143,1,2,0,0,中飛
4,3000,,,,,,,,,,,,,,
5,0000,1回裏,オリックス,田嶋 大樹,左,1.80,ソフトバンク,今宮 健太,右,.286,0,0,1,1,空三振
6,1000,1回裏,オリックス,田嶋 大樹,左,1.80,ソフトバンク,川島 慶三,右,.667,1,1,0,0,左本
7,1000,1回裏,オリックス,田嶋 大樹,左,1.80,ソフトバンク,柳田 悠岐,左,.333,0,2,1,2,四球
8,1010,1回裏,オリックス,田嶋 大樹,左,1.80,ソフトバンク,内川 聖一,右,.000,0,1,0,0,三ゴロ
9,2010,1回裏,オリックス,田嶋 大樹,左,1.80,ソフトバンク,デスパイネ,右,.000,0,0,1,0,右飛
10,3000,,,,,,,,,,,,,,
11,0000,2回表,ソフトバンク,武田 翔太,右,7.20,オリックス,小谷野 栄一,右,.250,0,0,2,0,中２
12,0010,2回表,ソフトバンク,武田 翔太,右,7.20,オリックス,マレーロ,右,.167,0,0,0,1,空三振
13,1010,2回表,ソフトバンク,武田 翔太,右,7.20,オリックス,Ｔ－岡田,左,.333,0,1,0,0,遊飛
14,2010,2回表,ソフトバンク,武田 翔太,右,7.20,オリックス,安達 了一,右,.000,0,0,0,0,右飛
15,3000,,,,,,,,,,,,,,
16,0000,2回裏,オリックス,田嶋 大樹,左,1.80,ソフトバンク,中村 晃,左,.400,0,0,0,0,中飛
17,1000,2回裏,オリックス,田嶋 大樹,左,1.80,ソフトバンク,松田 宣浩,右,.000,0,0,2,1,四球
18,1100,2回裏,オリックス,田嶋 大樹,左,1.80,ソフトバンク,上林 誠知,左,.333,0,0,0,0,空三振
19,2010,2回裏,オリックス,田嶋 大樹,左,1.80,ソフトバンク,甲斐 拓也,右,.000,0,0,0,0,一飛
20,3000,,,,,,,,,,,,,,
