,状況,回,守備チーム,投手,利き手,防御率,攻撃チーム,打者,打席,打率,本塁打数,打点,四球数,盗塁数,結果
0,0000,1回表,中日,ジー,右,4.00,広島,田中 広輔,左,.263,0,9,12,5,左飛
1,1000,1回表,中日,ジー,右,4.00,広島,菊池 涼介,右,.271,4,8,3,3,右安
2,1010,1回表,中日,ジー,右,4.00,広島,丸 佳浩,左,.355,5,14,28,3,遊安
3,1110,1回表,中日,ジー,右,4.00,広島,松山 竜平,左,.250,2,13,6,0,一飛
4,2110,1回表,中日,ジー,右,4.00,広島,バティスタ,右,.294,1,4,2,0,左安
5,2110,1回表,中日,ジー,右,4.00,広島,安部 友裕,左,.281,1,5,6,2,遊飛
6,3000,,,,,,,,,,,,,,
7,0000,1回裏,広島,ジョンソン,左,2.89,中日,大島 洋平,左,.263,0,7,7,4,遊ゴロ
8,1000,1回裏,広島,ジョンソン,左,2.89,中日,京田 陽太,左,.247,0,7,3,6,中安
9,1100,1回裏,広島,ジョンソン,左,2.89,中日,アルモンテ,右,.386,4,16,7,0,二飛
10,2100,1回裏,広島,ジョンソン,左,2.89,中日,モヤ,左,.625,0,3,0,0,左安
11,2101,1回裏,広島,ジョンソン,左,2.89,中日,平田 良介,右,.275,1,6,5,2,左２
12,2011,1回裏,広島,ジョンソン,左,2.89,中日,高橋 周平,左,.226,0,6,9,0,遊ゴロ
13,3000,,,,,,,,,,,,,,
14,0000,2回表,中日,ジー,右,4.00,広島,野間 峻祥,左,.263,0,1,2,1,中３
15,0001,2回表,中日,ジー,右,4.00,広島,石原 慶幸,右,.176,0,2,1,0,左犠飛
16,1000,2回表,中日,ジー,右,4.00,広島,ジョンソン,左,.250,0,2,0,0,見三振
17,2000,2回表,中日,ジー,右,4.00,広島,田中 広輔,左,.263,0,9,12,5,左安
18,2010,2回表,中日,ジー,右,4.00,広島,菊池 涼介,右,.271,4,8,3,3,三邪飛
19,3000,,,,,,,,,,,,,,
20,0000,2回裏,広島,ジョンソン,左,2.89,中日,福田 永将,右,.203,1,4,3,0,三ゴロ
21,1000,2回裏,広島,ジョンソン,左,2.89,中日,大野 奨太,右,.111,0,1,3,0,三ゴロ
22,2000,2回裏,広島,ジョンソン,左,2.89,中日,ジー,右,.125,0,0,0,0,投ゴロ
23,3000,,,,,,,,,,,,,,
