,状況,回,守備チーム,投手,利き手,防御率,攻撃チーム,打者,打席,打率,本塁打数,打点,四球数,盗塁数,結果
0,0000,1回表,西武,多和田 真三郎,右,3.15,日本ハム,西川 遥輝,左,.237,3,15,33,16,右２
1,0010,1回表,西武,多和田 真三郎,右,3.15,日本ハム,大田 泰示,右,.269,10,27,14,1,中安
2,0000,1回表,西武,多和田 真三郎,右,3.15,日本ハム,近藤 健介,左,.353,2,16,25,3,左飛
3,2000,1回表,西武,多和田 真三郎,右,3.15,日本ハム,中田 翔,右,.224,11,32,12,0,空三振
4,3000,,,,,,,,,,,,,,
5,0000,1回裏,日本ハム,上原 健太,左,5.79,西武,秋山 翔吾,左,.367,7,30,27,4,左安
6,0100,1回裏,日本ハム,上原 健太,左,5.79,西武,源田 壮亮,左,.291,0,27,9,14,遊ゴロ
7,1100,1回裏,日本ハム,上原 健太,左,5.79,西武,浅村 栄斗,右,.294,9,32,18,2,遊直
8,3000,,,,,,,,,,,,,,
9,0000,2回表,西武,多和田 真三郎,右,3.15,日本ハム,レアード,右,.234,8,18,15,0,遊ゴロ
10,1000,2回表,西武,多和田 真三郎,右,3.15,日本ハム,杉谷 拳士,左,.262,1,3,3,1,二ゴロ
11,2000,2回表,西武,多和田 真三郎,右,3.15,日本ハム,清宮 幸太郎,左,.167,1,2,4,0,見三振
12,3000,,,,,,,,,,,,,,
13,0000,2回裏,日本ハム,上原 健太,左,5.79,西武,山川 穂高,右,.276,13,43,37,0,三ゴロ
14,1000,2回裏,日本ハム,上原 健太,左,5.79,西武,外崎 修汰,右,.275,3,23,21,12,中安
15,1100,2回裏,日本ハム,上原 健太,左,5.79,西武,森 友哉,左,.282,3,21,19,4,左飛
16,2100,2回裏,日本ハム,上原 健太,左,5.79,西武,メヒア,右,.250,2,7,9,0,ボール
17,3000,,,,,,,,,,,,,,
18,0000,3回表,西武,多和田 真三郎,右,3.15,日本ハム,石川 亮,右,1.000,0,0,1,0,四球
19,0100,3回表,西武,多和田 真三郎,右,3.15,日本ハム,中島 卓也,左,.203,1,6,13,8,投犠打
20,1010,3回表,西武,多和田 真三郎,右,3.15,日本ハム,西川 遥輝,左,.237,3,15,33,16,二ゴロ
21,2001,3回表,西武,多和田 真三郎,右,3.15,日本ハム,大田 泰示,右,.269,10,27,14,1,遊ゴロ
22,3000,,,,,,,,,,,,,,
23,0000,3回裏,日本ハム,上原 健太,左,5.79,西武,メヒア,右,.250,2,7,9,0,遊飛
24,1000,3回裏,日本ハム,上原 健太,左,5.79,西武,木村 文紀,右,.267,1,7,6,3,右２
25,1010,3回裏,日本ハム,上原 健太,左,5.79,西武,金子 侑司,右,.178,1,9,10,15,左安
26,1100,3回裏,日本ハム,上原 健太,左,5.79,西武,秋山 翔吾,左,.367,7,30,27,4,二飛
27,2010,3回裏,日本ハム,上原 健太,左,5.79,西武,源田 壮亮,左,.291,0,27,9,14,一ゴロ
28,3000,,,,,,,,,,,,,,
29,0000,4回表,西武,多和田 真三郎,右,3.15,日本ハム,近藤 健介,左,.353,2,16,25,3,右安
30,0100,4回表,西武,多和田 真三郎,右,3.15,日本ハム,中田 翔,右,.224,11,32,12,0,守妨
31,1100,4回表,西武,多和田 真三郎,右,3.15,日本ハム,レアード,右,.234,8,18,15,0,遊ゴロ
32,2010,4回表,西武,多和田 真三郎,右,3.15,日本ハム,杉谷 拳士,左,.262,1,3,3,1,三飛
33,3000,,,,,,,,,,,,,,
34,0000,4回裏,日本ハム,上原 健太,左,5.79,西武,浅村 栄斗,右,.294,9,32,18,2,左安
35,0010,4回裏,日本ハム,上原 健太,左,5.79,西武,山川 穂高,右,.276,13,43,37,0,四球
36,0110,4回裏,日本ハム,上原 健太,左,5.79,西武,外崎 修汰,右,.275,3,23,21,12,犠打失
37,0111,4回裏,日本ハム,上原 健太,左,5.79,西武,森 友哉,左,.282,3,21,19,4,中犠飛
38,1110,4回裏,日本ハム,上原 健太,左,5.79,西武,メヒア,右,.250,2,7,9,0,一飛
39,2110,4回裏,日本ハム,上原 健太,左,5.79,西武,木村 文紀,右,.267,1,7,6,3,三ゴロ
40,3000,,,,,,,,,,,,,,
41,0000,5回表,西武,多和田 真三郎,右,3.15,日本ハム,清宮 幸太郎,左,.167,1,2,4,0,空三振
42,1000,5回表,西武,多和田 真三郎,右,3.15,日本ハム,石川 亮,右,1.000,0,0,1,0,中安
43,1100,5回表,西武,多和田 真三郎,右,3.15,日本ハム,中島 卓也,左,.203,1,6,13,8,一安
44,1110,5回表,西武,多和田 真三郎,右,3.15,日本ハム,西川 遥輝,左,.237,3,15,33,16,中飛
45,2011,5回表,西武,多和田 真三郎,右,3.15,日本ハム,大田 泰示,右,.269,10,27,14,1,中安
46,2100,5回表,西武,多和田 真三郎,右,3.15,日本ハム,近藤 健介,左,.353,2,16,25,3,見三振
47,3000,,,,,,,,,,,,,,
48,0000,5回裏,日本ハム,上原 健太,左,5.79,西武,金子 侑司,右,.178,1,9,10,15,空三振
49,1000,5回裏,日本ハム,上原 健太,左,5.79,西武,秋山 翔吾,左,.367,7,30,27,4,二ゴロ
50,2000,5回裏,日本ハム,上原 健太,左,5.79,西武,源田 壮亮,左,.291,0,27,9,14,投安
51,2010,5回裏,日本ハム,上原 健太,左,5.79,西武,浅村 栄斗,右,.294,9,32,18,2,見三振
52,3000,,,,,,,,,,,,,,
53,0000,6回表,西武,多和田 真三郎,右,3.15,日本ハム,中田 翔,右,.224,11,32,12,0,三ゴロ
54,1000,6回表,西武,多和田 真三郎,右,3.15,日本ハム,レアード,右,.234,8,18,15,0,死球
55,1100,6回表,西武,多和田 真三郎,右,3.15,日本ハム,杉谷 拳士,左,.262,1,3,3,1,二ゴロ
56,2100,6回表,西武,多和田 真三郎,右,3.15,日本ハム,清宮 幸太郎,左,.167,1,2,4,0,右安
57,2011,6回表,西武,多和田 真三郎,右,3.15,日本ハム,石川 亮,右,1.000,0,0,1,0,三ゴロ
58,3000,,,,,,,,,,,,,,
59,0000,6回裏,日本ハム,玉井 大翔,右,1.72,西武,山川 穂高,右,.276,13,43,37,0,空三振
60,1000,6回裏,日本ハム,玉井 大翔,右,1.72,西武,外崎 修汰,右,.275,3,23,21,12,右飛
61,2000,6回裏,日本ハム,玉井 大翔,右,1.72,西武,森 友哉,左,.282,3,21,19,4,右２
62,2010,6回裏,日本ハム,玉井 大翔,右,1.72,西武,メヒア,右,.250,2,7,9,0,四球
63,2110,6回裏,日本ハム,玉井 大翔,右,1.72,西武,木村 文紀,右,.267,1,7,6,3,四球
64,2111,6回裏,日本ハム,玉井 大翔,右,1.72,西武,金子 侑司,左,.178,1,9,10,15,中２
65,2011,6回裏,日本ハム,公文 克彦,左,0.79,西武,秋山 翔吾,左,.367,7,30,27,4,二ゴロ
66,3000,,,,,,,,,,,,,,
67,0000,7回表,西武,武隈 祥太,左,2.93,日本ハム,中島 卓也,左,.203,1,6,13,8,空三振
68,1000,7回表,西武,武隈 祥太,左,2.93,日本ハム,西川 遥輝,左,.237,3,15,33,16,左飛
69,2000,7回表,西武,武隈 祥太,左,2.93,日本ハム,大田 泰示,右,.269,10,27,14,1,右安
70,2100,7回表,西武,武隈 祥太,左,2.93,日本ハム,近藤 健介,左,.353,2,16,25,3,右本
71,2000,7回表,西武,武隈 祥太,左,2.93,日本ハム,中田 翔,右,.224,11,32,12,0,左２
