,状況,回,守備チーム,投手,利き手,防御率,攻撃チーム,打者,打席,打率,本塁打数,打点,四球数,盗塁数,結果
0,0000,1回表,オリックス,ローチ,右,5.24,西武,源田 壮亮,左,.271,3,45,40,32,左飛
1,1000,1回表,オリックス,ローチ,右,5.24,西武,秋山 翔吾,左,.326,18,65,64,13,二ゴロ
2,2000,1回表,オリックス,ローチ,右,5.24,西武,浅村 栄斗,右,.317,26,102,56,4,右安
3,2010,1回表,オリックス,ローチ,右,5.24,西武,山川 穂高,右,.267,36,97,67,0,左飛
4,3000,,,,,,,,,,,,,,
5,0000,1回裏,西武,十亀 剣,右,4.08,オリックス,福田 周平,左,.271,0,11,19,11,左飛
6,1000,1回裏,西武,十亀 剣,右,4.08,オリックス,小田 裕也,左,.288,2,12,9,9,遊飛
7,2000,1回裏,西武,十亀 剣,右,4.08,オリックス,ロメロ,右,.238,20,50,27,6,二ゴロ
8,3000,,,,,,,,,,,,,,
9,0000,2回表,オリックス,ローチ,右,5.24,西武,外崎 修汰,右,.292,18,67,46,24,右安
10,0100,2回表,オリックス,ローチ,右,5.24,西武,森 友哉,左,.290,14,72,52,5,二ゴロ
11,1100,2回表,オリックス,ローチ,右,5.24,西武,中村 剛也,右,.245,23,50,29,0,左安
12,1110,2回表,オリックス,ローチ,右,5.24,西武,栗山 巧,左,.241,5,38,42,1,空三振
13,2110,2回表,オリックス,ローチ,右,5.24,西武,メヒア,右,.215,9,18,15,0,遊ゴロ
14,3000,,,,,,,,,,,,,,
15,0000,2回裏,西武,十亀 剣,右,4.08,オリックス,吉田 正尚,左,.306,21,75,57,2,右２
16,0010,2回裏,西武,十亀 剣,右,4.08,オリックス,中島 宏之,右,.284,2,16,15,0,四球
17,0110,2回裏,西武,十亀 剣,右,4.08,オリックス,安達 了一,右,.221,3,37,17,16,一犠打
18,1011,2回裏,西武,十亀 剣,右,4.08,オリックス,Ｔ－岡田,左,.229,10,37,26,2,遊ゴロ
19,2001,2回裏,西武,十亀 剣,右,4.08,オリックス,伏見 寅威,右,.283,1,17,10,0,右飛
20,3000,,,,,,,,,,,,,,
21,0000,3回表,オリックス,ローチ,右,5.24,西武,源田 壮亮,左,.271,3,45,40,32,中安
22,0100,3回表,オリックス,ローチ,右,5.24,西武,秋山 翔吾,左,.326,18,65,64,13,左安
23,0110,3回表,オリックス,ローチ,右,5.24,西武,浅村 栄斗,右,.317,26,102,56,4,四球
24,0111,3回表,オリックス,ローチ,右,5.24,西武,山川 穂高,右,.267,36,97,67,0,死球
25,0111,3回表,オリックス,ローチ,右,5.24,西武,外崎 修汰,右,.292,18,67,46,24,左安
26,0111,3回表,オリックス,ローチ,右,5.24,西武,森 友哉,左,.290,14,72,52,5,二ゴロ
27,1110,3回表,オリックス,ローチ,右,5.24,西武,中村 剛也,右,.245,23,50,29,0,右２
28,1010,3回表,オリックス,ローチ,右,5.24,西武,栗山 巧,左,.241,5,38,42,1,遊ゴロ
29,2010,3回表,オリックス,ローチ,右,5.24,西武,メヒア,右,.215,9,18,15,0,空三振
30,3000,,,,,,,,,,,,,,
31,0000,3回裏,西武,十亀 剣,右,4.08,オリックス,若月 健矢,右,.212,0,17,6,1,三ゴロ
32,1000,3回裏,西武,十亀 剣,右,4.08,オリックス,福田 周平,左,.271,0,11,19,11,四球
33,1100,3回裏,西武,十亀 剣,右,4.08,オリックス,小田 裕也,左,.288,2,12,9,9,左安
34,1110,3回裏,西武,十亀 剣,右,4.08,オリックス,ロメロ,右,.238,20,50,27,6,空三振
35,2110,3回裏,西武,十亀 剣,右,4.08,オリックス,吉田 正尚,左,.306,21,75,57,2,二ゴロ
36,3000,,,,,,,,,,,,,,
37,0000,4回表,オリックス,澤田 圭佑,右,2.78,西武,源田 壮亮,左,.271,3,45,40,32,右本
38,0000,4回表,オリックス,澤田 圭佑,右,2.78,西武,秋山 翔吾,左,.326,18,65,64,13,右安
39,0100,4回表,オリックス,澤田 圭佑,右,2.78,西武,浅村 栄斗,右,.317,26,102,56,4,左安
40,0110,4回表,オリックス,澤田 圭佑,右,2.78,西武,山川 穂高,右,.267,36,97,67,0,空三振
41,1110,4回表,オリックス,澤田 圭佑,右,2.78,西武,外崎 修汰,右,.292,18,67,46,24,中２
42,1011,4回表,オリックス,澤田 圭佑,右,2.78,西武,森 友哉,左,.290,14,72,52,5,左犠飛
43,2010,4回表,オリックス,澤田 圭佑,右,2.78,西武,中村 剛也,右,.245,23,50,29,0,三ゴロ
44,3000,,,,,,,,,,,,,,
45,0000,4回裏,西武,十亀 剣,右,4.08,オリックス,中島 宏之,右,.284,2,16,15,0,三ゴロ
46,1000,4回裏,西武,十亀 剣,右,4.08,オリックス,安達 了一,右,.221,3,37,17,16,見三振
47,2000,4回裏,西武,十亀 剣,右,4.08,オリックス,Ｔ－岡田,左,.229,10,37,26,2,中安
48,2100,4回裏,西武,十亀 剣,右,4.08,オリックス,伏見 寅威,右,.283,1,17,10,0,遊ゴロ
49,3000,,,,,,,,,,,,,,
50,0000,5回表,オリックス,澤田 圭佑,右,2.78,西武,栗山 巧,左,.241,5,38,42,1,中安
51,0100,5回表,オリックス,澤田 圭佑,右,2.78,西武,メヒア,右,.215,9,18,15,0,遊飛
52,1100,5回表,オリックス,澤田 圭佑,右,2.78,西武,源田 壮亮,左,.271,3,45,40,32,中安
53,1110,5回表,オリックス,澤田 圭佑,右,2.78,西武,秋山 翔吾,左,.326,18,65,64,13,見三振
54,2110,5回表,オリックス,澤田 圭佑,右,2.78,西武,浅村 栄斗,右,.317,26,102,56,4,二ゴロ
55,3000,,,,,,,,,,,,,,
56,0000,5回裏,西武,十亀 剣,右,4.08,オリックス,宗 佑磨,左,.211,1,9,11,2,死球
57,0100,5回裏,西武,十亀 剣,右,4.08,オリックス,福田 周平,左,.271,0,11,19,11,投直
58,2000,5回裏,西武,十亀 剣,右,4.08,オリックス,小田 裕也,左,.288,2,12,9,9,四球
59,2100,5回裏,西武,十亀 剣,右,4.08,オリックス,ロメロ,右,.238,20,50,27,6,左本
60,2000,5回裏,西武,十亀 剣,右,4.08,オリックス,吉田 正尚,左,.306,21,75,57,2,四球
61,2100,5回裏,西武,十亀 剣,右,4.08,オリックス,中島 宏之,右,.284,2,16,15,0,遊ゴロ
62,3000,,,,,,,,,,,,,,
63,0000,6回表,オリックス,比嘉 幹貴,右,1.13,西武,山川 穂高,右,.267,36,97,67,0,遊邪飛
64,1000,6回表,オリックス,比嘉 幹貴,右,1.13,西武,外崎 修汰,右,.292,18,67,46,24,左２
65,1010,6回表,オリックス,比嘉 幹貴,右,1.13,西武,森 友哉,左,.290,14,72,52,5,中安
66,1101,6回表,オリックス,比嘉 幹貴,右,1.13,西武,中村 剛也,右,.245,23,50,29,0,捕邪飛
67,2101,6回表,オリックス,比嘉 幹貴,右,1.13,西武,栗山 巧,左,.241,5,38,42,1,捕邪飛
68,3000,,,,,,,,,,,,,,
69,0000,6回裏,西武,十亀 剣,右,4.08,オリックス,安達 了一,右,.221,3,37,17,16,中飛
70,1000,6回裏,西武,十亀 剣,右,4.08,オリックス,Ｔ－岡田,左,.229,10,37,26,2,一ゴロ
71,2000,6回裏,西武,十亀 剣,右,4.08,オリックス,伏見 寅威,右,.283,1,17,10,0,空三振
72,3000,,,,,,,,,,,,,,
73,0000,7回表,オリックス,岸田 護,右,2.45,西武,メヒア,右,.215,9,18,15,0,空三振
74,1000,7回表,オリックス,岸田 護,右,2.45,西武,源田 壮亮,左,.271,3,45,40,32,左飛
75,2000,7回表,オリックス,岸田 護,右,2.45,西武,秋山 翔吾,左,.326,18,65,64,13,遊ゴロ
76,3000,,,,,,,,,,,,,,
77,0000,7回裏,西武,野田 昇吾,左,3.06,オリックス,宗 佑磨,左,.211,1,9,11,2,右２
78,0010,7回裏,西武,野田 昇吾,左,3.06,オリックス,福田 周平,左,.271,0,11,19,11,遊ゴロ
79,1001,7回裏,西武,野田 昇吾,左,3.06,オリックス,西村 凌,右,.203,2,7,3,2,右犠飛
80,2000,7回裏,西武,野田 昇吾,左,3.06,オリックス,ロメロ,右,.238,20,50,27,6,左本
81,2000,7回裏,西武,野田 昇吾,左,3.06,オリックス,吉田 正尚,左,.306,21,75,57,2,右安
82,2100,7回裏,西武,平井 克典,右,3.45,オリックス,中島 宏之,右,.284,2,16,15,0,空三振
83,3000,,,,,,,,,,,,,,
84,0000,8回表,オリックス,岸田 護,右,2.45,西武,浅村 栄斗,右,.317,26,102,56,4,右飛
85,1000,8回表,オリックス,岸田 護,右,2.45,西武,山川 穂高,右,.267,36,97,67,0,左安
86,1000,8回表,オリックス,岸田 護,右,2.45,西武,外崎 修汰,右,.292,18,67,46,24,左飛
87,3000,,,,,,,,,,,,,,
88,0000,8回裏,西武,マーティン,右,2.53,オリックス,安達 了一,右,.221,3,37,17,16,四球
89,0100,8回裏,西武,マーティン,右,2.53,オリックス,Ｔ－岡田,左,.229,10,37,26,2,左本
90,0000,8回裏,西武,マーティン,右,2.53,オリックス,杉本 裕太郎,右,.200,2,8,1,0,左２
91,0010,8回裏,西武,小川 龍也,左,0.00,オリックス,鈴木 昂平,右,.154,0,0,0,0,一犠打
92,1001,8回裏,西武,小川 龍也,左,0.00,オリックス,福田 周平,左,.271,0,11,19,11,遊飛
93,2001,8回裏,西武,小川 龍也,左,0.00,オリックス,西村 凌,右,.203,2,7,3,2,空三振
94,3000,,,,,,,,,,,,,,
95,0000,9回表,オリックス,黒木 優太,右,3.27,西武,森 友哉,左,.290,14,72,52,5,左飛
96,1000,9回表,オリックス,黒木 優太,右,3.27,西武,中村 剛也,右,.245,23,50,29,0,二飛
97,2000,9回表,オリックス,黒木 優太,右,3.27,西武,斉藤 彰吾,左,.284,1,6,5,4,見三振
98,3000,,,,,,,,,,,,,,
99,0000,9回裏,西武,ヒース,右,2.43,オリックス,ロメロ,右,.238,20,50,27,6,左安
100,0100,9回裏,西武,ヒース,右,2.43,オリックス,吉田 正尚,左,.306,21,75,57,2,中２
101,0011,9回裏,西武,ヒース,右,2.43,オリックス,中島 宏之,右,.284,2,16,15,0,本塁打
