,状況,打順,打者,結果,アウト,裏得点,表得点,イニング,表裏,攻撃チーム
0,0000,1,ヒックス,左ライナー,1,0,0,1,表,ヤンキース
1,1000,2,ジャッジ,見逃し三振,2,0,0,1,表,ヤンキース
2,2000,3,グレゴリアス,空振り三振,3,0,0,1,表,ヤンキース
3,0000,1,キンズラー,四球,0,0,0,1,裏,エンゼルス
4,0000,2,トラウト,左フライ,2,0,0,1,裏,エンゼルス
5,2000,3,アップトン,空振り三振,3,0,0,1,裏,エンゼルス
6,0000,4,スタントン,右安打,0,0,0,2,表,ヤンキース
7,0100,5,サンチェス,空振り三振,1,0,0,2,表,ヤンキース
8,1010,6,ウォーカー,見逃し三振,2,0,0,2,表,ヤンキース
9,2010,7,アンドゥハー,空振り三振,3,0,0,2,表,ヤンキース
10,0000,4,プホルス,投ゴロ,1,0,0,2,裏,エンゼルス
11,1000,5,大谷翔平,右本塁打,1,1,0,2,裏,エンゼルス
12,1000,6,シモンズ,二ゴロ,2,1,0,2,裏,エンゼルス
13,2000,7,コザート,見逃し三振,3,1,0,2,裏,エンゼルス
14,0000,8,トーリス,右ライナー,1,1,0,3,表,ヤンキース
15,1000,9,トレイエス,中フライ,2,1,0,3,表,ヤンキース
16,2000,1,ヒックス,見逃し三振,3,1,0,3,表,ヤンキース
17,0000,8,カルフーン,投ゴロ,1,1,0,3,裏,エンゼルス
18,1000,9,マルドナド,空振り三振,2,1,0,3,裏,エンゼルス
19,2000,1,キンズラー,二フライ,3,1,0,3,裏,エンゼルス
20,0000,2,ジャッジ,見逃し三振,1,1,0,4,表,ヤンキース
21,1000,3,グレゴリアス,右二塁打,1,1,0,4,表,ヤンキース
22,1010,4,スタントン,四球,1,1,0,4,表,ヤンキース
23,1110,5,サンチェス,一ゴロ,2,1,0,4,表,ヤンキース
24,2101,6,ウォーカー,左フライ,3,1,0,4,表,ヤンキース
25,0000,2,トラウト,見逃し三振,1,1,0,4,裏,エンゼルス
26,1000,3,アップトン,右安打,1,1,0,4,裏,エンゼルス
27,1100,4,プホルス,二ゴロ併殺,3,1,0,4,裏,エンゼルス
28,0000,7,アンドゥハー,左二塁打,0,1,0,5,表,ヤンキース
29,0010,8,トーリス,空振り三振,1,1,0,5,表,ヤンキース
30,1010,9,トレイエス,左安打,1,1,0,5,表,ヤンキース
31,1101,1,ヒックス,中犠飛,2,1,1,5,表,ヤンキース
32,2100,2,ジャッジ,空振り三振,3,1,1,5,表,ヤンキース
33,0000,5,大谷翔平,二ゴロ,1,1,1,5,裏,エンゼルス
34,1000,6,シモンズ,空振り三振,2,1,1,5,裏,エンゼルス
35,2000,7,コザート,遊ゴロ,3,1,1,5,裏,エンゼルス
36,0000,3,グレゴリアス,三安打,0,1,1,6,表,ヤンキース
37,0100,4,スタントン,遊失策,0,1,1,6,表,ヤンキース
38,0110,5,サンチェス,空振り三振,1,1,1,6,表,ヤンキース
39,1011,6,ウォーカー,右犠飛,3,1,2,6,表,ヤンキース
40,0000,8,カルフーン,見逃し三振,1,1,2,6,裏,エンゼルス
41,1000,9,マルドナド,右フライ,2,1,2,6,裏,エンゼルス
42,2000,1,キンズラー,遊ゴロ,3,1,2,6,裏,エンゼルス
43,0000,7,アンドゥハー,左フライ,1,1,2,7,表,ヤンキース
44,1000,8,トーリス,中フライ,2,1,2,7,表,ヤンキース
45,2000,9,トレイエス,右邪飛,3,1,2,7,表,ヤンキース
46,0000,2,トラウト,中安打,0,1,2,7,裏,エンゼルス
47,0100,3,アップトン,右フライ,1,1,2,7,裏,エンゼルス
48,1100,4,プホルス,中安打,1,1,2,7,裏,エンゼルス
49,1110,5,バルブエナ,空振り三振,2,1,2,7,裏,エンゼルス
50,2011,6,シモンズ,右三塁打,2,3,2,7,裏,エンゼルス
51,2001,7,コザート,見逃し三振,3,3,2,7,裏,エンゼルス
52,0000,1,ヒックス,四球,0,3,2,8,表,ヤンキース
53,0100,2,ジャッジ,空振り三振,1,3,2,8,表,ヤンキース
54,1100,3,グレゴリアス,二フライ,2,3,2,8,表,ヤンキース
55,2100,4,スタントン,左フライ,3,3,2,8,表,ヤンキース
56,0000,8,カルフーン,左フライ,1,3,2,8,裏,エンゼルス
57,1000,9,マルドナド,左フライ,2,3,2,8,裏,エンゼルス
58,2000,1,キンズラー,三ゴロ,3,3,2,8,裏,エンゼルス
59,0000,5,サンチェス,四球,0,3,2,9,表,ヤンキース
60,0100,6,ウォーカー,空振り三振,1,3,2,9,表,ヤンキース
61,1100,7,アンドゥハー,左二塁打,1,3,2,9,表,ヤンキース
62,1011,8,トーリス,敬遠,1,3,2,9,表,ヤンキース
63,1111,9,ガードナー,左犠飛,2,3,3,9,表,ヤンキース
64,2110,1,ヒックス,二ゴロ,3,3,3,9,表,ヤンキース
65,0000,2,トラウト,空振り三振,1,3,3,9,裏,エンゼルス
66,1000,3,アップトン,三邪飛,2,3,3,9,裏,エンゼルス
67,2000,4,プホルス,三ゴロ,3,3,3,9,裏,エンゼルス
68,0000,2,ジャッジ,右フライ,1,3,3,10,表,ヤンキース
69,1000,3,グレゴリアス,右本塁打,1,3,4,10,表,ヤンキース
70,1000,4,スタントン,空振り三振,2,3,4,10,表,ヤンキース
71,2000,5,サンチェス,三ゴロ,3,3,4,10,表,ヤンキース
72,0000,5,マルテ,右フライ,1,3,4,10,裏,エンゼルス
73,1000,6,シモンズ,中フライ,2,3,4,10,裏,エンゼルス
74,2000,7,コザート,左二塁打,2,3,4,10,裏,エンゼルス
75,2010,8,Cヤング,一ライナー,3,3,4,10,裏,エンゼルス
