,状況,打順,打者,結果,アウト,裏得点,表得点,イニング,表裏,攻撃チーム
0,0000,1,ヘルナンデス,二安打,0,0,0,1,表,ジャイアンツ
1,0100,2,マカチェン,右ライナー,1,0,0,1,表,ジャイアンツ
2,1100,3,ポージー,右安打,1,0,0,1,表,ジャイアンツ
3,1101,4,ベルト,右フライ,2,0,0,1,表,ジャイアンツ
4,2101,5,ロンゴリア,左二塁打,2,0,2,1,表,ジャイアンツ
5,2010,6,クロフォード,中フライ,3,0,2,1,表,ジャイアンツ
6,0000,1,ブラックモン,見逃し三振,1,0,2,1,裏,ロッキーズ
7,1000,2,クエバス,左安打,1,0,2,1,裏,ロッキーズ
8,1100,3,アレナド,四球,1,0,2,1,裏,ロッキーズ
9,1110,4,ストーリー,左本塁打,1,3,2,1,裏,ロッキーズ
10,1000,5,Cゴンザレス,一ゴロ,2,3,2,1,裏,ロッキーズ
11,2000,6,デスモンド,死球,2,3,2,1,裏,ロッキーズ
12,2100,7,アイアネッタ,二ゴロ,3,3,2,1,裏,ロッキーズ
13,0000,7,ウィリアムソン,二ゴロ,1,3,2,2,表,ジャイアンツ
14,1000,8,トムリンソン,空振り三振,2,3,2,2,表,ジャイアンツ
15,2000,9,スアレス,投ゴロ,3,3,2,2,表,ジャイアンツ
16,0000,8,マクマホン,中安打,0,3,2,2,裏,ロッキーズ
17,0100,9,ベティス,捕犠打,1,3,2,2,裏,ロッキーズ
18,1010,1,ブラックモン,遊ゴロ,2,3,2,2,裏,ロッキーズ
19,2001,2,クエバス,三ライナー,3,3,2,2,裏,ロッキーズ
20,0000,1,ヘルナンデス,左本塁打,0,3,3,3,表,ジャイアンツ
21,0000,2,マカチェン,三安打,0,3,3,3,表,ジャイアンツ
22,0100,3,ポージー,三失策,0,3,3,3,表,ジャイアンツ
23,0110,4,ベルト,二ゴロ併殺,2,3,3,3,表,ジャイアンツ
24,2001,5,ロンゴリア,三ゴロ,3,3,3,3,表,ジャイアンツ
25,0000,3,アレナド,投ゴロ,1,3,3,3,裏,ロッキーズ
26,1000,4,ストーリー,三失策,1,3,3,3,裏,ロッキーズ
27,1100,5,Cゴンザレス,右安打,1,3,3,3,裏,ロッキーズ
28,1101,6,デスモンド,中安打,1,4,3,3,裏,ロッキーズ
29,1110,7,アイアネッタ,空振り三振,2,4,3,3,裏,ロッキーズ
30,2110,8,マクマホン,見逃し三振,3,4,3,3,裏,ロッキーズ
31,0000,6,クロフォード,一ゴロ,1,4,3,4,表,ジャイアンツ
32,1000,7,ウィリアムソン,三ゴロ,2,4,3,4,表,ジャイアンツ
33,2000,8,トムリンソン,右安打,2,4,3,4,表,ジャイアンツ
34,2100,9,スアレス,投ゴロ,3,4,3,4,表,ジャイアンツ
35,0000,9,ベティス,空振り三振,1,4,3,4,裏,ロッキーズ
36,1000,1,ブラックモン,見逃し三振,2,4,3,4,裏,ロッキーズ
37,2000,2,クエバス,二ゴロ,3,4,3,4,裏,ロッキーズ
38,0000,1,ヘルナンデス,一ライナー,1,4,3,5,表,ジャイアンツ
39,1000,2,マカチェン,中フライ,2,4,3,5,表,ジャイアンツ
40,2000,3,ポージー,二ゴロ,3,4,3,5,表,ジャイアンツ
41,0000,3,アレナド,右フライ,1,4,3,5,裏,ロッキーズ
42,1000,4,ストーリー,見逃し三振,2,4,3,5,裏,ロッキーズ
43,2000,5,Cゴンザレス,空振り三振,3,4,3,5,裏,ロッキーズ
44,0000,4,ベルト,右安打,0,4,3,6,表,ジャイアンツ
45,0100,5,ロンゴリア,中二塁打,0,4,4,6,表,ジャイアンツ
46,0010,6,クロフォード,投ゴロ,1,4,4,6,表,ジャイアンツ
47,1100,7,ウィリアムソン,空振り三振,2,4,4,6,表,ジャイアンツ
48,2100,8,トムリンソン,左安打,2,4,4,6,表,ジャイアンツ
49,2110,9,サンドバル,左安打,2,4,5,6,表,ジャイアンツ
50,2101,1,ヘルナンデス,右フライ,3,4,5,6,表,ジャイアンツ
51,0000,6,デスモンド,二失策,0,4,5,6,裏,ロッキーズ
52,0100,7,アイアネッタ,空振り三振,1,4,5,6,裏,ロッキーズ
53,1001,8,マクマホン,一ゴロ,2,4,5,6,裏,ロッキーズ
54,2100,9,パーラ,左フライ,3,4,5,6,裏,ロッキーズ
55,0000,2,マカチェン,空振り三振,1,4,5,7,表,ジャイアンツ
56,1000,3,ポージー,三ゴロ,2,4,5,7,表,ジャイアンツ
57,2000,4,ベルト,投ゴロ,3,4,5,7,表,ジャイアンツ
58,0000,1,ブラックモン,中安打,0,4,5,7,裏,ロッキーズ
59,0000,2,クエバス,空振り三振,2,4,5,7,裏,ロッキーズ
60,2000,3,アレナド,二ゴロ,3,4,5,7,裏,ロッキーズ
61,0000,5,ロンゴリア,右フライ,1,4,5,8,表,ジャイアンツ
62,1000,6,クロフォード,二ライナー,2,4,5,8,表,ジャイアンツ
63,2000,7,ウィリアムソン,三ゴロ,3,4,5,8,表,ジャイアンツ
64,0000,4,ストーリー,中安打,0,4,5,8,裏,ロッキーズ
65,0100,5,Cゴンザレス,右安打,0,4,5,8,裏,ロッキーズ
66,0101,6,デスモンド,右犠飛,1,5,5,8,裏,ロッキーズ
67,1100,7,アイアネッタ,投併殺,3,5,5,8,裏,ロッキーズ
68,0000,8,トムリンソン,一ゴロ,1,5,5,9,表,ジャイアンツ
69,1000,9,ブランコ,二ゴロ,2,5,5,9,表,ジャイアンツ
70,2000,1,ヘルナンデス,四球,2,5,5,9,表,ジャイアンツ
71,2010,2,マカチェン,四球,2,5,5,9,表,ジャイアンツ
72,2110,3,ポージー,死球,2,5,5,9,表,ジャイアンツ
73,2111,4,ベルト,二ライナー,3,5,5,9,表,ジャイアンツ
74,0000,8,マクマホン,見逃し三振,1,5,5,9,裏,ロッキーズ
75,1000,9,ダール,中安打,1,5,5,9,裏,ロッキーズ
76,1100,1,ブラックモン,左ライナー,2,5,5,9,裏,ロッキーズ
77,2010,2,クエバス,左フライ,3,5,5,9,裏,ロッキーズ
78,0000,5,ロンゴリア,中安打,0,5,5,10,表,ジャイアンツ
79,0100,6,クロフォード,中安打,0,5,5,10,表,ジャイアンツ
80,0110,7,ジャクソン,一ゴロ,1,5,5,10,表,ジャイアンツ
81,1110,8,トムリンソン,二ゴロ,2,5,5,10,表,ジャイアンツ
82,2101,9,ブランコ,投ゴロ,3,5,5,10,表,ジャイアンツ
83,0000,3,アレナド,四球,0,5,5,10,裏,ロッキーズ
84,0100,4,ストーリー,中フライ,1,5,5,10,裏,ロッキーズ
85,1010,5,Cゴンザレス,敬遠,1,5,5,10,裏,ロッキーズ
86,1110,6,デスモンド,右安打,1,5,5,10,裏,ロッキーズ
87,1111,7,アイアネッタ,中安打,1,6,5,10,裏,ロッキーズ
