,状況,打順,打者,結果,アウト,裏得点,表得点,イニング,表裏,攻撃チーム
0,0000,1,キンズラー,中二塁打,0,0,0,1,表,タイガース
1,0010,2,カステラノス,左安打,0,0,0,1,表,タイガース
2,0101,3,アップトン,投ゴロ,1,0,0,1,表,タイガース
3,1011,4,カブレラ,左フライ,2,0,0,1,表,タイガース
4,2011,5,マルティネス,敬遠,2,0,0,1,表,タイガース
5,2111,6,マルティネス,四球,2,0,1,1,表,タイガース
6,2111,7,マトゥック,見逃し三振,3,0,1,1,表,タイガース
7,0000,1,メリフィールド,中フライ,1,0,1,1,裏,ロイヤルズ
8,1000,2,ボニファシオ,中ライナー,2,0,1,1,裏,ロイヤルズ
9,2000,3,ケーン,右フライ,3,0,1,1,裏,ロイヤルズ
10,0000,8,アビラ,四球,0,0,1,2,表,タイガース
11,0100,9,イグレシアス,空振り三振,1,0,1,2,表,タイガース
12,1100,1,キンズラー,中三塁打,1,0,2,2,表,タイガース
13,1001,2,カステラノス,中本塁打,1,0,4,2,表,タイガース
14,1000,3,アップトン,空振り三振,2,0,4,2,表,タイガース
15,2000,4,カブレラ,四球,2,0,4,2,表,タイガース
16,2010,5,マルティネス,投ゴロ,3,0,4,2,表,タイガース
17,0000,4,ホスマー,中安打,0,0,4,2,裏,ロイヤルズ
18,0100,5,ペレス,左安打,0,0,4,2,裏,ロイヤルズ
19,0110,6,ムスターカス,三フライ,1,0,4,2,裏,ロイヤルズ
20,1110,7,エスコバル,見逃し三振,2,0,4,2,裏,ロイヤルズ
21,2110,8,モス,空振り三振,3,0,4,2,裏,ロイヤルズ
22,0000,6,マルティネス,中安打,0,0,4,3,表,タイガース
23,0100,7,マトゥック,左本塁打,0,0,6,3,表,タイガース
24,0000,8,アビラ,見逃し三振,1,0,6,3,表,タイガース
25,1000,9,イグレシアス,三ゴロ,2,0,6,3,表,タイガース
26,2000,1,キンズラー,中三塁打,2,0,6,3,表,タイガース
27,2001,2,カステラノス,空振り三振,3,0,6,3,表,タイガース
