,状況,打順,打者,結果,アウト,裏得点,表得点,イニング,表裏,攻撃チーム
0,0000,1,ブラックモン,投ゴロ,1,0,0,1,表,ロッキーズ
1,1000,2,ルメーヒュー,見逃し三振,2,0,0,1,表,ロッキーズ
2,2000,3,アレナド,中安打,2,0,0,1,表,ロッキーズ
3,2010,4,パーラ,空振り三振,3,0,0,1,表,ロッキーズ
4,0000,1,キプニス,二ライナー,1,0,0,1,裏,インディアンス
5,1000,2,リンドア,空振り三振,2,0,0,1,裏,インディアンス
6,2000,3,ラミレス,右安打,2,0,0,1,裏,インディアンス
7,2100,4,エンカーナシオン,遊ゴロ,3,0,0,1,裏,インディアンス
8,0000,5,ゴンザレス,右安打,0,0,0,2,表,ロッキーズ
9,0100,6,ルクロイ,左ゴロ,1,0,0,2,表,ロッキーズ
10,1100,7,タピア,遊ゴロ,2,0,0,2,表,ロッキーズ
11,2100,8,ストーリー,見逃し三振,3,0,0,2,表,ロッキーズ
12,0000,5,サンタナ,四球,0,0,0,2,裏,インディアンス
13,0100,6,ジャクソン,遊ゴロ併殺,2,0,0,2,裏,インディアンス
14,2000,7,ジマー,空振り三振,3,0,0,2,裏,インディアンス
15,0000,9,アマリスタ,中本塁打,0,0,1,3,表,ロッキーズ
16,0000,1,ブラックモン,二ゴロ,1,0,1,3,表,ロッキーズ
17,1000,2,ルメーヒュー,見逃し三振,2,0,1,3,表,ロッキーズ
18,2000,3,アレナド,空振り三振,3,0,1,3,表,ロッキーズ
19,0000,8,アルモンテ,中二塁打,0,0,1,3,裏,インディアンス
20,0010,9,ペレス,投犠打,1,0,1,3,裏,インディアンス
21,1001,1,キプニス,二フライ,2,0,1,3,裏,インディアンス
22,2001,2,リンドア,右本塁打,2,2,1,3,裏,インディアンス
23,2000,3,ラミレス,一ゴロ,3,2,1,3,裏,インディアンス
24,0000,4,パーラ,右安打,0,2,1,4,表,ロッキーズ
25,0100,5,ゴンザレス,三邪飛,1,2,1,4,表,ロッキーズ
26,1100,6,ルクロイ,中フライ,2,2,1,4,表,ロッキーズ
27,2100,7,タピア,一ゴロ,3,2,1,4,表,ロッキーズ
28,0000,4,エンカーナシオン,四球,0,2,1,4,裏,インディアンス
29,0100,5,サンタナ,右安打,0,2,1,4,裏,インディアンス
30,0101,6,ジャクソン,空振り三振,1,2,1,4,裏,インディアンス
31,1101,7,ジマー,三邪飛,2,2,1,4,裏,インディアンス
32,2011,8,アルモンテ,見逃し三振,3,2,1,4,裏,インディアンス
33,0000,8,ストーリー,右フライ,1,2,1,5,表,ロッキーズ
34,1000,9,アマリスタ,二ゴロ,2,2,1,5,表,ロッキーズ
35,2000,1,ブラックモン,二ゴロ,3,2,1,5,表,ロッキーズ
36,0000,9,ペレス,右安打,0,2,1,5,裏,インディアンス
37,0100,1,キプニス,空振り三振,1,2,1,5,裏,インディアンス
38,1100,2,リンドア,右ライナー,2,2,1,5,裏,インディアンス
39,2100,3,ラミレス,四球,2,2,1,5,裏,インディアンス
40,2110,4,エンカーナシオン,三ライナー,3,2,1,5,裏,インディアンス
41,0000,2,ルメーヒュー,遊ゴロ,1,2,1,6,表,ロッキーズ
42,1000,3,アレナド,三安打,1,2,1,6,表,ロッキーズ
43,1100,4,パーラ,中安打,1,2,1,6,表,ロッキーズ
44,1101,5,ゴンザレス,空振り三振,2,2,1,6,表,ロッキーズ
45,2101,6,ルクロイ,見逃し三振,3,2,1,6,表,ロッキーズ
46,0000,5,サンタナ,空振り三振,1,2,1,6,裏,インディアンス
47,1000,6,ジャクソン,三ゴロ,2,2,1,6,裏,インディアンス
48,2000,7,ジマー,一ゴロ,3,2,1,6,裏,インディアンス
49,0000,7,タピア,空振り三振,1,2,1,7,表,ロッキーズ
50,1000,8,ストーリー,空振り三振,2,2,1,7,表,ロッキーズ
51,2000,9,アマリスタ,一ライナー,3,2,1,7,表,ロッキーズ
52,0000,8,アルモンテ,中安打,0,2,1,7,裏,インディアンス
53,0100,9,ペレス,投犠打,1,2,1,7,裏,インディアンス
54,1010,1,キプニス,一ゴロ,2,2,1,7,裏,インディアンス
55,2001,2,リンドア,遊ゴロ,3,2,1,7,裏,インディアンス
