,状況,打順,打者,結果,アウト,裏得点,表得点,イニング,表裏,攻撃チーム
0,0000,1,イエリチ,三ゴロ,1,0,0,1,表,ブリュワーズ
1,1000,2,ケーン,死球,1,0,0,1,表,ブリュワーズ
2,1100,3,ムスターカス,空振り三振,2,0,0,1,表,ブリュワーズ
3,2100,4,アギュラー,見逃し三振,3,0,0,1,表,ブリュワーズ
4,0000,1,カーペンター,右ライナー,1,0,0,1,裏,カージナルス
5,1000,2,モリーナ,三ゴロ,2,0,0,1,裏,カージナルス
6,2000,3,オニール,二ゴロ,3,0,0,1,裏,カージナルス
7,0000,5,ショー,右本塁打,0,0,1,2,表,ブリュワーズ
8,0000,6,ブロクストン,遊ゴロ,1,0,1,2,表,ブリュワーズ
9,1000,7,クラツ,空振り三振,2,0,1,2,表,ブリュワーズ
10,2000,8,アルシア,右二塁打,2,0,1,2,表,ブリュワーズ
11,2010,9,マイリー,二ゴロ,3,0,1,2,表,ブリュワーズ
12,0000,4,オズナ,左本塁打,0,1,1,2,裏,カージナルス
13,0000,5,デヨング,左フライ,1,1,1,2,裏,カージナルス
14,1000,6,ジャーコ,空振り三振,2,1,1,2,裏,カージナルス
15,2000,7,ベーダー,空振り三振,3,1,1,2,裏,カージナルス
16,0000,1,イエリチ,空振り三振,1,1,1,3,表,ブリュワーズ
17,1000,2,ケーン,遊ゴロ,2,1,1,3,表,ブリュワーズ
18,2000,3,ムスターカス,二ゴロ,3,1,1,3,表,ブリュワーズ
19,0000,8,ウォン,右安打,0,1,1,3,裏,カージナルス
20,0100,9,マイコラス,投ゴロ,1,1,1,3,裏,カージナルス
21,1100,1,カーペンター,一ゴロ,2,1,1,3,裏,カージナルス
22,2100,2,モリーナ,振り逃げ,2,1,1,3,裏,カージナルス
23,2110,3,オニール,右安打,2,2,1,3,裏,カージナルス
24,2101,4,オズナ,四球,2,2,1,3,裏,カージナルス
25,2111,5,デヨング,中安打,2,4,1,3,裏,カージナルス
26,2101,6,ジャーコ,左フライ,3,4,1,3,裏,カージナルス
27,0000,4,アギュラー,右フライ,1,4,1,4,表,ブリュワーズ
28,1000,5,ショー,遊ライナー,2,4,1,4,表,ブリュワーズ
29,2000,6,ブロクストン,三ゴロ,3,4,1,4,表,ブリュワーズ
30,0000,7,ベーダー,左フライ,1,4,1,4,裏,カージナルス
31,1000,8,Gガルシア,空振り三振,2,4,1,4,裏,カージナルス
32,2000,9,マイコラス,空振り三振,3,4,1,4,裏,カージナルス
33,0000,7,クラツ,右フライ,1,4,1,5,表,ブリュワーズ
34,1000,8,アルシア,空振り三振,2,4,1,5,表,ブリュワーズ
35,2000,9,マイリー,遊安打,2,4,1,5,表,ブリュワーズ
36,2100,1,イエリチ,一邪飛,3,4,1,5,表,ブリュワーズ
37,0000,1,カーペンター,一ゴロ,1,4,1,5,裏,カージナルス
38,1000,2,モリーナ,空振り三振,2,4,1,5,裏,カージナルス
39,2000,3,オニール,見逃し三振,3,4,1,5,裏,カージナルス
40,0000,2,ケーン,右二塁打,0,4,1,6,表,ブリュワーズ
41,0010,3,ムスターカス,中フライ,1,4,1,6,表,ブリュワーズ
42,1010,4,アギュラー,右安打,1,4,1,6,表,ブリュワーズ
43,1011,5,ショー,空振り三振,2,4,1,6,表,ブリュワーズ
44,2011,6,テムズ,見逃し三振,3,4,1,6,表,ブリュワーズ
45,0000,4,オズナ,空振り三振,1,4,1,6,裏,カージナルス
46,1000,5,デヨング,遊失策,1,4,1,6,裏,カージナルス
47,1010,6,ジャーコ,四球,1,4,1,6,裏,カージナルス
48,1110,7,ベーダー,中三塁打,1,6,1,6,裏,カージナルス
49,1001,8,Gガルシア,投ゴロ,2,6,1,6,裏,カージナルス
50,2001,9,Jマルティネス,右フライ,3,6,1,6,裏,カージナルス
51,0000,7,クラツ,三フライ,1,6,1,7,表,ブリュワーズ
52,1000,8,アルシア,空振り三振,2,6,1,7,表,ブリュワーズ
53,2000,9,スクープ,空振り三振,3,6,1,7,表,ブリュワーズ
54,0000,1,カーペンター,遊ゴロ,1,6,1,7,裏,カージナルス
55,1000,2,モリーナ,空振り三振,2,6,1,7,裏,カージナルス
56,2000,3,オニール,右フライ,3,6,1,7,裏,カージナルス
57,0000,1,イエリチ,中本塁打,0,6,2,8,表,ブリュワーズ
58,0000,2,ケーン,捕ゴロ,1,6,2,8,表,ブリュワーズ
59,1000,3,ムスターカス,中ライナー,2,6,2,8,表,ブリュワーズ
60,2000,4,アギュラー,空振り三振,3,6,2,8,表,ブリュワーズ
61,0000,4,オズナ,四球,0,6,2,8,裏,カージナルス
62,0100,5,デヨング,中二塁打,0,7,2,8,裏,カージナルス
63,0010,6,ジャーコ,右フライ,1,7,2,8,裏,カージナルス
64,1001,7,ベーダー,見逃し三振,2,7,2,8,裏,カージナルス
65,2001,8,Gガルシア,死球,2,7,2,8,裏,カージナルス
66,2101,9,ウィスドム,三ゴロ,3,7,2,8,裏,カージナルス
67,0000,5,ショー,中フライ,1,7,2,9,表,ブリュワーズ
68,1000,6,テムズ,空振り三振,2,7,2,9,表,ブリュワーズ
69,2000,7,クラツ,左フライ,3,7,2,9,表,ブリュワーズ
