,状況,打順,打者,結果,アウト,裏得点,表得点,イニング,表裏,攻撃チーム
0,0000,1,ガルビス,空振り三振,1,0,0,1,表,パドレス
1,1000,2,ウリアス,見逃し三振,2,0,0,1,表,パドレス
2,2000,3,レンフロー,空振り三振,3,0,0,1,表,パドレス
3,0000,1,ソーザ,空振り三振,1,0,0,1,裏,Dバックス
4,1000,2,ポラック,中ライナー,2,0,0,1,裏,Dバックス
5,2000,3,ゴールドシュミット,右ライナー,3,0,0,1,裏,Dバックス
6,0000,4,ホスマー,空振り三振,1,0,0,2,表,パドレス
7,1000,5,マイヤーズ,右ライナー,2,0,0,2,表,パドレス
8,2000,6,レイエス,遊ゴロ,3,0,0,2,表,パドレス
9,0000,4,ペラルタ,左ライナー,1,0,0,2,裏,Dバックス
10,1000,5,エスコバル,四球,1,0,0,2,裏,Dバックス
11,1100,6,アーメッド,中三塁打,1,1,0,2,裏,Dバックス
12,1001,7,マルテ,左犠飛,2,2,0,2,裏,Dバックス
13,2000,8,マシス,中二塁打,2,2,0,2,裏,Dバックス
14,2010,9,レイ,空振り三振,3,2,0,2,裏,Dバックス
15,0000,7,ヘッジス,空振り三振,1,2,0,3,表,パドレス
16,1000,8,マーゴット,空振り三振,2,2,0,3,表,パドレス
17,2000,9,ルケシー,投ゴロ,3,2,0,3,表,パドレス
18,0000,1,ソーザ,中フライ,1,2,0,3,裏,Dバックス
19,1000,2,ポラック,空振り三振,2,2,0,3,裏,Dバックス
20,2000,3,ゴールドシュミット,空振り三振,3,2,0,3,裏,Dバックス
21,0000,1,ガルビス,見逃し三振,1,2,0,4,表,パドレス
22,1000,2,ウリアス,中フライ,2,2,0,4,表,パドレス
23,2000,3,レンフロー,中フライ,3,2,0,4,表,パドレス
24,0000,4,ペラルタ,投ライナー,1,2,0,4,裏,Dバックス
25,1000,5,エスコバル,三ライナー,2,2,0,4,裏,Dバックス
26,2000,6,アーメッド,空振り三振,3,2,0,4,裏,Dバックス
27,0000,4,ホスマー,四球,0,2,0,5,表,パドレス
28,0100,5,マイヤーズ,遊ゴロ併殺,2,2,0,5,表,パドレス
29,2000,6,レイエス,左安打,2,2,0,5,表,パドレス
30,2100,7,ヘッジス,遊ゴロ,3,2,0,5,表,パドレス
31,0000,7,マルテ,遊安打,0,2,0,5,裏,Dバックス
32,0100,8,マシス,中フライ,1,2,0,5,裏,Dバックス
33,1100,9,レイ,投犠打,2,2,0,5,裏,Dバックス
34,2010,1,ソーザ,空振り三振,3,2,0,5,裏,Dバックス
35,0000,8,マーゴット,空振り三振,1,2,0,6,表,パドレス
36,1000,9,メヒア,空振り三振,2,2,0,6,表,パドレス
37,2000,1,ガルビス,四球,2,2,0,6,表,パドレス
38,2100,2,ウリアス,右安打,2,2,0,6,表,パドレス
39,2101,3,レンフロー,空振り三振,3,2,0,6,表,パドレス
40,0000,2,ポラック,中安打,0,2,0,6,裏,Dバックス
41,0100,3,ゴールドシュミット,空振り三振,1,2,0,6,裏,Dバックス
42,1100,4,ペラルタ,二ゴロ併殺,3,2,0,6,裏,Dバックス
43,0000,4,ホスマー,遊ゴロ,1,2,0,7,表,パドレス
44,1000,5,マイヤーズ,遊ゴロ,2,2,0,7,表,パドレス
45,2000,6,レイエス,空振り三振,3,2,0,7,表,パドレス
46,0000,5,エスコバル,右フライ,1,2,0,7,裏,Dバックス
47,1000,6,アーメッド,一ゴロ,2,2,0,7,裏,Dバックス
48,2000,7,マルテ,二安打,2,2,0,7,裏,Dバックス
49,2010,8,マシス,四球,2,2,0,7,裏,Dバックス
50,2010,9,デスカルソ,右安打,2,4,0,7,裏,Dバックス
51,2010,1,ソーザ,四球,2,4,0,7,裏,Dバックス
52,2110,2,ポラック,左安打,2,4,0,7,裏,Dバックス
53,2101,3,ゴールドシュミット,中安打,2,6,0,7,裏,Dバックス
54,2101,4,ペラルタ,一ゴロ,3,6,0,7,裏,Dバックス
55,0000,7,ヘッジス,中二塁打,0,6,0,8,表,パドレス
56,0010,8,マーゴット,中ライナー,1,6,0,8,表,パドレス
57,1010,9,ジャンコウスキー,空振り三振,2,6,0,8,表,パドレス
58,2010,1,ガルビス,空振り三振,3,6,0,8,表,パドレス
59,0000,5,エスコバル,右安打,0,6,0,8,裏,Dバックス
60,0100,6,アーメッド,二フライ,1,6,0,8,裏,Dバックス
61,1100,7,マルテ,二ゴロ併殺,3,6,0,8,裏,Dバックス
62,0000,2,ウリアス,三ゴロ,1,6,0,9,表,パドレス
63,1000,3,レンフロー,三ゴロ,2,6,0,9,表,パドレス
64,2000,4,ホスマー,二ゴロ,3,6,0,9,表,パドレス
