,状況,打順,打者,結果,アウト,裏得点,表得点,イニング,表裏,攻撃チーム
0,0000,1,ロリアーノ,見逃し三振,1,0,0,1,表,アスレチックス
1,1000,2,チャプマン,見逃し三振,2,0,0,1,表,アスレチックス
2,2000,3,ローリー,四球,2,0,0,1,表,アスレチックス
3,2100,4,デービス,左安打,2,0,0,1,表,アスレチックス
4,2110,5,オルソン,二ゴロ,3,0,0,1,表,アスレチックス
5,0000,1,マリンズ,遊ゴロ,1,0,0,1,裏,オリオールズ
6,1000,2,ビラー,見逃し三振,2,0,0,1,裏,オリオールズ
7,2000,3,マンシーニ,右フライ,3,0,0,1,裏,オリオールズ
8,0000,6,ピスコティ,遊ゴロ,1,0,0,2,表,アスレチックス
9,1000,7,セミエン,三ゴロ,2,0,0,2,表,アスレチックス
10,2000,8,ピンダー,右ライナー,3,0,0,2,表,アスレチックス
11,0000,4,ジョーンズ,右安打,0,0,0,2,裏,オリオールズ
12,0100,5,デービス,見逃し三振,1,0,0,2,裏,オリオールズ
13,1010,6,リカード,遊ゴロ,2,0,0,2,裏,オリオールズ
14,2010,7,ヌネス,二フライ,3,0,0,2,裏,オリオールズ
15,0000,9,ルクロイ,四球,0,0,0,3,表,アスレチックス
16,0100,1,ロリアーノ,投ゴロ,1,0,0,3,表,アスレチックス
17,1010,2,チャプマン,右二塁打,1,0,1,3,表,アスレチックス
18,1010,3,ローリー,四球,1,0,1,3,表,アスレチックス
19,1110,4,デービス,左安打,1,0,2,3,表,アスレチックス
20,1110,5,オルソン,空振り三振,2,0,2,3,表,アスレチックス
21,2110,6,ピスコティ,中安打,2,0,3,3,表,アスレチックス
22,2110,7,セミエン,右フライ,3,0,3,3,表,アスレチックス
23,0000,8,バレラ,右フライ,1,0,3,3,裏,オリオールズ
24,1000,9,ジョセフ,右安打,1,0,3,3,裏,オリオールズ
25,1100,1,マリンズ,四球,1,0,3,3,裏,オリオールズ
26,1110,2,ビラー,一ゴロ併殺,3,0,3,3,裏,オリオールズ
27,0000,8,ピンダー,右フライ,1,0,3,4,表,アスレチックス
28,1000,9,ルクロイ,一ゴロ,2,0,3,4,表,アスレチックス
29,2000,1,ロリアーノ,三邪飛,3,0,3,4,表,アスレチックス
30,0000,3,マンシーニ,空振り三振,1,0,3,4,裏,オリオールズ
31,1000,4,ジョーンズ,左安打,1,0,3,4,裏,オリオールズ
32,1100,5,デービス,見逃し三振,2,0,3,4,裏,オリオールズ
33,2100,6,リカード,二フライ,3,0,3,4,裏,オリオールズ
34,0000,2,チャプマン,遊ゴロ,1,0,3,5,表,アスレチックス
35,1000,3,ローリー,見逃し三振,2,0,3,5,表,アスレチックス
36,2000,4,デービス,空振り三振,3,0,3,5,表,アスレチックス
37,0000,7,ヌネス,右フライ,1,0,3,5,裏,オリオールズ
38,1000,8,バレラ,二ゴロ,2,0,3,5,裏,オリオールズ
39,2000,9,ジョセフ,空振り三振,3,0,3,5,裏,オリオールズ
40,0000,5,オルソン,空振り三振,1,0,3,6,表,アスレチックス
41,1000,6,ピスコティ,遊安打,1,0,3,6,表,アスレチックス
42,1100,7,セミエン,遊フライ,2,0,3,6,表,アスレチックス
43,2100,8,ピンダー,空振り三振,3,0,3,6,表,アスレチックス
44,0000,1,マリンズ,空振り三振,1,0,3,6,裏,オリオールズ
45,1000,2,ビラー,中本塁打,1,1,3,6,裏,オリオールズ
46,1000,3,マンシーニ,空振り三振,2,1,3,6,裏,オリオールズ
47,2000,4,ジョーンズ,投ゴロ,3,1,3,6,裏,オリオールズ
48,0000,9,ルクロイ,遊ゴロ,1,1,3,7,表,アスレチックス
49,1000,1,ロリアーノ,遊ライナー,2,1,3,7,表,アスレチックス
50,2000,2,チャプマン,遊フライ,3,1,3,7,表,アスレチックス
51,0000,5,デービス,見逃し三振,1,1,3,7,裏,オリオールズ
52,1000,6,リカード,空振り三振,2,1,3,7,裏,オリオールズ
53,2000,7,ヌネス,三ゴロ,3,1,3,7,裏,オリオールズ
54,0000,3,ローリー,三安打,0,1,3,8,表,アスレチックス
55,0100,4,デービス,空振り三振,1,1,3,8,表,アスレチックス
56,1100,5,オルソン,空振り三振,2,1,3,8,表,アスレチックス
57,2100,6,ピスコティ,左二塁打,2,1,3,8,表,アスレチックス
58,2011,7,セミエン,三ゴロ,3,1,3,8,表,アスレチックス
59,0000,8,バレラ,中安打,0,1,3,8,裏,オリオールズ
60,0100,9,ジョセフ,中ライナー,1,1,3,8,裏,オリオールズ
61,1100,1,マリンズ,空振り三振,2,1,3,8,裏,オリオールズ
62,2010,2,ビラー,左安打,2,2,3,8,裏,オリオールズ
63,2100,3,マンシーニ,中ライナー,3,2,3,8,裏,オリオールズ
64,0000,8,ジョイス,一ゴロ,1,2,3,9,表,アスレチックス
65,1000,9,ルクロイ,遊ゴロ,2,2,3,9,表,アスレチックス
66,2000,1,ロリアーノ,三ゴロ,3,2,3,9,表,アスレチックス
67,0000,4,ジョーンズ,遊ゴロ,1,2,3,9,裏,オリオールズ
68,1000,5,デービス,三フライ,2,2,3,9,裏,オリオールズ
69,2000,6,リカード,空振り三振,3,2,3,9,裏,オリオールズ
