,状況,打順,打者,結果,アウト,裏得点,表得点,イニング,表裏,攻撃チーム
0,0000,1,ゴメス,四球,0,0,0,1,表,レンジャーズ
1,0100,2,秋,一ゴロ併殺,2,0,0,1,表,レンジャーズ
2,2000,3,マザラ,三フライ,3,0,0,1,表,レンジャーズ
3,0000,1,エスコバル,右フライ,1,0,0,1,裏,エンゼルス
4,1000,2,カルフーン,右二塁打,1,0,0,1,裏,エンゼルス
5,1010,3,トラウト,空振り三振,2,0,0,1,裏,エンゼルス
6,2010,4,プホルス,見逃し三振,3,0,0,1,裏,エンゼルス
7,0000,4,ナポリ,右本塁打,0,0,1,2,表,レンジャーズ
8,0000,5,オドル,左フライ,1,0,1,2,表,レンジャーズ
9,1000,6,ルクロイ,右フライ,2,0,1,2,表,レンジャーズ
10,2000,7,アンドルス,左本塁打,2,0,2,2,表,レンジャーズ
11,2000,8,ガロ,投ゴロ,3,0,2,2,表,レンジャーズ
12,0000,5,シモンズ,四球,0,0,2,2,裏,エンゼルス
13,0100,6,リビア,左二塁打,0,0,2,2,裏,エンゼルス
14,0011,7,クロン,左犠飛,1,1,2,2,裏,エンゼルス
15,1001,8,エスピノザ,右犠飛,2,2,2,2,裏,エンゼルス
16,2000,9,マルドナド,一ゴロ,3,2,2,2,裏,エンゼルス
17,0000,9,プロファー,見逃し三振,1,2,2,3,表,レンジャーズ
18,1000,1,ゴメス,空振り三振,2,2,2,3,表,レンジャーズ
19,2000,2,秋,遊ゴロ,3,2,2,3,表,レンジャーズ
20,0000,1,エスコバル,遊ゴロ,1,2,2,3,裏,エンゼルス
21,1000,2,カルフーン,見逃し三振,2,2,2,3,裏,エンゼルス
22,2000,3,トラウト,中本塁打,2,3,2,3,裏,エンゼルス
23,2000,4,プホルス,中フライ,3,3,2,3,裏,エンゼルス
24,0000,3,マザラ,見逃し三振,1,3,2,4,表,レンジャーズ
25,1000,4,ナポリ,中ライナー,2,3,2,4,表,レンジャーズ
26,2000,5,オドル,三ゴロ,3,3,2,4,表,レンジャーズ
27,0000,5,シモンズ,中ライナー,1,3,2,4,裏,エンゼルス
28,1000,6,リビア,投ゴロ,2,3,2,4,裏,エンゼルス
29,2000,7,クロン,左安打,2,3,2,4,裏,エンゼルス
30,2100,8,エスピノザ,右フライ,3,3,2,4,裏,エンゼルス
31,0000,6,ルクロイ,四球,0,3,2,5,表,レンジャーズ
32,0100,7,アンドルス,中安打,0,3,2,5,表,レンジャーズ
33,0110,8,ガロ,右三塁打,0,3,4,5,表,レンジャーズ
34,0001,9,プロファー,右安打,0,3,5,5,表,レンジャーズ
35,0100,1,ゴメス,中フライ,1,3,5,5,表,レンジャーズ
36,1100,2,秋,左安打,1,3,5,5,表,レンジャーズ
37,1101,3,マザラ,投ゴロ,2,3,5,5,表,レンジャーズ
38,2011,4,ナポリ,敬遠,2,3,5,5,表,レンジャーズ
39,2111,5,オドル,空振り三振,3,3,5,5,表,レンジャーズ
40,0000,9,マルドナド,空振り三振,1,3,5,5,裏,エンゼルス
41,1000,1,エスコバル,中フライ,2,3,5,5,裏,エンゼルス
42,2000,2,カルフーン,二失策,2,3,5,5,裏,エンゼルス
43,2100,3,トラウト,一邪飛,3,3,5,5,裏,エンゼルス
44,0000,6,ルクロイ,見逃し三振,1,3,5,6,表,レンジャーズ
45,1000,7,アンドルス,三ゴロ,2,3,5,6,表,レンジャーズ
46,2000,8,ガロ,空振り三振,3,3,5,6,表,レンジャーズ
47,0000,4,プホルス,遊ゴロ,1,3,5,6,裏,エンゼルス
48,1000,5,シモンズ,二フライ,2,3,5,6,裏,エンゼルス
49,2000,6,リビア,遊ゴロ,3,3,5,6,裏,エンゼルス
50,0000,9,プロファー,空振り三振,1,3,5,7,表,レンジャーズ
51,1000,1,ゴメス,左本塁打,1,3,6,7,表,レンジャーズ
52,1000,2,秋,空振り三振,2,3,6,7,表,レンジャーズ
53,2000,3,マザラ,四球,2,3,6,7,表,レンジャーズ
54,2100,4,ナポリ,中フライ,3,3,6,7,表,レンジャーズ
55,0000,7,クロン,二ゴロ,1,3,6,7,裏,エンゼルス
56,1000,8,エスピノザ,空振り三振,2,3,6,7,裏,エンゼルス
57,2000,9,マルドナド,三ゴロ,3,3,6,7,裏,エンゼルス
58,0000,5,オドル,左フライ,1,3,6,8,表,レンジャーズ
59,1000,6,ルクロイ,右安打,1,3,6,8,表,レンジャーズ
60,1100,7,アンドルス,左フライ,2,3,6,8,表,レンジャーズ
61,2100,8,ガロ,四球,2,3,6,8,表,レンジャーズ
62,2110,9,プロファー,二ゴロ,3,3,6,8,表,レンジャーズ
63,0000,1,エスコバル,二ゴロ,1,3,6,8,裏,エンゼルス
64,1000,2,カルフーン,左二塁打,1,3,6,8,裏,エンゼルス
65,1010,3,トラウト,空振り三振,2,3,6,8,裏,エンゼルス
66,2010,4,プホルス,中フライ,3,3,6,8,裏,エンゼルス
67,0000,1,ゴメス,一ゴロ,1,3,6,9,表,レンジャーズ
68,1000,2,秋,遊ゴロ,2,3,6,9,表,レンジャーズ
69,2000,3,マザラ,左安打,2,3,6,9,表,レンジャーズ
70,2100,4,ナポリ,左安打,2,3,6,9,表,レンジャーズ
71,2110,5,オドル,中三塁打,2,3,8,9,表,レンジャーズ
72,2001,6,ルクロイ,三ゴロ,3,3,8,9,表,レンジャーズ
73,0000,5,シモンズ,中安打,0,3,8,9,裏,エンゼルス
74,0100,6,リビア,二ゴロ,1,3,8,9,裏,エンゼルス
75,1010,7,クロン,捕邪飛,2,3,8,9,裏,エンゼルス
76,2010,8,エスピノザ,空振り三振,3,3,8,9,裏,エンゼルス
