,状況,打順,打者,結果,アウト,裏得点,表得点,イニング,表裏,攻撃チーム
0,0000,1,ヌネス,一ライナー,1,0,0,1,表,Rソックス
1,1000,2,ベニンテンディ,二安打,1,0,0,1,表,Rソックス
2,1100,3,ベッツ,中ライナー,2,0,0,1,表,Rソックス
3,2100,4,モアランド,左ライナー,3,0,0,1,表,Rソックス
4,0000,1,ピアース,四球,0,0,0,1,裏,ブルージェイズ
5,0100,2,ドナルドソン,三ゴロ併殺,2,0,0,1,裏,ブルージェイズ
6,2000,3,スモーク,四球,2,0,0,1,裏,ブルージェイズ
7,2100,4,バティスタ,右二塁打,2,0,0,1,裏,ブルージェイズ
8,2011,5,モラレス,右二塁打,2,2,0,1,裏,ブルージェイズ
9,2010,6,ピラー,一邪飛,3,2,0,1,裏,ブルージェイズ
10,0000,5,ボガーツ,空振り三振,1,2,0,2,表,Rソックス
11,1000,6,デバース,右フライ,2,2,0,2,表,Rソックス
12,2000,7,ラミレス,左二塁打,2,2,0,2,表,Rソックス
13,2010,8,バスケス,右安打,2,2,0,2,表,Rソックス
14,2010,9,ホルト,投ゴロ,3,2,1,2,表,Rソックス
15,0000,7,バーニー,右安打,0,2,1,2,裏,ブルージェイズ
16,0100,8,ゴーインズ,見逃し三振,1,2,1,2,裏,ブルージェイズ
17,1100,9,ロペス,四球,1,2,1,2,裏,ブルージェイズ
18,1110,1,ピアース,右フライ,2,2,1,2,裏,ブルージェイズ
19,2110,2,ドナルドソン,空振り三振,3,2,1,2,裏,ブルージェイズ
20,0000,1,ヌネス,左本塁打,0,2,2,3,表,Rソックス
21,0000,2,ベニンテンディ,投ゴロ,1,2,2,3,表,Rソックス
22,1000,3,ベッツ,三ゴロ,2,2,2,3,表,Rソックス
23,2000,4,モアランド,空振り三振,3,2,2,3,表,Rソックス
24,0000,3,スモーク,捕邪飛,1,2,2,3,裏,ブルージェイズ
25,1000,4,バティスタ,右フライ,2,2,2,3,裏,ブルージェイズ
26,2000,5,モラレス,右フライ,3,2,2,3,裏,ブルージェイズ
27,0000,5,ボガーツ,空振り三振,1,2,2,4,表,Rソックス
28,1000,6,デバース,中ライナー,2,2,2,4,表,Rソックス
29,2000,7,ラミレス,投ゴロ,3,2,2,4,表,Rソックス
30,0000,6,ピラー,左二塁打,0,2,2,4,裏,ブルージェイズ
31,0010,7,バーニー,右安打,0,2,2,4,裏,ブルージェイズ
32,0101,8,ゴーインズ,中安打,0,3,2,4,裏,ブルージェイズ
33,0110,9,ロペス,投フライ,1,3,2,4,裏,ブルージェイズ
34,1110,1,ピアース,三ゴロ併殺,3,3,2,4,裏,ブルージェイズ
35,0000,8,バスケス,中安打,0,3,2,5,表,Rソックス
36,0100,9,ホルト,二ゴロ併殺,2,3,2,5,表,Rソックス
37,2000,1,ヌネス,遊安打,2,3,2,5,表,Rソックス
38,2100,2,ベニンテンディ,遊ゴロ,3,3,2,5,表,Rソックス
39,0000,2,ドナルドソン,左安打,0,3,2,5,裏,ブルージェイズ
40,0100,3,スモーク,四球,0,3,2,5,裏,ブルージェイズ
41,0110,4,バティスタ,中フライ,1,3,2,5,裏,ブルージェイズ
42,1110,5,モラレス,四球,1,3,2,5,裏,ブルージェイズ
43,1111,6,ピラー,三ゴロ,2,3,2,5,裏,ブルージェイズ
44,2111,7,バーニー,投ライナー,3,3,2,5,裏,ブルージェイズ
45,0000,3,ベッツ,中フライ,1,3,2,6,表,Rソックス
46,1000,4,モアランド,右安打,1,3,2,6,表,Rソックス
47,1100,5,ボガーツ,右フライ,2,3,2,6,表,Rソックス
48,2100,6,デバース,見逃し三振,3,3,2,6,表,Rソックス
49,0000,8,ゴーインズ,投失策,0,3,2,6,裏,ブルージェイズ
50,0010,9,ロペス,空振り三振,1,3,2,6,裏,ブルージェイズ
51,1010,1,ピアース,遊フライ,2,3,2,6,裏,ブルージェイズ
52,2010,2,ドナルドソン,空振り三振,3,3,2,6,裏,ブルージェイズ
53,0000,7,ラミレス,中安打,0,3,2,7,表,Rソックス
54,0100,8,バスケス,左本塁打,0,3,4,7,表,Rソックス
55,0000,9,ホルト,遊フライ,1,3,4,7,表,Rソックス
56,1000,1,ヌネス,四球,1,3,4,7,表,Rソックス
57,1100,2,ベニンテンディ,中二塁打,1,3,4,7,表,Rソックス
58,1011,3,ベッツ,敬遠,1,3,4,7,表,Rソックス
59,1111,4,モアランド,二安打,1,3,5,7,表,Rソックス
60,1111,5,ボガーツ,四球,1,3,6,7,表,Rソックス
61,1111,6,デバース,遊ゴロ併殺,3,3,6,7,表,Rソックス
62,0000,3,スモーク,遊フライ,1,3,6,7,裏,ブルージェイズ
63,1000,4,バティスタ,空振り三振,2,3,6,7,裏,ブルージェイズ
64,2000,5,モラレス,中フライ,3,3,6,7,裏,ブルージェイズ
65,0000,7,ラミレス,空振り三振,1,3,6,8,表,Rソックス
66,1000,8,バスケス,中二塁打,1,3,6,8,表,Rソックス
67,1010,9,ホルト,右フライ,2,3,6,8,表,Rソックス
68,2010,1,ヌネス,二フライ,3,3,6,8,表,Rソックス
69,0000,6,ピラー,二ゴロ,1,3,6,8,裏,ブルージェイズ
70,1000,7,バーニー,一ゴロ,2,3,6,8,裏,ブルージェイズ
71,2000,8,ゴーインズ,捕邪飛,3,3,6,8,裏,ブルージェイズ
72,0000,2,ベニンテンディ,中フライ,1,3,6,9,表,Rソックス
73,1000,3,ベッツ,四球,1,3,6,9,表,Rソックス
74,1010,4,モアランド,空振り三振,2,3,6,9,表,Rソックス
