,状況,打順,打者,結果,アウト,裏得点,表得点,イニング,表裏,攻撃チーム
0,0000,1,アクーナ,中安打,0,0,0,1,表,ブレーブス
1,0000,2,アルビース,中フライ,2,0,0,1,表,ブレーブス
2,2000,3,Fフリーマン,空振り三振,3,0,0,1,表,ブレーブス
3,0000,1,パニック,中安打,0,0,0,1,裏,ジャイアンツ
4,0100,2,ハンソン,二ゴロ,1,0,0,1,裏,ジャイアンツ
5,1010,3,ロンゴリア,四球,1,0,0,1,裏,ジャイアンツ
6,1110,4,ベルト,四球,1,0,0,1,裏,ジャイアンツ
7,1111,5,クロフォード,二ゴロ併殺,3,0,0,1,裏,ジャイアンツ
8,0000,4,マーケーキス,二ゴロ,1,0,0,2,表,ブレーブス
9,1000,5,スズキ,中フライ,2,0,0,2,表,ブレーブス
10,2000,6,カルバーソン,右ライナー,3,0,0,2,表,ブレーブス
11,0000,6,ハンドリー,捕邪飛,1,0,0,2,裏,ジャイアンツ
12,1000,7,ブランコ,遊ゴロ,2,0,0,2,裏,ジャイアンツ
13,2000,8,ヘルナンデス,四球,2,0,0,2,裏,ジャイアンツ
14,2100,9,ホランド,空振り三振,3,0,0,2,裏,ジャイアンツ
15,0000,7,インシアルテ,見逃し三振,1,0,0,3,表,ブレーブス
16,1000,8,スワンソン,遊ゴロ,2,0,0,3,表,ブレーブス
17,2000,9,Aサンチェス,空振り三振,3,0,0,3,表,ブレーブス
18,0000,1,パニック,右安打,0,0,0,3,裏,ジャイアンツ
19,0100,2,ハンソン,遊ゴロ,1,0,0,3,裏,ジャイアンツ
20,1010,3,ロンゴリア,右安打,1,1,0,3,裏,ジャイアンツ
21,1100,4,ベルト,中フライ,2,1,0,3,裏,ジャイアンツ
22,2100,5,クロフォード,三邪飛,3,1,0,3,裏,ジャイアンツ
23,0000,1,アクーナ,四球,0,1,0,4,表,ブレーブス
24,0100,2,アルビース,見逃し三振,1,1,0,4,表,ブレーブス
25,1100,3,Fフリーマン,右安打,1,1,0,4,表,ブレーブス
26,1110,4,マーケーキス,投ゴロ,2,1,0,4,表,ブレーブス
27,2011,5,スズキ,空振り三振,3,1,0,4,表,ブレーブス
28,0000,6,ハンドリー,中安打,0,1,0,4,裏,ジャイアンツ
29,0100,7,ブランコ,四球,0,1,0,4,裏,ジャイアンツ
30,0110,8,ヘルナンデス,空振り三振,1,1,0,4,裏,ジャイアンツ
31,1110,9,ホランド,四球,1,1,0,4,裏,ジャイアンツ
32,1111,1,パニック,二ゴロ併殺,3,1,0,4,裏,ジャイアンツ
33,0000,6,カルバーソン,遊ゴロ,1,1,0,5,表,ブレーブス
34,1000,7,インシアルテ,遊安打,1,1,0,5,表,ブレーブス
35,1100,8,スワンソン,空振り三振,2,1,0,5,表,ブレーブス
36,2100,9,Aサンチェス,三振,3,1,0,5,表,ブレーブス
37,0000,2,ハンソン,空振り三振,1,1,0,5,裏,ジャイアンツ
38,1000,3,ロンゴリア,左二塁打,1,1,0,5,裏,ジャイアンツ
39,1010,4,ベルト,三フライ,2,1,0,5,裏,ジャイアンツ
40,2010,5,クロフォード,二ゴロ,3,1,0,5,裏,ジャイアンツ
41,0000,1,アクーナ,三ゴロ,1,1,0,6,表,ブレーブス
42,1000,2,アルビース,左二塁打,1,1,0,6,表,ブレーブス
43,1010,3,Fフリーマン,右安打,1,1,1,6,表,ブレーブス
44,1100,4,マーケーキス,二ゴロ,2,1,1,6,表,ブレーブス
45,2010,5,スズキ,中フライ,3,1,1,6,表,ブレーブス
46,0000,6,ハンドリー,左安打,0,1,1,6,裏,ジャイアンツ
47,0100,7,ブランコ,一ゴロ,1,1,1,6,裏,ジャイアンツ
48,1010,8,ヘルナンデス,空振り三振,2,1,1,6,裏,ジャイアンツ
49,2001,9,ペンス,一フライ,3,1,1,6,裏,ジャイアンツ
50,0000,6,カルバーソン,四球,0,1,1,7,表,ブレーブス
51,0100,7,インシアルテ,左二塁打,0,1,1,7,表,ブレーブス
52,0011,8,スワンソン,四球,0,1,1,7,表,ブレーブス
53,0111,9,デュバル,一邪飛,1,1,1,7,表,ブレーブス
54,1111,1,アクーナ,空振り三振,2,1,1,7,表,ブレーブス
55,2111,2,アルビース,遊ゴロ,3,1,1,7,表,ブレーブス
56,0000,1,パニック,左安打,0,1,1,7,裏,ジャイアンツ
57,0100,2,ハンソン,投犠打失策,0,1,1,7,裏,ジャイアンツ
58,0001,3,ロンゴリア,敬遠,1,1,1,7,裏,ジャイアンツ
59,1101,4,ベルト,空振り三振,2,1,1,7,裏,ジャイアンツ
60,2101,5,クロフォード,二ゴロ,3,1,1,7,裏,ジャイアンツ
61,0000,3,Fフリーマン,三ゴロ,1,1,1,8,表,ブレーブス
62,1000,4,マーケーキス,遊ゴロ,2,1,1,8,表,ブレーブス
63,2000,5,スズキ,二ゴロ,3,1,1,8,表,ブレーブス
64,0000,6,ハンドリー,四球,0,1,1,8,裏,ジャイアンツ
65,0100,7,ブランコ,中フライ,1,1,1,8,裏,ジャイアンツ
66,1100,8,ヘルナンデス,中フライ,2,1,1,8,裏,ジャイアンツ
67,2100,9,ショー,空振り三振,3,1,1,8,裏,ジャイアンツ
68,0000,6,カルバーソン,左安打,0,1,1,9,表,ブレーブス
69,0100,7,インシアルテ,三犠打,1,1,1,9,表,ブレーブス
70,1010,8,スワンソン,三ゴロ,2,1,1,9,表,ブレーブス
71,2001,9,フラワーズ,三安打,2,1,2,9,表,ブレーブス
72,2100,1,アクーナ,空振り三振,3,1,2,9,表,ブレーブス
73,0000,1,パニック,投ゴロ,1,1,2,9,裏,ジャイアンツ
74,1000,2,スレーター,見逃し三振,2,1,2,9,裏,ジャイアンツ
75,2000,3,ロンゴリア,遊ゴロ,3,1,2,9,裏,ジャイアンツ
