,状況,打順,打者,結果,アウト,裏得点,表得点,イニング,表裏,攻撃チーム
0,0000,1,キンズラー,中安打,0,0,0,1,表,タイガース
1,0100,2,カステラノス,右安打,0,0,0,1,表,タイガース
2,0110,3,カブレラ,見逃し三振,1,0,0,1,表,タイガース
3,1110,4,Vマルティネス,左フライ,2,0,0,1,表,タイガース
4,2110,5,アップトン,中本塁打,2,0,3,1,表,タイガース
5,2000,6,コリンズ,中フライ,3,0,3,1,表,タイガース
6,0000,1,エスコバル,遊ゴロ,1,0,3,1,裏,エンゼルス
7,1000,2,カルフーン,空振り三振,2,0,3,1,裏,エンゼルス
8,2000,3,トラウト,遊ゴロ,3,0,3,1,裏,エンゼルス
9,0000,7,マキャン,左安打,0,0,3,2,表,タイガース
10,0100,8,ロマイン,右本塁打,0,0,5,2,表,タイガース
11,0000,9,イグレシアス,投ゴロ,1,0,5,2,表,タイガース
12,1000,1,キンズラー,左安打,1,0,5,2,表,タイガース
13,1100,2,カステラノス,見逃し三振,2,0,5,2,表,タイガース
14,2100,3,カブレラ,遊失策,2,0,5,2,表,タイガース
15,2110,4,Vマルティネス,左フライ,3,0,5,2,表,タイガース
16,0000,4,プホルス,一ゴロ,1,0,5,2,裏,エンゼルス
17,1000,5,メイビン,見逃し三振,2,0,5,2,裏,エンゼルス
18,2000,6,リビア,遊ゴロ,3,0,5,2,裏,エンゼルス
19,0000,5,アップトン,二ライナー,1,0,5,3,表,タイガース
20,1000,6,コリンズ,左フライ,2,0,5,3,表,タイガース
21,2000,7,マキャン,右安打,2,0,5,3,表,タイガース
22,2100,8,ロマイン,四球,2,0,5,3,表,タイガース
23,2110,9,イグレシアス,右ライナー,3,0,5,3,表,タイガース
24,0000,7,シモンズ,二ゴロ,1,0,5,3,裏,エンゼルス
25,1000,8,マルドナド,空振り三振,2,0,5,3,裏,エンゼルス
26,2000,9,ペニントン,左安打,2,0,5,3,裏,エンゼルス
27,2100,1,エスコバル,遊安打,2,0,5,3,裏,エンゼルス
28,2110,2,カルフーン,空振り三振,3,0,5,3,裏,エンゼルス
29,0000,1,キンズラー,二ゴロ,1,0,5,4,表,タイガース
30,1000,2,カステラノス,見逃し三振,2,0,5,4,表,タイガース
31,2000,3,カブレラ,三ゴロ,3,0,5,4,表,タイガース
32,0000,3,トラウト,二ゴロ,1,0,5,4,裏,エンゼルス
33,1000,4,プホルス,遊ゴロ,2,0,5,4,裏,エンゼルス
34,2000,5,メイビン,四球,2,0,5,4,裏,エンゼルス
35,2100,6,リビア,遊ゴロ,3,0,5,4,裏,エンゼルス
36,0000,4,Vマルティネス,右フライ,1,0,5,5,表,タイガース
37,1000,5,アップトン,空振り三振,2,0,5,5,表,タイガース
38,2000,6,コリンズ,遊ゴロ,3,0,5,5,表,タイガース
39,0000,7,シモンズ,遊ゴロ,1,0,5,5,裏,エンゼルス
40,1000,8,マルドナド,空振り三振,2,0,5,5,裏,エンゼルス
41,2000,9,ペニントン,四球,2,0,5,5,裏,エンゼルス
42,2100,1,エスコバル,右二塁打,2,1,5,5,裏,エンゼルス
43,2010,2,カルフーン,一フライ,3,1,5,5,裏,エンゼルス
44,0000,7,マキャン,二ゴロ,1,1,5,6,表,タイガース
45,1000,8,ロマイン,遊ゴロ,2,1,5,6,表,タイガース
46,2000,9,イグレシアス,二ライナー,3,1,5,6,表,タイガース
47,0000,3,トラウト,三邪飛,1,1,5,6,裏,エンゼルス
48,1000,4,プホルス,三ゴロ,2,1,5,6,裏,エンゼルス
49,2000,5,メイビン,見逃し三振,3,1,5,6,裏,エンゼルス
50,0000,1,キンズラー,中安打,0,1,5,7,表,タイガース
51,0100,2,カステラノス,右フライ,1,1,5,7,表,タイガース
52,1100,3,カブレラ,遊ゴロ併殺,3,1,5,7,表,タイガース
53,0000,6,リビア,遊ゴロ,1,1,5,7,裏,エンゼルス
54,1000,7,シモンズ,二フライ,2,1,5,7,裏,エンゼルス
55,2000,8,マルドナド,死球,2,1,5,7,裏,エンゼルス
56,2100,9,ペニントン,空振り三振,3,1,5,7,裏,エンゼルス
57,0000,4,Vマルティネス,中二塁打,0,1,5,8,表,タイガース
58,0001,5,アップトン,空振り三振,1,1,5,8,表,タイガース
59,1001,6,コリンズ,中ライナー,2,1,5,8,表,タイガース
60,2001,7,マキャン,左二塁打,2,1,6,8,表,タイガース
61,2010,8,ロマイン,三邪飛,3,1,6,8,表,タイガース
62,0000,1,エスコバル,右安打,0,1,6,8,裏,エンゼルス
63,0100,2,カルフーン,空振り三振,1,1,6,8,裏,エンゼルス
64,1100,3,トラウト,右フライ,2,1,6,8,裏,エンゼルス
65,2100,4,プホルス,空振り三振,3,1,6,8,裏,エンゼルス
66,0000,9,イグレシアス,空振り三振,1,1,6,9,表,タイガース
67,1000,1,キンズラー,四球,1,1,6,9,表,タイガース
68,1100,2,カステラノス,四球,1,1,6,9,表,タイガース
69,1110,3,カブレラ,左安打,1,1,7,9,表,タイガース
70,1010,4,Vマルティネス,四球,2,1,7,9,表,タイガース
71,2110,5,アップトン,空振り三振,3,1,7,9,表,タイガース
72,0000,5,メイビン,遊ゴロ,1,1,7,9,裏,エンゼルス
73,1000,6,リビア,遊ゴロ,2,1,7,9,裏,エンゼルス
74,2000,7,シモンズ,二失策,2,1,7,9,裏,エンゼルス
75,2100,8,バルブエナ,一ゴロ,3,1,7,9,裏,エンゼルス
