,状況,打順,打者,結果,アウト,裏得点,表得点,イニング,表裏,攻撃チーム
0,0000,1,デシールズ,右フライ,1,0,0,1,表,レンジャーズ
1,1000,2,秋,一ライナー,2,0,0,1,表,レンジャーズ
2,2000,3,アンドルス,三ゴロ,3,0,0,1,表,レンジャーズ
3,0000,1,スプリンガー,三ゴロ,1,0,0,1,裏,アストロズ
4,1000,2,レディック,二ゴロ,2,0,0,1,裏,アストロズ
5,2000,3,アルテューベ,遊ゴロ,3,0,0,1,裏,アストロズ
6,0000,4,ベルトレ,左ライナー,1,0,0,2,表,レンジャーズ
7,1000,5,マザラ,三ゴロ,2,0,0,2,表,レンジャーズ
8,2000,6,ルクロイ,中安打,2,0,0,2,表,レンジャーズ
9,2100,7,オドル,中三塁打,2,0,1,2,表,レンジャーズ
10,2001,8,ガロ,右三塁打,2,0,2,2,表,レンジャーズ
11,2000,4,コレア,空振り三振,1,0,2,2,表,レンジャーズ
12,1000,5,ベルトラン,二ゴロ,2,0,2,2,表,レンジャーズ
13,2000,6,マキャン,左フライ,3,0,2,2,表,レンジャーズ
14,0000,9,チリーノス,遊ゴロ,1,0,2,2,裏,アストロズ
15,1000,1,デシールズ,中安打,1,0,2,2,裏,アストロズ
16,1100,2,秋,二ゴロ併殺,3,0,2,2,裏,アストロズ
17,0000,7,グリエル,三ゴロ,1,0,2,3,表,レンジャーズ
18,1000,8,ブレグマン,四球,1,0,2,3,表,レンジャーズ
19,1100,9,青木宣親,二ゴロ,2,0,2,3,表,レンジャーズ
20,2010,1,スプリンガー,三ゴロ,3,0,2,3,表,レンジャーズ
21,0000,3,アンドルス,一フライ,1,0,2,3,裏,アストロズ
22,1000,4,ベルトレ,左安打,1,0,2,3,裏,アストロズ
23,1100,5,マザラ,空振り三振,2,0,2,3,裏,アストロズ
24,2100,6,ルクロイ,一邪飛,3,0,2,3,裏,アストロズ
25,0000,2,ゴンザレス,空振り三振,1,0,2,4,表,レンジャーズ
26,1000,3,アルテューベ,二フライ,2,0,2,4,表,レンジャーズ
27,2000,4,コレア,空振り三振,3,0,2,4,表,レンジャーズ
28,0000,7,オドル,右ライナー,1,0,2,4,裏,アストロズ
29,1000,8,ガロ,四球,1,0,2,4,裏,アストロズ
30,1100,9,チリーノス,空振り三振,2,0,2,4,裏,アストロズ
31,2100,1,デシールズ,三邪飛,3,0,2,4,裏,アストロズ
32,0000,5,ベルトラン,四球,0,0,2,5,表,レンジャーズ
33,0100,6,マキャン,一ゴロ,1,0,2,5,表,レンジャーズ
34,1010,7,グリエル,三ゴロ,2,0,2,5,表,レンジャーズ
35,2010,8,ブレグマン,左安打,2,1,2,5,表,レンジャーズ
36,2100,9,青木宣親,投ゴロ,3,1,2,5,表,レンジャーズ
37,0000,2,秋,左ライナー,1,1,2,5,裏,アストロズ
38,1000,3,アンドルス,四球,1,1,2,5,裏,アストロズ
39,1100,4,ベルトレ,右二塁打,1,1,3,5,裏,アストロズ
40,1010,5,マザラ,右フライ,2,1,3,5,裏,アストロズ
41,2010,6,ルクロイ,一邪飛,3,1,3,5,裏,アストロズ
42,0000,1,スプリンガー,遊ゴロ,1,1,3,6,表,レンジャーズ
43,1000,2,ゴンザレス,四球,1,1,3,6,表,レンジャーズ
44,1100,3,アルテューベ,左ライナー,2,1,3,6,表,レンジャーズ
45,2100,4,コレア,投ゴロ,3,1,3,6,表,レンジャーズ
46,0000,7,オドル,二フライ,1,1,3,6,裏,アストロズ
47,1000,8,ガロ,空振り三振,2,1,3,6,裏,アストロズ
48,2000,9,チリーノス,空振り三振,3,1,3,6,裏,アストロズ
49,0000,5,ベルトラン,一フライ,1,1,3,7,表,レンジャーズ
50,1000,6,マキャン,空振り三振,2,1,3,7,表,レンジャーズ
51,2000,7,グリエル,中ライナー,3,1,3,7,表,レンジャーズ
52,0000,1,デシールズ,四球,0,1,3,7,裏,アストロズ
53,0100,2,秋,二安打,0,1,3,7,裏,アストロズ
54,0110,3,アンドルス,空振り三振,1,1,3,7,裏,アストロズ
55,1011,4,ベルトレ,空振り三振,2,1,3,7,裏,アストロズ
56,2011,5,マザラ,中本塁打,2,1,6,7,裏,アストロズ
57,2000,6,ルクロイ,三ゴロ,3,1,6,7,裏,アストロズ
58,0000,8,ブレグマン,中フライ,1,1,6,8,表,レンジャーズ
59,1000,9,青木宣親,死球,1,1,6,8,表,レンジャーズ
60,1100,1,スプリンガー,遊ゴロ,2,1,6,8,表,レンジャーズ
61,2100,2,ゴンザレス,四球,2,1,6,8,表,レンジャーズ
62,2110,3,アルテューベ,二ゴロ,3,1,6,8,表,レンジャーズ
63,0000,7,オドル,右安打,0,1,6,8,裏,アストロズ
64,0100,8,ガロ,空振り三振,1,1,6,8,裏,アストロズ
65,1001,9,チリーノス,空振り三振,2,1,6,8,裏,アストロズ
66,2001,1,ホイング,空振り三振,3,1,6,8,裏,アストロズ
67,0000,4,コレア,中二塁打,0,1,6,9,表,レンジャーズ
68,0010,5,ベルトラン,右フライ,1,1,6,9,表,レンジャーズ
69,1010,6,マキャン,見逃し三振,2,1,6,9,表,レンジャーズ
70,2010,7,グリエル,左ライナー,3,1,6,9,表,レンジャーズ
